id,event,kickoff_time,team_h,team_a,team_h_score,team_a_score,finished,minutes,provisional_start_time,team_h_name,team_a_name
349,35,2026-05-02T14:00:00Z,15,6,,,False,0,False,NEW,BHA
350,35,2026-05-02T14:00:00Z,20,17,,,False,0,False,WOL,SUN
351,36,2026-05-09T14:00:00Z,6,20,,,False,0,False,BHA,WOL
352,36,2026-05-09T14:00:00Z,3,2,,,False,0,False,BUR,AVL
353,36,2026-05-09T14:00:00Z,8,9,,,False,0,False,CRY,EVE
354,36,2026-05-09T14:00:00Z,10,4,,,False,0,False,FUL,BOU
355,36,2026-05-09T14:00:00Z,12,7,,,False,0,False,LIV,CHE
356,36,2026-05-09T14:00:00Z,13,5,,,False,0,False,MCI,BRE
357,36,2026-05-09T14:00:00Z,16,15,,,False,0,False,NFO,NEW
359,36,2026-05-09T14:00:00Z,18,11,,,False,0,False,TOT,LEE
358,36,2026-05-09T14:00:00Z,17,14,,,False,0,False,SUN,MUN
360,36,2026-05-09T14:00:00Z,19,1,,,False,0,False,WHU,ARS
361,37,2026-05-17T14:00:00Z,1,3,,,False,0,False,ARS,BUR
362,37,2026-05-17T14:00:00Z,2,12,,,False,0,False,AVL,LIV
363,37,2026-05-17T14:00:00Z,4,13,,,False,0,False,BOU,MCI
364,37,2026-05-17T14:00:00Z,5,8,,,False,0,False,BRE,CRY
365,37,2026-05-17T14:00:00Z,7,18,,,False,0,False,CHE,TOT
366,37,2026-05-17T14:00:00Z,9,17,,,False,0,False,EVE,SUN
367,37,2026-05-17T14:00:00Z,11,6,,,False,0,False,LEE,BHA
368,37,2026-05-17T14:00:00Z,14,16,,,False,0,False,MUN,NFO
369,37,2026-05-17T14:00:00Z,15,19,,,False,0,False,NEW,WHU
370,37,2026-05-17T14:00:00Z,20,10,,,False,0,False,WOL,FUL
371,38,2026-05-24T15:00:00Z,6,14,,,False,0,False,BHA,MUN
372,38,2026-05-24T15:00:00Z,3,20,,,False,0,False,BUR,WOL
373,38,2026-05-24T15:00:00Z,8,1,,,False,0,False,CRY,ARS
374,38,2026-05-24T15:00:00Z,10,15,,,False,0,False,FUL,NEW
375,38,2026-05-24T15:00:00Z,12,5,,,False,0,False,LIV,BRE
376,38,2026-05-24T15:00:00Z,13,2,,,False,0,False,MCI,AVL
377,38,2026-05-24T15:00:00Z,16,4,,,False,0,False,NFO,BOU
379,38,2026-05-24T15:00:00Z,18,9,,,False,0,False,TOT,EVE
378,38,2026-05-24T15:00:00Z,17,7,,,False,0,False,SUN,CHE
380,38,2026-05-24T15:00:00Z,19,11,,,False,0,False,WHU,LEE
