snapshot_time,source_file,id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
2025-08-24T01:11:35Z,price_change_forecast.csv,72,Senesi,4,2,45,1.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,73,Smith,4,2,45,0.4,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,74,Truffert,4,2,45,1.0,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,75,Akinmboni,4,2,40,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,76,Bevan,4,2,40,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,77,Hill,4,2,40,0.8,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,78,J.Araujo,4,2,40,1.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,79,Mepham,4,2,40,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,80,Soler,4,2,40,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,81,Kluivert,4,3,70,0.6,0.0,0.0,flat,d,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,82,Semenyo,4,3,71,15.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,84,Tavernier,4,3,55,0.6,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,85,Adams,4,3,50,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,86,Brooks,4,3,50,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,87,Christie,4,3,50,0.1,0.0,0.0,flat,d,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,88,Cook,4,3,50,0.0,0.0,0.0,flat,s,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,89,Philip,4,3,50,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,90,Scott,4,3,50,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,91,Sinisterra,4,3,50,0.0,0.0,0.0,flat,a,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,92,Faivre,4,3,45,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,93,H.Traorè,4,3,45,1.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,94,Sadi,4,3,45,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,95,Silcott-Duberry,4,3,45,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,96,Winterburn,4,3,45,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,97,Evanilson,4,4,70,2.5,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,98,Enes Ünal,4,4,55,0.0,0.0,0.0,flat,i,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,99,Adu-Adjei,4,4,45,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,100,Kroupi.Jr,4,4,45,1.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,391,Gannon-Doak,4,3,50,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,685,Diakité,4,2,45,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,687,Rees-Dottin,4,3,45,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,697,Adli,4,3,55,0.0,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,83,O.Dango,5,3,60,0.1,0.0,0.0,flat,a,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,101,Kelleher,5,1,45,10.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,102,Balcombe,5,1,40,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,103,Cox,5,1,40,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,104,Eyestone,5,1,40,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,105,Valdimarsson,5,1,40,1.0,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,106,Collins,5,2,50,1.6,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,107,Lewis-Potter,5,2,50,0.4,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,108,Ajer,5,2,45,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,109,Henry,5,2,45,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,110,Kayode,5,2,45,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,111,Pinnock,5,2,45,0.2,0.0,0.0,flat,d,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,112,Roerslev,5,2,45,0.0,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,113,Van den Berg,5,2,45,0.4,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,114,Arthur,5,2,40,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,115,Fredrick,5,2,40,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,116,Hickey,5,2,40,0.5,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,117,Ji-soo,5,2,40,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,118,Meghoma,5,2,40,0.1,0.0,0.0,flat,u,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,120,Schade,5,3,70,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,121,Damsgaard,5,3,59,0.9,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,122,Milambo,5,3,55,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,123,Carvalho,5,3,50,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,124,Henderson,5,3,50,0.3,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,125,Janelt,5,3,50,0.0,0.0,0.0,flat,i,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,126,Jensen,5,3,50,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,127,Nunes,5,3,50,0.0,0.0,0.0,flat,i,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,128,Onyeka,5,3,50,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,129,Yarmoliuk,5,3,50,0.0,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,130,Donovan,5,3,45,0.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,131,Konak,5,3,45,0.2,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,132,Maghoma,5,3,45,0.0,0.0,0.0,flat,d,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,133,Peart-Harris,5,3,45,0.0,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,134,Trevitt,5,3,45,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,135,Wissa,5,4,75,1.7,0.0,0.0,flat,n,1,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,136,Thiago,5,4,60,1.1,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,137,Morgan,5,4,45,0.5,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,138,Steele,6,1,45,0.5,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
2025-08-24T01:11:35Z,price_change_forecast.csv,139,Verbruggen,6,1,45,7.4,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
