player_id,web_name,team_name,position,minutes,apps,total_points,points_per90,goals_scored,assists,clean_sheets,goals_conceded,own_goals,saves,penalties_saved,penalties_missed,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,xg,xa,xgi,xgc,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,goals_scored_per90,assists_per90,saves_per90,last_updated_utc
112,Roerslev,Brentford,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
113,Van den Berg,Brentford,DEF,900,10,28,2.8,0,0,1,17,0,0,0,0,0,0,0,92,198.4,16.8,100.0,31.5,0.87,0.12,0.99,15.760000000000002,1.0,a,100.0,75.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
114,Arthur,Brentford,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,100.0,100.0,,,,2026-01-02T05:25:27Z
115,Fredrick,Brentford,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
116,Hickey,Brentford,DEF,271,8,14,4.65,0,0,1,3,0,0,0,0,1,0,0,45,17.2,5.8,1.0,2.4,0.02,0.08,0.1,3.55,0.5,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
117,Ji-soo,Brentford,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
118,Meghoma,Brentford,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
119,Mbeumo,Man Utd,MID,865,10,52,5.41,4,1,2,17,0,0,0,0,1,0,8,207,248.2,346.5,348.0,94.2,4.09,2.2800000000000002,6.37,12.51,9.6,n,0.0,0.0,0.416,0.104,0.0,2026-01-02T05:25:27Z
120,Schade,Brentford,MID,830,10,46,4.99,5,1,1,12,0,0,0,1,4,0,4,160,255.2,129.4,250.0,63.5,5.34,0.63,5.97,14.57,1.9,a,100.0,100.0,0.542,0.108,0.0,2026-01-02T05:25:27Z
121,Damsgaard,Brentford,MID,593,9,33,5.01,1,2,1,11,0,0,0,0,0,0,3,132,162.6,166.5,70.0,40.0,0.32,1.9,2.2199999999999998,10.95,0.6,a,,,0.152,0.304,0.0,2026-01-02T05:25:27Z
122,Milambo,Brentford,MID,45,1,1,2.0,0,0,0,3,0,0,0,0,0,0,0,5,4.0,1.8,0.0,0.6,0.0,0.01,0.01,1.49,0.0,i,0.0,0.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
123,Carvalho,Brentford,MID,96,5,12,11.25,1,0,0,4,0,0,0,0,0,0,1,39,38.800000000000004,6.2,36.0,7.999999999999999,0.7000000000000001,0.03,0.7300000000000001,2.08,0.1,i,0.0,0.0,0.938,0.0,0.0,2026-01-02T05:25:27Z
124,Henderson,Brentford,MID,746,11,38,4.58,1,2,2,12,0,0,0,0,1,0,4,149,169.4,133.6,28.0,33.0,0.31,0.51,0.8200000000000001,12.34,0.5,a,100.0,100.0,0.121,0.241,0.0,2026-01-02T05:25:27Z
125,Janelt,Brentford,MID,285,7,15,4.74,0,0,1,3,0,0,0,0,0,0,0,60,57.6,74.30000000000001,21.0,15.1,0.13,0.54,0.6699999999999999,5.930000000000001,0.0,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
126,Jensen,Brentford,MID,370,9,18,4.38,1,0,1,6,0,0,0,0,1,0,0,90,78.0,59.4,30.0,16.7,0.3,0.18,0.48,7.48,0.1,a,,,0.243,0.0,0.0,2026-01-02T05:25:27Z
127,Nunes,Brentford,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,100.0,100.0,,,,2026-01-02T05:25:27Z
128,Onyeka,Brentford,MID,88,6,12,12.27,0,2,0,2,0,0,0,0,0,0,0,41,28.4,13.600000000000001,4.0,4.6,0.0,0.36,0.36,2.02,0.0,n,0.0,0.0,0.0,2.045,0.0,2026-01-02T05:25:27Z
129,Yarmoliuk,Brentford,MID,801,11,31,3.48,0,2,1,16,0,0,0,0,2,0,0,133,146.4,84.8,32.0,26.4,0.37,0.44,0.8099999999999999,15.23,0.1,a,100.0,100.0,0.0,0.225,0.0,2026-01-02T05:25:27Z
130,Donovan,Brentford,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,,,,,2026-01-02T05:25:27Z
131,Konak,Brentford,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,,,,,2026-01-02T05:25:27Z
132,Maghoma,Brentford,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,100.0,100.0,,,,2026-01-02T05:25:27Z
133,Peart-Harris,Brentford,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,,,,2026-01-02T05:25:27Z
134,Trevitt,Brentford,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
135,Wissa,Brentford,FWD,53,3,3,5.09,0,0,0,1,0,0,0,0,0,0,0,7,0.4,12.4,14.0,2.7,0.14,0.06,0.2,1.67,0.6,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
136,Thiago,Brentford,FWD,921,11,46,4.5,5,1,1,17,0,0,0,0,3,0,4,178,255.2,102.60000000000001,267.0,62.6,4.28,0.44,4.720000000000001,17.88,27.6,a,100.0,100.0,0.489,0.098,0.0,2026-01-02T05:25:27Z
137,Morgan,Brentford,FWD,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,a,,,,,,2026-01-02T05:25:27Z
138,Steele,Brighton,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,,,,,2026-01-02T05:25:27Z
139,Verbruggen,Brighton,GK,990,11,17,1.55,0,0,0,19,1,30,0,0,1,0,0,122,247.2,10.0,0.0,25.6,0.0,0.01,0.01,16.62,5.7,a,,,0.0,0.0,2.727,2026-01-02T05:25:27Z
140,McGill,Brighton,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,,,,,2026-01-02T05:25:27Z
141,Rushworth,Brighton,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
142,Scherpen,Brighton,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
143,Boscagli,Brighton,DEF,7,1,1,12.86,0,0,0,0,0,0,0,0,0,0,0,4,2.8,6.9,2.0,1.2,0.0,0.04,0.04,0.24,0.1,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
144,Coppola,Brighton,DEF,102,3,2,1.76,0,0,0,3,0,0,0,0,1,0,0,3,11.4,1.1,2.0,1.5,0.0,0.0,0.0,3.06,0.1,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
145,De Cuyper,Brighton,DEF,468,9,23,4.42,1,0,1,8,0,0,0,0,1,0,3,91,93.4,136.2,60.0,29.0,0.72,1.18,1.9,7.75,2.4,a,100.0,100.0,0.192,0.0,0.0,2026-01-02T05:25:27Z
146,Dunk,Brighton,DEF,990,11,16,1.45,0,1,0,19,0,0,0,0,6,0,0,99,201.79999999999998,42.4,49.0,29.5,0.55,0.13,0.68,16.62,0.9,a,100.0,100.0,0.0,0.091,0.0,2026-01-02T05:25:27Z
147,Estupiñan,Brighton,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
148,F.Kadıoğlu,Brighton,DEF,726,10,11,1.36,0,0,0,15,0,0,0,0,4,0,0,52,110.39999999999999,110.30000000000001,45.0,26.7,0.39,0.73,1.12,12.77,0.3,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
149,Igor,Brighton,DEF,1,1,1,90.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,100.0,0.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
150,Lamptey,Brighton,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
151,Van Hecke,Brighton,DEF,990,11,33,3.0,1,1,0,19,1,0,0,0,2,0,3,110,314.8,65.4,72.0,45.3,0.53,0.51,1.03,16.62,4.3,a,100.0,100.0,0.091,0.091,0.0,2026-01-02T05:25:27Z
152,Veltman,Brighton,DEF,324,4,7,1.94,0,0,0,6,0,0,0,0,2,0,0,28,68.2,19.900000000000002,6.0,9.5,0.0,0.01,0.01,5.82,0.1,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
153,Webster,Brighton,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,0.0,,,,2026-01-02T05:25:27Z
154,Cashin,Brighton,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
155,Slater,Brighton,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
156,Tasker,Brighton,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,,,,,2026-01-02T05:25:27Z
157,Mitoma,Brighton,MID,534,7,21,3.54,1,1,1,8,0,0,0,0,1,0,0,64,90.4,110.6,98.0,29.6,0.95,0.33,1.28,8.48,1.8,a,100.0,100.0,0.169,0.169,0.0,2026-01-02T05:25:27Z
158,Georginio,Brighton,MID,705,10,28,3.57,1,2,1,12,1,0,0,0,1,0,1,103,126.4,177.20000000000002,175.0,47.9,0.85,0.98,1.83,11.43,0.4,a,100.0,100.0,0.128,0.255,0.0,2026-01-02T05:25:27Z
159,March,Brighton,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,0.0,,,,2026-01-02T05:25:27Z
160,Minteh,Brighton,MID,889,11,42,4.25,1,3,2,15,0,0,0,0,0,0,3,183,176.4,222.5,242.0,64.2,1.94,1.78,3.7199999999999998,13.73,6.1,d,75.0,,0.101,0.304,0.0,2026-01-02T05:25:27Z
161,Enciso,Brighton,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
162,Gruda,Brighton,MID,344,10,23,6.02,1,1,0,7,0,0,0,0,0,0,2,69,86.4,101.3,101.0,28.6,1.6400000000000001,0.49,2.13,6.83,0.1,a,100.0,100.0,0.262,0.262,0.0,2026-01-02T05:25:27Z
163,Hinshelwood,Brighton,MID,292,6,9,2.77,0,0,0,7,0,0,0,0,0,0,0,41,26.6,19.4,17.0,6.5,0.08,0.09000000000000001,0.17,6.59,0.1,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
164,O'Riley,Brighton,MID,177,2,12,6.1,1,0,1,2,0,0,0,0,0,0,2,36,60.8,66.6,63.0,19.0,1.21,0.17,1.3800000000000001,2.12,0.3,u,0.0,0.0,0.508,0.0,0.0,2026-01-02T05:25:27Z
165,Sima,Brighton,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
166,Ayari,Brighton,MID,717,10,27,3.39,1,1,0,13,0,0,0,0,0,0,2,148,113.39999999999999,100.0,77.0,29.1,0.98,0.48,1.46,11.36,0.2,a,100.0,100.0,0.126,0.126,0.0,2026-01-02T05:25:27Z
167,Baleba,Brighton,MID,532,10,11,1.86,0,0,1,9,0,0,0,0,3,0,0,47,24.6,37.9,11.0,7.4,0.15000000000000002,0.03,0.18,8.57,1.4,n,0.0,0.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
168,Buonanotte,Brighton,MID,45,1,1,2.0,0,0,0,1,0,0,0,0,0,0,0,4,5.6,25.1,8.0,3.9,0.0,0.09,0.09,0.55,0.1,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
169,Gomez,Brighton,MID,601,10,20,3.0,1,0,0,12,0,0,0,0,3,0,2,84,97.8,73.2,100.0,27.3,1.96,0.22999999999999998,2.19,10.85,0.2,a,100.0,100.0,0.15,0.0,0.0,2026-01-02T05:25:27Z
170,Milner,Brighton,MID,171,7,15,7.89,1,1,0,6,0,0,0,0,1,0,0,68,80.19999999999999,71.7,17.0,16.9,0.79,0.4,1.19,2.92,0.1,a,100.0,100.0,0.526,0.526,0.0,2026-01-02T05:25:27Z
171,Sarmiento,Brighton,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
172,Watson,Brighton,MID,34,2,2,5.29,0,0,0,2,0,0,0,0,0,0,0,10,5.8,1.6,7.0,1.5,0.04,0.03,0.07,0.8200000000000001,0.0,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
173,Wieffer,Brighton,MID,594,9,21,3.18,0,1,0,11,0,0,0,0,3,0,0,110,134.8,122.8,71.0,32.9,0.9500000000000001,0.86,1.81,7.88,0.3,d,75.0,100.0,0.0,0.152,0.0,2026-01-02T05:25:27Z
174,Yalcouye,Brighton,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
175,Knight,Brighton,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,,,,,2026-01-02T05:25:27Z
176,Mazilu,Brighton,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
177,Moran,Brighton,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
178,Welbeck,Brighton,FWD,568,11,28,4.44,3,0,0,13,0,0,0,1,2,0,3,98,114.0,78.4,159.0,34.9,2.72,0.43,3.15,9.28,4.7,a,100.0,100.0,0.475,0.0,0.0,2026-01-02T05:25:27Z
179,Ferguson,Brighton,FWD,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
180,Tzimas,Brighton,FWD,51,4,7,12.35,0,1,0,1,0,0,0,0,0,0,0,20,25.0,50.900000000000006,21.0,9.7,0.35000000000000003,0.05,0.4,1.1099999999999999,0.1,i,0.0,0.0,0.0,1.765,0.0,2026-01-02T05:25:27Z
181,Kostoulas,Brighton,FWD,40,4,8,18.0,1,0,0,2,0,0,0,0,0,0,0,36,39.0,14.0,81.0,13.5,0.5700000000000001,0.01,0.5800000000000001,1.33,0.3,a,,,2.25,0.0,0.0,2026-01-02T05:25:27Z
182,Trafford,Man City,GK,270,3,11,3.67,0,0,1,4,0,11,0,0,0,0,0,62,100.2,0.0,0.0,10.1,0.0,0.0,0.0,3.9699999999999998,1.0,a,,,0.0,0.0,3.667,2026-01-02T05:25:27Z
183,Weiss,Burnley,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,,,,,2026-01-02T05:25:27Z
184,Green,Burnley,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,u,0.0,0.0,,,,2026-01-02T05:25:27Z
185,Hladký,Burnley,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,,,,,2026-01-02T05:25:27Z
186,Roberts,Burnley,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,0.0,,,,2026-01-02T05:25:27Z
187,Walker,Burnley,DEF,900,10,20,2.0,0,0,2,19,0,0,0,0,3,0,0,44,127.2,32.7,18.0,17.9,0.12000000000000001,0.24000000000000002,0.36,18.81,1.2,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
188,Delcroix,Burnley,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,,,,,2026-01-02T05:25:27Z
189,Dodgson,Burnley,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
190,Ekdal,Burnley,DEF,803,10,31,3.47,0,0,2,17,0,0,0,0,0,0,2,78,182.0,39.0,72.0,29.3,0.21000000000000002,0.19,0.4,16.09,0.9,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
191,Estève,Burnley,DEF,892,10,20,2.02,0,0,1,22,2,0,0,0,0,0,0,51,193.2,30.9,50.0,27.6,0.41,0.06,0.47000000000000003,20.08,9.6,d,75.0,75.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
192,Hartman,Burnley,DEF,807,9,32,3.57,0,5,1,18,0,0,0,0,1,0,0,99,210.0,148.39999999999998,42.0,40.0,0.13999999999999999,1.31,1.45,17.8,0.9,a,,,0.0,0.558,0.0,2026-01-02T05:25:27Z
193,Humphreys,Burnley,DEF,92,2,8,7.83,0,0,1,2,0,0,0,0,0,0,0,20,22.4,2.0,8.0,3.2,0.13,0.01,0.14,1.47,0.1,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
194,Jordan,Burnley,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,i,0.0,0.0,,,,2026-01-02T05:25:27Z
195,Lucas Pires,Burnley,DEF,132,2,3,2.05,0,0,1,2,0,0,0,0,0,1,0,15,14.6,24.9,7.0,4.5,0.02,0.17,0.19,1.3599999999999999,0.2,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
196,Sambo,Burnley,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
197,Sonne,Burnley,DEF,115,4,10,7.83,1,0,0,4,0,0,0,0,0,0,0,14,40.2,17.2,23.0,8.0,0.42000000000000004,0.08,0.5,3.3099999999999996,0.3,a,,,0.783,0.0,0.0,2026-01-02T05:25:27Z
198,Tuanzebe,Burnley,DEF,256,3,3,1.05,0,0,0,7,0,0,0,0,0,0,0,14,39.8,5.3,0.0,4.6,0.0,0.09,0.09,6.12,1.1,n,0.0,0.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
199,Worrall,Burnley,DEF,64,5,5,7.03,0,0,0,2,0,0,0,0,0,0,0,14,25.0,0.6,2.0,2.8000000000000003,0.0,0.01,0.01,2.54,0.2,d,75.0,75.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
200,Anthony,Burnley,MID,697,11,46,5.94,4,1,2,13,0,0,0,0,2,0,5,166,242.6,140.8,195.0,57.9,2.2399999999999998,0.68,2.92,14.32,2.1,a,100.0,100.0,0.516,0.129,0.0,2026-01-02T05:25:27Z
201,Benson,Burnley,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
202,Bruun Larsen,Burnley,MID,536,9,20,3.36,0,1,2,14,0,0,0,0,0,0,0,63,68.6,125.60000000000001,74.0,26.7,0.9199999999999999,0.7700000000000001,1.69,12.14,0.0,a,100.0,100.0,0.0,0.168,0.0,2026-01-02T05:25:27Z
203,Boateng,Burnley,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,,,,2026-01-02T05:25:27Z
204,Churlinov,Burnley,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
205,Cullen,Burnley,MID,912,11,46,4.54,1,2,2,19,1,0,0,0,1,0,5,215,251.4,159.5,59.0,47.1,0.38,1.23,1.61,18.45,1.6,i,0.0,50.0,0.099,0.197,0.0,2026-01-02T05:25:27Z
206,Edwards,Burnley,MID,121,4,6,4.46,0,0,1,0,0,0,0,0,0,0,0,30,18.2,64.69999999999999,18.0,10.100000000000001,0.04,0.63,0.67,1.03,0.1,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
207,Hannibal,Burnley,MID,247,7,16,5.83,0,1,1,7,0,0,0,0,0,0,0,49,32.2,54.0,13.0,9.9,0.16,0.49,0.65,6.699999999999999,0.1,n,0.0,0.0,0.0,0.364,0.0,2026-01-02T05:25:27Z
208,Koleosho,Burnley,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
209,Laurent,Burnley,MID,584,10,17,2.62,0,0,1,12,0,0,0,0,2,0,0,76,85.6,24.4,39.0,15.1,0.22,0.15,0.37,10.86,0.0,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
210,Tchaouna,Burnley,MID,309,7,13,3.79,0,1,1,5,0,0,0,0,1,0,0,40,18.6,29.799999999999997,33.0,8.2,0.32,0.16,0.48,5.63,0.0,a,,,0.0,0.291,0.0,2026-01-02T05:25:27Z
211,A.Ramsey,Burnley,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,u,0.0,0.0,,,,2026-01-02T05:25:27Z
212,Adewumi,Burnley,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
213,Banel,Burnley,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,,,,2026-01-02T05:25:27Z
214,Trésor,Burnley,MID,9,2,2,20.0,0,0,0,0,0,0,0,0,0,0,0,5,0.4,0.3,0.0,0.1,0.0,0.0,0.0,0.05,0.1,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
215,Flemming,Burnley,FWD,156,8,24,13.85,3,0,0,2,0,0,0,0,0,0,3,99,116.4,27.9,117.0,26.0,1.9500000000000002,0.03,1.98,3.44,0.5,d,75.0,,1.731,0.0,0.0,2026-01-02T05:25:27Z
216,Amdouni,Burnley,FWD,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,0.0,,,,2026-01-02T05:25:27Z
217,Foster,Burnley,FWD,684,10,31,4.08,2,1,2,17,0,0,0,0,2,0,4,121,121.6,100.7,94.0,31.2,1.35,0.18,1.53,14.92,0.8,n,0.0,0.0,0.263,0.132,0.0,2026-01-02T05:25:27Z
218,Barnes,Burnley,FWD,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,a,,,,,,2026-01-02T05:25:27Z
219,Obafemi,Burnley,FWD,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
220,Sánchez,Chelsea,GK,904,11,39,3.88,0,0,4,13,0,28,0,0,0,1,4,161,229.4,30.0,0.0,25.8,0.0,0.0,0.0,13.07,14.8,a,,,0.0,0.0,2.788,2026-01-02T05:25:27Z
221,Jörgensen,Chelsea,GK,84,1,1,1.07,0,0,0,2,0,1,0,0,0,0,0,4,9.4,0.0,0.0,0.9,0.0,0.0,0.0,1.79,0.2,a,,,0.0,0.0,1.071,2026-01-02T05:25:27Z
222,Penders,Chelsea,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
223,Slonina,Chelsea,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,,,,,2026-01-02T05:25:27Z
224,Cucurella,Chelsea,DEF,874,11,42,4.32,0,2,4,11,0,0,0,0,2,0,4,202,185.4,219.2,76.0,48.0,0.41000000000000003,1.44,1.85,13.03,19.2,d,75.0,75.0,0.0,0.206,0.0,2026-01-02T05:25:27Z
225,James,Chelsea,DEF,783,11,38,4.37,0,3,3,11,0,0,0,0,3,0,1,187,189.0,244.5,41.0,47.5,0.33999999999999997,1.32,1.66,13.62,11.2,a,100.0,100.0,0.0,0.345,0.0,2026-01-02T05:25:27Z
226,Chalobah,Chelsea,DEF,840,10,56,6.0,2,1,4,12,0,0,0,0,2,1,6,194,268.8,41.6,90.0,39.9,0.8200000000000001,0.59,1.41,10.32,19.0,a,100.0,100.0,0.214,0.107,0.0,2026-01-02T05:25:27Z
227,Colwill,Chelsea,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,i,0.0,0.0,,,,2026-01-02T05:25:27Z
