player_id,web_name,team_name,position,minutes,apps,total_points,points_per90,goals_scored,assists,clean_sheets,goals_conceded,own_goals,saves,penalties_saved,penalties_missed,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,xg,xa,xgi,xgc,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,goals_scored_per90,assists_per90,saves_per90,last_updated_utc
45,Sousa,Aston Villa,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,,,,,2026-01-02T05:25:27Z
46,Yasin,Aston Villa,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
47,Rogers,Aston Villa,MID,981,11,43,3.94,2,2,3,11,0,0,0,0,1,0,3,159,196.4,211.6,188.0,59.7,1.19,1.42,2.61,16.05,25.6,a,100.0,100.0,0.183,0.183,0.0,2026-01-02T05:25:27Z
48,Tielemans,Aston Villa,MID,585,7,23,3.54,0,2,1,8,0,0,0,0,0,0,1,117,121.0,139.1,78.0,33.8,0.47000000000000003,0.7999999999999999,1.27,11.57,0.8,a,100.0,100.0,0.0,0.308,0.0,2026-01-02T05:25:27Z
49,Bailey,Aston Villa,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
50,Buendía,Aston Villa,MID,412,10,31,6.77,2,2,1,4,0,0,0,0,2,0,3,92,140.2,134.1,130.0,40.6,1.24,0.78,2.02,6.14,0.4,a,100.0,100.0,0.437,0.437,0.0,2026-01-02T05:25:27Z
51,Iling Jr,Aston Villa,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
52,J.Ramsey,Newcastle,MID,216,4,5,2.08,0,0,0,3,0,0,0,0,1,0,0,36,23.6,66.2,33.0,12.3,0.12,0.43,0.55,2.98,0.2,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
53,Malen,Aston Villa,MID,340,11,26,6.88,2,0,0,6,0,0,0,0,0,0,3,71,87.6,55.300000000000004,100.0,23.900000000000002,1.01,0.14,1.15,6.55,0.7,a,,,0.529,0.0,0.0,2026-01-02T05:25:27Z
54,McGinn,Aston Villa,MID,841,11,29,3.1,1,0,4,9,0,0,0,0,1,0,0,142,112.2,174.4,54.0,34.1,0.88,1.41,2.29,13.700000000000001,0.7,a,,,0.107,0.0,0.0,2026-01-02T05:25:27Z
55,Barkley,Aston Villa,MID,22,2,2,8.18,0,0,0,0,0,0,0,0,0,0,0,4,6.0,3.4,7.0,1.6,0.16,0.0,0.16,0.5700000000000001,0.0,i,0.0,0.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
56,Barrenechea,Aston Villa,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
57,Dobbin,Aston Villa,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
58,Kamara,Aston Villa,MID,646,9,29,4.04,0,3,2,7,0,0,0,0,4,0,4,135,158.0,103.8,52.0,31.3,0.34,0.43,0.76,10.18,0.5,a,100.0,0.0,0.0,0.418,0.0,2026-01-02T05:25:27Z
59,Onana,Aston Villa,MID,412,7,15,3.28,0,0,2,4,0,0,0,0,1,0,0,79,81.6,19.2,18.0,11.9,0.23,0.11,0.34,6.71,0.8,d,75.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
60,Broggio,Aston Villa,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,,,,,2026-01-02T05:25:27Z
61,Dendoncker,Aston Villa,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
62,Jimoh-Aloba,Aston Villa,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,,,,,2026-01-02T05:25:27Z
63,Young,Aston Villa,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,a,,,,,,2026-01-02T05:25:27Z
64,Watkins,Aston Villa,FWD,854,11,41,4.32,3,1,4,9,0,0,0,0,0,0,5,148,147.2,84.6,296.0,52.6,3.32,0.31,3.63,12.51,8.1,a,100.0,100.0,0.316,0.105,0.0,2026-01-02T05:25:27Z
65,Redmond,Aston Villa,FWD,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,u,0.0,0.0,,,,2026-01-02T05:25:27Z
66,Neto,Bournemouth,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
67,Petrović,Bournemouth,GK,990,11,42,3.82,0,0,5,16,1,36,0,0,1,0,1,172,256.8,0.0,0.0,25.7,0.0,0.0,0.0,14.56,5.0,a,,,0.0,0.0,3.273,2026-01-02T05:25:27Z
68,Dennis,Bournemouth,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,a,,,,,,2026-01-02T05:25:27Z
69,McKenna,Bournemouth,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,,,,,2026-01-02T05:25:27Z
70,Paulsen,Bournemouth,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
71,Zabarnyi,Bournemouth,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
72,Senesi,Bournemouth,DEF,948,11,62,5.89,0,2,5,16,0,0,0,0,3,0,6,196,351.4,102.1,68.0,52.1,0.19,1.2,1.39,14.05,15.4,a,100.0,100.0,0.0,0.19,0.0,2026-01-02T05:25:27Z
73,Smith,Bournemouth,DEF,429,6,16,3.36,0,1,2,9,0,0,0,0,1,0,0,42,50.4,25.5,14.0,9.0,0.0,0.1,0.1,8.3,0.2,a,100.0,100.0,0.0,0.21,0.0,2026-01-02T05:25:27Z
74,Truffert,Bournemouth,DEF,976,11,49,4.52,0,1,5,15,0,0,0,0,0,0,6,177,203.2,164.6,27.0,39.4,0.09,0.56,0.65,13.11,2.1,a,,,0.0,0.092,0.0,2026-01-02T05:25:27Z
75,Akinmboni,Bournemouth,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,d,25.0,25.0,,,,2026-01-02T05:25:27Z
76,Bevan,Bournemouth,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,,,,,2026-01-02T05:25:27Z
77,Hill,Bournemouth,DEF,287,8,18,5.64,0,0,2,2,0,0,0,0,1,0,0,65,37.0,5.3999999999999995,43.0,8.6,0.12,0.19,0.31,1.42,0.6,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
78,J.Araujo,Bournemouth,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,a,100.0,100.0,,,,2026-01-02T05:25:27Z
79,Mepham,Bournemouth,DEF,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
80,Soler,Bournemouth,DEF,14,2,2,12.86,0,0,0,1,0,0,0,0,0,0,0,2,1.2,0.7,0.0,0.2,0.0,0.0,0.0,1.45,0.2,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
81,Kluivert,Bournemouth,MID,435,10,19,3.93,1,0,2,9,0,0,0,0,2,0,1,74,74.60000000000001,156.29999999999998,77.0,30.8,1.29,0.8400000000000001,2.13,8.69,0.8,a,100.0,100.0,0.207,0.0,0.0,2026-01-02T05:25:27Z
82,Semenyo,Bournemouth,MID,990,11,87,7.91,8,3,5,16,0,0,0,0,2,0,11,283,421.8,215.2,389.0,102.7,4.74,0.66,5.4,14.56,46.4,a,100.0,100.0,0.727,0.273,0.0,2026-01-02T05:25:27Z
83,O.Dango,Brentford,MID,578,9,36,5.61,2,1,1,9,0,0,0,0,1,0,4,86,111.0,26.9,212.0,34.5,2.2,0.32,2.52,9.75,0.4,n,0.0,0.0,0.311,0.156,0.0,2026-01-02T05:25:27Z
84,Tavernier,Bournemouth,MID,856,11,56,5.89,3,1,6,13,0,0,0,0,1,0,8,186,225.0,200.2,204.0,63.0,2.15,0.72,2.87,12.4,2.8,a,,,0.315,0.105,0.0,2026-01-02T05:25:27Z
85,Adams,Bournemouth,MID,698,9,25,3.22,0,1,4,7,0,0,0,0,3,0,0,133,138.2,45.900000000000006,54.0,23.9,0.16,0.19,0.35000000000000003,6.36,0.3,i,0.0,0.0,0.0,0.129,0.0,2026-01-02T05:25:27Z
86,Brooks,Bournemouth,MID,537,11,21,3.52,0,1,3,6,0,0,0,0,3,0,1,101,96.0,159.9,194.0,44.5,1.58,1.85,3.43,6.52,0.2,a,100.0,100.0,0.0,0.168,0.0,2026-01-02T05:25:27Z
87,Christie,Bournemouth,MID,159,6,9,5.09,0,1,0,2,0,0,0,0,0,0,0,30,22.400000000000002,28.099999999999998,18.0,6.9,0.15,0.06,0.21000000000000002,1.9000000000000001,0.1,a,100.0,100.0,0.0,0.566,0.0,2026-01-02T05:25:27Z
88,Cook,Bournemouth,MID,95,3,6,5.68,0,0,0,4,0,0,0,0,0,0,0,22,21.8,2.6,2.0,2.6,0.03,0.02,0.05,3.66,0.0,d,75.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
89,Philip,Bournemouth,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
90,Scott,Bournemouth,MID,785,11,39,4.47,1,0,5,11,0,0,0,0,1,0,3,179,155.8,125.3,79.0,35.9,0.9500000000000001,0.38,1.33,11.65,0.2,a,100.0,75.0,0.115,0.0,0.0,2026-01-02T05:25:27Z
91,Sinisterra,Bournemouth,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
92,Faivre,Bournemouth,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
93,H.Traorè,Bournemouth,MID,16,1,4,22.5,0,1,0,2,0,0,0,0,0,0,0,12,21.2,10.0,0.0,3.1,0.0,0.0,0.0,0.4,0.3,u,0.0,0.0,0.0,5.625,0.0,2026-01-02T05:25:27Z
94,Sadi,Bournemouth,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,0.0,,,,2026-01-02T05:25:27Z
95,Silcott-Duberry,Bournemouth,MID,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
96,Winterburn,Bournemouth,MID,6,1,1,15.0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,u,0.0,0.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
97,Evanilson,Bournemouth,FWD,825,10,31,3.38,2,1,4,13,0,0,0,0,1,0,2,124,92.2,111.2,210.0,41.1,2.71,0.35,3.06,12.06,1.5,a,100.0,100.0,0.218,0.109,0.0,2026-01-02T05:25:27Z
98,Enes Ünal,Bournemouth,FWD,4,2,2,45.0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
99,Adu-Adjei,Bournemouth,FWD,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,0.0,,,,2026-01-02T05:25:27Z
100,Kroupi.Jr,Bournemouth,FWD,146,7,21,12.95,3,0,1,4,0,0,0,0,1,0,2,102,103.8,15.9,74.0,19.4,0.61,0.08,0.69,2.47,3.9,a,,,1.849,0.0,0.0,2026-01-02T05:25:27Z
101,Kelleher,Brentford,GK,990,11,32,2.91,0,0,1,18,0,38,1,0,1,0,0,142,298.0,10.0,0.0,31.0,0.0,0.01,0.01,18.48,8.6,a,100.0,100.0,0.0,0.0,3.455,2026-01-02T05:25:27Z
102,Balcombe,Brentford,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,,,,,2026-01-02T05:25:27Z
103,Cox,Brentford,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,,,,,2026-01-02T05:25:27Z
104,Eyestone,Brentford,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,,,,,2026-01-02T05:25:27Z
105,Valdimarsson,Brentford,GK,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,a,,,,,,2026-01-02T05:25:27Z
106,Collins,Brentford,DEF,990,11,32,2.91,0,0,1,18,0,0,0,0,3,0,1,103,278.2,36.900000000000006,109.0,42.6,0.3,0.43,0.73,18.48,1.5,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
107,Lewis-Potter,Brentford,DEF,559,10,25,4.03,0,0,3,10,0,0,0,0,1,0,0,71,57.0,84.8,48.0,19.1,0.32999999999999996,0.31,0.64,10.68,2.1,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
108,Ajer,Brentford,DEF,352,8,16,4.09,0,2,0,8,0,0,0,0,1,0,0,45,95.6,23.8,52.0,17.2,0.36,0.47,0.83,7.57,0.2,a,100.0,100.0,0.0,0.511,0.0,2026-01-02T05:25:27Z
109,Henry,Brentford,DEF,319,10,12,3.39,0,1,0,8,0,0,0,0,1,0,0,15,22.2,15.0,17.0,5.2,0.14,0.12,0.26,9.01,0.1,a,,,0.0,0.282,0.0,2026-01-02T05:25:27Z
110,Kayode,Brentford,DEF,961,11,28,2.62,0,0,1,17,0,0,0,0,2,0,3,133,207.2,110.9,24.0,34.3,0.11000000000000001,0.39,0.5,17.92,0.7,a,,,0.0,0.0,0.0,2026-01-02T05:25:27Z
111,Pinnock,Brentford,DEF,155,2,0,0.0,0,0,0,4,1,0,0,0,1,0,0,1,31.8,0.7999999999999999,10.0,4.300000000000001,0.0,0.04,0.04,2.1100000000000003,0.1,a,100.0,100.0,0.0,0.0,0.0,2026-01-02T05:25:27Z
