id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
1,Raya,1,1,60,36.2,-1667.0,-2754.0,down,a,0,stable,0.0,0.0,48h+
2,Arrizabalaga,1,1,41,0.4,-65.0,-117.0,down,a,0,stable,0.0,0.0,48h+
3,Hein,1,1,40,0.2,-72.0,-124.0,down,u,1,stable,0.0,0.0,48h+
4,Setford,1,1,39,0.3,175.0,242.0,up,a,0,stable,0.0,0.0,48h+
5,Gabriel,1,2,62,12.4,-7268.0,-13260.0,down,d,1,stable,0.0,0.0,48h+
6,Saliba,1,2,59,11.4,9879.0,16785.0,up,a,0,stable,0.0,0.0,48h+
7,Calafiori,1,2,57,10.4,9893.0,15926.0,up,a,0,stable,0.0,0.0,48h+
8,J.Timber,1,2,65,33.7,12134.0,20285.0,up,a,0,stable,0.0,0.0,48h+
9,Kiwior,1,2,54,0.0,-1.0,-3.0,down,u,1,stable,0.0,0.0,48h+
10,Lewis-Skelly,1,2,51,1.7,-1717.0,-2591.0,down,a,0,stable,0.0,0.0,48h+
11,White,1,2,52,1.0,-9451.0,-15159.0,down,i,1,-0.1,0.0,1.0,6–12h
13,Clarke,1,2,38,0.5,128.0,208.0,up,a,0,stable,0.0,0.0,48h+
14,Kacurri,1,2,39,0.1,-25.0,-38.0,down,u,1,stable,0.0,0.0,48h+
15,Nichols,1,2,38,0.2,-7.0,-11.0,down,a,0,stable,0.0,0.0,48h+
16,Saka,1,3,103,22.1,-9014.0,-14661.0,down,a,0,stable,0.0,0.0,48h+
17,Ødegaard,1,3,78,1.6,319.0,661.0,up,a,0,stable,0.0,0.0,48h+
18,Madueke,1,3,68,0.8,-1092.0,-1711.0,down,a,0,stable,0.0,0.0,48h+
19,Martinelli,1,3,68,0.9,-1546.0,-2618.0,down,d,1,stable,0.0,0.0,48h+
20,Trossard,1,3,69,1.0,3751.0,5542.0,up,a,0,stable,0.0,0.0,48h+
21,Rice,1,3,72,25.4,61778.0,104013.0,up,a,0,stable,0.0,0.0,12–24h
22,Merino,1,3,59,3.2,-8969.0,-14396.0,down,a,0,stable,0.0,0.0,48h+
23,Fábio Vieira,1,3,54,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
24,Nørgaard,1,3,52,0.1,-12.0,-10.0,down,a,0,stable,0.0,0.0,48h+
25,Nwaneri,1,3,51,0.1,-16.0,-32.0,down,a,0,stable,0.0,0.0,48h+
26,Zubimendi,1,3,52,2.2,-342.0,-740.0,down,a,0,stable,0.0,0.0,48h+
28,Kabia,1,3,45,0.1,-13.0,-26.0,down,u,1,stable,0.0,0.0,48h+
29,Sambi,1,3,45,0.1,-7.0,-10.0,down,u,1,stable,0.0,0.0,48h+
30,Havertz,1,4,73,0.3,-22.0,-44.0,down,i,1,stable,0.0,0.0,48h+
31,G.Jesus,1,4,64,0.2,-118.0,-86.0,down,a,0,stable,0.0,0.0,48h+
266,Eze,1,3,76,14.6,-35156.0,-57798.0,down,a,0,stable,0.0,0.0,48h+
662,Mosquera,1,2,54,0.1,-90.0,-157.0,down,i,1,stable,0.0,0.0,48h+
666,Gyökeres,1,4,88,10.2,-2490.0,-4629.0,down,a,0,stable,0.0,0.0,48h+
700,Dowman,1,3,43,0.4,-233.0,-335.0,down,i,1,stable,0.0,0.0,48h+
711,Harriman-Annous,1,3,45,0.0,9.0,16.0,up,a,0,stable,0.0,0.0,48h+
725,Hincapie,1,2,55,2.8,-11665.0,-19756.0,down,d,1,-0.1,0.0,1.0,6–12h
759,Salmon,1,2,40,0.0,-7.0,-11.0,down,a,0,stable,0.0,0.0,48h+
32,Martinez,2,1,50,3.1,-227.0,-352.0,down,a,0,stable,0.0,0.0,48h+
33,M.Bizot,2,1,42,0.4,-125.0,-231.0,down,a,0,stable,0.0,0.0,48h+
34,Gauci,2,1,40,0.1,-30.0,-64.0,down,u,1,stable,0.0,0.0,48h+
35,Marschall,2,1,40,0.0,-3.0,-4.0,down,u,1,stable,0.0,0.0,48h+
36,Cash,2,2,49,12.8,-8445.0,-12734.0,down,a,0,stable,0.0,0.0,48h+
37,Digne,2,2,45,1.7,-1667.0,-2591.0,down,a,0,stable,0.0,0.0,48h+
38,Konsa,2,2,44,7.5,-3264.0,-5056.0,down,a,0,stable,0.0,0.0,48h+
39,Maatsen,2,2,42,0.5,220.0,436.0,up,a,0,stable,0.0,0.0,48h+
40,Mings,2,2,43,0.6,-170.0,-312.0,down,i,1,stable,0.0,0.0,48h+
41,Pau,2,2,43,0.4,-814.0,-1432.0,down,i,1,stable,0.0,0.0,48h+
42,A.García,2,2,39,0.2,-48.0,-91.0,down,a,0,stable,0.0,0.0,48h+
43,Alex Moreno,2,2,40,1.8,-832.0,-1370.0,down,u,1,stable,0.0,0.0,48h+
44,Bogarde,2,2,40,0.6,-150.0,-251.0,down,a,0,stable,0.0,0.0,48h+
45,Sousa,2,2,39,0.3,-52.0,-82.0,down,a,0,stable,0.0,0.0,48h+
46,Yasin,2,2,40,0.1,-38.0,-57.0,down,u,1,stable,0.0,0.0,48h+
47,Rogers,2,3,73,20.8,108156.0,192673.0,up,a,0,stable,0.0,0.0,6–12h
48,Tielemans,2,3,59,0.7,287.0,597.0,up,a,0,stable,0.0,0.0,48h+
49,Bailey,2,3,55,0.1,-10.0,-15.0,down,u,1,stable,0.0,0.0,48h+
50,Buendía,2,3,53,0.4,-747.0,-1262.0,down,a,0,stable,0.0,0.0,48h+
