id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,57,0,2,3910,1028,28.9,a,,,720,40,0.0,0.04,0.04
2,Arrizabalaga,1,1,43,0,-2,6,69,0.5,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,58,0.3,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,40,0,0,16,31,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,64,0,4,5339,8302,35.0,d,75.0,Muscle injury - 75% chance of playing,720,59,0.72,0.11,0.83
6,Saliba,1,2,60,0,0,3248,771,12.7,a,100.0,,499,31,0.13,0.17,0.3
7,Calafiori,1,2,58,0,3,3901,929,15.2,a,,,614,48,1.88,0.17,2.05
8,J.Timber,1,2,60,0,5,10536,673,22.2,a,,,611,54,1.89,0.56,2.45
9,Kiwior,1,2,54,0,-1,0,3,0.1,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,52,0,-3,239,243,1.7,a,,,83,4,0.0,0.0,0.0
11,White,1,2,54,0,-1,58,68,0.4,a,100.0,,70,6,0.01,0.01,0.02
13,Clarke,1,2,39,0,-1,50,85,0.5,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,31,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,39,0,-1,14,37,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,100,0,0,7301,589,16.3,a,100.0,,436,27,1.29,2.0,3.29
17,Ødegaard,1,3,79,0,-1,3,398,1.5,i,0.0,Knee injury - Unknown return date,201,13,0.14,0.81,0.95
18,Madueke,1,3,69,0,-1,3,159,0.6,i,0.0,Knee injury - Unknown return date,304,10,0.29,0.86,1.15
19,Martinelli,1,3,69,0,-1,426,250,1.2,a,,,190,15,0.75,0.08,0.83
20,Trossard,1,3,69,0,-1,200,57,0.4,a,100.0,,372,22,1.26,0.64,1.9
21,Rice,1,3,66,0,1,7255,747,12.4,a,100.0,,632,43,0.5,1.24,1.74
22,Merino,1,3,59,0,-1,131,245,0.6,a,,,270,16,0.34,0.13,0.47
