id,web_name,first_name,second_name,position,team_name,team_short,price_m,delta_price_this_gw,delta_price_since_start,transfers_in_between_gws_current,transfers_out_between_gws_current,transfers_in,transfers_out,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,current_gw,current_gw_deadline_utc,last_updated_utc,team,element_type,now_cost,cost_change_event,cost_change_start
88,Cook,Lewis,Cook,MID,Bournemouth,BOU,5.0,0.0,0.0,39,277,39,277,0.0,s,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,50,0,0
89,Philip,Philip,Billing,MID,Bournemouth,BOU,5.0,0.0,0.0,355,1225,355,1225,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,50,0,0
90,Scott,Alex,Scott,MID,Bournemouth,BOU,5.0,0.0,0.0,1101,1082,1101,1082,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,50,0,0
91,Sinisterra,Luis,Sinisterra Lucumí,MID,Bournemouth,BOU,5.0,0.0,0.0,94,1112,94,1112,0.0,d,25.0,25.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,50,0,0
92,Faivre,Romain,Faivre,MID,Bournemouth,BOU,4.5,0.0,0.0,1492,2476,1492,2476,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,45,0,0
93,H.Traorè,Hamed,Traorè,MID,Bournemouth,BOU,4.5,0.0,0.0,64482,15603,64482,15603,1.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,45,0,0
94,Sadi,Dominic,Sadi,MID,Bournemouth,BOU,4.5,0.0,0.0,421,725,421,725,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,45,0,0
95,Silcott-Duberry,Zain,Silcott-Duberry,MID,Bournemouth,BOU,4.5,0.0,0.0,304,973,304,973,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,45,0,0
96,Winterburn,Ben,Winterburn,MID,Bournemouth,BOU,4.5,0.0,0.0,1700,1056,1700,1056,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,45,0,0
97,Evanilson,Francisco Evanilson,de Lima Barbosa,FWD,Bournemouth,BOU,7.0,0.0,0.0,60747,29347,60747,29347,2.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,4,70,0,0
98,Enes Ünal,Enes,Ünal,FWD,Bournemouth,BOU,5.5,0.0,0.0,119,275,119,275,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,4,55,0,0
99,Adu-Adjei,Daniel,Adu-Adjei,FWD,Bournemouth,BOU,4.5,0.0,0.0,2872,3843,2872,3843,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,4,45,0,0
100,Kroupi.Jr,Eli Junior,Kroupi,FWD,Bournemouth,BOU,4.5,0.0,0.0,39069,16093,39069,16093,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,4,45,0,0
391,Gannon-Doak,Ben,Gannon-Doak,MID,Bournemouth,BOU,5.0,0.0,0.0,1765,870,1765,870,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,50,0,0
685,Diakité,Bafodé,Diakité,DEF,Bournemouth,BOU,4.5,0.0,0.0,5422,1610,5422,1610,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,2,45,0,0
687,Rees-Dottin,Remy,Rees-Dottin,MID,Bournemouth,BOU,4.5,0.0,0.0,4252,1407,4252,1407,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,45,0,0
697,Adli,Amine,Adli,MID,Bournemouth,BOU,5.5,0.0,0.0,209,23,209,23,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,4,3,55,0,0
83,O.Dango,Dango,Ouattara,MID,Brentford,BRE,6.0,0.0,0.0,670,2484,670,2484,0.1,a,100.0,50.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,60,0,0
101,Kelleher,Caoimhín,Kelleher,GK,Brentford,BRE,4.5,0.0,0.0,22275,67757,22275,67757,10.4,a,100.0,75.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,1,45,0,0
102,Balcombe,Ellery,Balcombe,GK,Brentford,BRE,4.0,0.0,0.0,1749,1503,1749,1503,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,1,40,0,0
103,Cox,Matthew,Cox,GK,Brentford,BRE,4.0,0.0,0.0,614,741,614,741,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,1,40,0,0
104,Eyestone,Julian,Eyestone,GK,Brentford,BRE,4.0,0.0,0.0,237,431,237,431,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,1,40,0,0
105,Valdimarsson,Hákon Rafn,Valdimarsson,GK,Brentford,BRE,4.0,0.0,0.0,1509,4255,1509,4255,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,1,40,0,0
106,Collins,Nathan,Collins,DEF,Brentford,BRE,5.0,0.0,0.0,4084,16767,4084,16767,1.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,50,0,0
107,Lewis-Potter,Keane,Lewis-Potter,DEF,Brentford,BRE,5.0,0.0,0.0,2307,3601,2307,3601,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,50,0,0
108,Ajer,Kristoffer,Ajer,DEF,Brentford,BRE,4.5,0.0,0.0,843,2035,843,2035,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,45,0,0
109,Henry,Rico,Henry,DEF,Brentford,BRE,4.5,0.0,0.0,1000,1272,1000,1272,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,45,0,0
110,Kayode,Michael,Kayode,DEF,Brentford,BRE,4.5,0.0,0.0,948,1472,948,1472,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,45,0,0
111,Pinnock,Ethan,Pinnock,DEF,Brentford,BRE,4.5,0.0,0.0,581,3685,581,3685,0.2,d,75.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,45,0,0
112,Roerslev,Mads,Roerslev Rasmussen,DEF,Brentford,BRE,4.5,0.0,0.0,186,570,186,570,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,45,0,0
113,Van den Berg,Sepp,van den Berg,DEF,Brentford,BRE,4.5,0.0,0.0,3910,2904,3910,2904,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,45,0,0
114,Arthur,Benjamin,Arthur,DEF,Brentford,BRE,4.0,0.0,0.0,1424,2350,1424,2350,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,40,0,0
115,Fredrick,Benjamin,Fredrick,DEF,Brentford,BRE,4.0,0.0,0.0,507,1312,507,1312,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,40,0,0
116,Hickey,Aaron,Hickey,DEF,Brentford,BRE,4.0,0.0,0.0,1468,3170,1468,3170,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,40,0,0
117,Ji-soo,Kim,Ji-soo,DEF,Brentford,BRE,4.0,0.0,0.0,359,1299,359,1299,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,40,0,0
118,Meghoma,Jayden,Meghoma,DEF,Brentford,BRE,4.0,0.0,0.0,279,2007,279,2007,0.1,u,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,2,40,0,0
120,Schade,Kevin,Schade,MID,Brentford,BRE,7.0,0.0,0.0,1238,4343,1238,4343,0.3,a,100.0,75.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,70,0,0
121,Damsgaard,Mikkel,Damsgaard,MID,Brentford,BRE,6.0,0.0,0.0,1668,21332,1668,21332,0.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,60,0,0
122,Milambo,Antoni,Milambo,MID,Brentford,BRE,5.5,0.0,0.0,357,928,357,928,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,55,0,0
123,Carvalho,Fábio,Freitas Gouveia Carvalho,MID,Brentford,BRE,5.0,0.0,0.0,2397,3703,2397,3703,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,50,0,0
124,Henderson,Jordan,Henderson,MID,Brentford,BRE,5.0,0.0,0.0,1402,3870,1402,3870,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,50,0,0
125,Janelt,Vitaly,Janelt,MID,Brentford,BRE,5.0,0.0,0.0,27,526,27,526,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,50,0,0
126,Jensen,Mathias,Jensen,MID,Brentford,BRE,5.0,0.0,0.0,445,960,445,960,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,50,0,0
127,Nunes,Gustavo,Nunes Fernandes Gomes,MID,Brentford,BRE,5.0,0.0,0.0,24,302,24,302,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,50,0,0
128,Onyeka,Frank,Onyeka,MID,Brentford,BRE,5.0,0.0,0.0,1204,597,1204,597,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,50,0,0
129,Yarmoliuk,Yehor,Yarmoliuk,MID,Brentford,BRE,5.0,0.0,0.0,175,467,175,467,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,50,0,0
130,Donovan,Romelle,Donovan,MID,Brentford,BRE,4.5,0.0,0.0,926,1322,926,1322,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,45,0,0
131,Konak,Yunus Emre,Konak,MID,Brentford,BRE,4.5,0.0,0.0,452,1773,452,1773,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,45,0,0
132,Maghoma,Paris,Maghoma,MID,Brentford,BRE,4.5,0.0,0.0,60,690,60,690,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,45,0,0
133,Peart-Harris,Myles,Peart-Harris,MID,Brentford,BRE,4.5,0.0,0.0,310,487,310,487,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,45,0,0
134,Trevitt,Ryan,Trevitt,MID,Brentford,BRE,4.5,0.0,0.0,0,279,0,279,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,3,45,0,0
135,Wissa,Yoane,Wissa,FWD,Brentford,BRE,7.5,0.0,0.0,4182,86215,4182,86215,1.8,n,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,4,75,0,0
136,Thiago,Igor Thiago,Nascimento Rodrigues,FWD,Brentford,BRE,6.0,0.0,0.0,21554,10361,21554,10361,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,4,60,0,0
137,Morgan,Iwan,Morgan,FWD,Brentford,BRE,4.5,0.0,0.0,3625,5354,3625,5354,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,5,4,45,0,0
138,Steele,Jason,Steele,GK,Brighton,BHA,4.5,0.0,0.0,1180,5110,1180,5110,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,1,45,0,0
139,Verbruggen,Bart,Verbruggen,GK,Brighton,BHA,4.5,0.0,0.0,28642,42822,28642,42822,7.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,1,45,0,0
140,McGill,Tom,McGill,GK,Brighton,BHA,4.0,0.0,0.0,1843,1966,1843,1966,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,1,40,0,0
141,Rushworth,Carl,Rushworth,GK,Brighton,BHA,4.0,0.0,0.0,0,63,0,63,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,1,40,0,0
142,Scherpen,Kjell,Scherpen,GK,Brighton,BHA,4.0,0.0,0.0,0,58,0,58,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,1,40,0,0
143,Boscagli,Olivier,Boscagli,DEF,Brighton,BHA,4.5,0.0,0.0,635,1819,635,1819,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
144,Coppola,Diego,Coppola,DEF,Brighton,BHA,4.5,0.0,0.0,200,990,200,990,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
145,De Cuyper,Maxim,De Cuyper,DEF,Brighton,BHA,4.5,0.0,0.0,25716,35030,25716,35030,6.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
146,Dunk,Lewis,Dunk,DEF,Brighton,BHA,4.5,0.0,0.0,11217,7864,11217,7864,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
147,Estupiñan,Pervis,Estupiñán Tenorio,DEF,Brighton,BHA,4.5,0.0,0.0,0,932,0,932,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
148,F.Kadıoğlu,Ferdi,Kadıoğlu,DEF,Brighton,BHA,4.5,0.0,0.0,860,3022,860,3022,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
149,Igor,Igor Julio,dos Santos de Paulo,DEF,Brighton,BHA,4.5,0.0,0.0,294,488,294,488,0.1,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
150,Lamptey,Tariq,Lamptey,DEF,Brighton,BHA,4.5,0.0,0.0,1364,5191,1364,5191,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
151,Van Hecke,Jan Paul,van Hecke,DEF,Brighton,BHA,4.5,0.0,0.0,5371,7617,5371,7617,1.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
152,Veltman,Joël,Veltman,DEF,Brighton,BHA,4.5,0.0,0.0,428,3403,428,3403,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
153,Webster,Adam,Webster,DEF,Brighton,BHA,4.5,0.0,0.0,72,383,72,383,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,45,0,0
154,Cashin,Eiran,Cashin,DEF,Brighton,BHA,4.0,0.0,0.0,0,249,0,249,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,40,0,0
155,Slater,Jacob,Slater,DEF,Brighton,BHA,4.0,0.0,0.0,762,1650,762,1650,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,40,0,0
156,Tasker,Charlie,Tasker,DEF,Brighton,BHA,4.0,0.0,0.0,534,1362,534,1362,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,2,40,0,0
157,Mitoma,Mitoma,Kaoru,MID,Brighton,BHA,6.5,0.0,0.0,17645,91695,17645,91695,6.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,65,0,0
158,Georginio,Georginio,Rutter,MID,Brighton,BHA,6.0,0.0,0.0,16278,18556,16278,18556,1.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,60,0,0
159,March,Solly,March,MID,Brighton,BHA,6.0,0.0,0.0,43,920,43,920,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,60,0,0
160,Minteh,Yankuba,Minteh,MID,Brighton,BHA,6.0,0.0,0.0,4009,19049,4009,19049,1.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,60,0,0
161,Enciso,Julio,Enciso Espínola,MID,Brighton,BHA,5.5,0.0,0.0,44,1285,44,1285,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,55,0,0
162,Gruda,Brajan,Gruda,MID,Brighton,BHA,5.5,0.0,0.0,205,771,205,771,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,55,0,0
163,Hinshelwood,Jack,Hinshelwood,MID,Brighton,BHA,5.5,0.0,0.0,140,2285,140,2285,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,55,0,0
164,O'Riley,Matt,O'Riley,MID,Brighton,BHA,5.5,0.0,0.0,90982,17347,90982,17347,1.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,55,0,0
165,Sima,Abdallah,Sima,MID,Brighton,BHA,5.5,0.0,0.0,110,416,110,416,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,55,0,0
166,Ayari,Yasin,Ayari,MID,Brighton,BHA,5.0,0.0,0.0,1257,2256,1257,2256,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
167,Baleba,Carlos,Baleba,MID,Brighton,BHA,5.0,0.0,0.0,26099,45964,26099,45964,4.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
168,Buonanotte,Facundo,Buonanotte,MID,Brighton,BHA,5.0,0.0,0.0,199,3330,199,3330,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
169,Gomez,Diego,Gómez Amarilla,MID,Brighton,BHA,5.0,0.0,0.0,221,824,221,824,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
170,Milner,James,Milner,MID,Brighton,BHA,5.0,0.0,0.0,629,1440,629,1440,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
171,Sarmiento,Jeremy,Sarmiento Morante,MID,Brighton,BHA,5.0,0.0,0.0,50,530,50,530,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
172,Watson,Tom,Watson,MID,Brighton,BHA,5.0,0.0,0.0,118,328,118,328,0.0,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
173,Wieffer,Mats,Wieffer,MID,Brighton,BHA,5.0,0.0,0.0,1170,835,1170,835,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
174,Yalcouye,Malick,Yalcouyé,MID,Brighton,BHA,5.0,0.0,0.0,0,569,0,569,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,50,0,0
175,Knight,Joe,Knight,MID,Brighton,BHA,4.5,0.0,0.0,642,1039,642,1039,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,45,0,0
176,Mazilu,Adrian,Mazilu,MID,Brighton,BHA,4.5,0.0,0.0,247,501,247,501,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,45,0,0
177,Moran,Andrew,Moran,MID,Brighton,BHA,4.5,0.0,0.0,450,718,450,718,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,3,45,0,0
178,Welbeck,Danny,Welbeck,FWD,Brighton,BHA,6.5,0.0,0.0,12849,83032,12849,83032,3.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,4,65,0,0
179,Ferguson,Evan,Ferguson,FWD,Brighton,BHA,5.5,0.0,0.0,0,743,0,743,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,4,55,0,0
180,Tzimas,Stefanos,Tzimas,FWD,Brighton,BHA,5.5,0.0,0.0,1186,2769,1186,2769,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,4,55,0,0
181,Kostoulas,Charalampos,Kostoulas,FWD,Brighton,BHA,5.0,0.0,0.0,3151,6909,3151,6909,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,6,4,50,0,0
220,Sánchez,Robert,Lynch Sánchez,GK,Chelsea,CHE,5.0,0.0,0.0,124343,71829,124343,71829,25.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,1,50,0,0
221,Jörgensen,Filip,Jörgensen,GK,Chelsea,CHE,4.5,0.0,0.0,692,2430,692,2430,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,1,45,0,0
222,Penders,Mike,Penders,GK,Chelsea,CHE,4.0,0.0,0.0,0,106,0,106,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,1,40,0,0
223,Slonina,Gabriel,Słonina,GK,Chelsea,CHE,4.0,0.0,0.0,589,803,589,803,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,1,40,0,0
224,Cucurella,Marc,Cucurella Saseta,DEF,Chelsea,CHE,6.0,0.0,0.0,243244,70630,243244,70630,21.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,60,0,0
225,James,Reece,James,DEF,Chelsea,CHE,5.5,0.0,0.0,56238,31029,56238,31029,5.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,55,0,0
226,Chalobah,Trevoh,Chalobah,DEF,Chelsea,CHE,5.0,0.0,0.0,29536,12001,29536,12001,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,50,0,0
227,Colwill,Levi,Samuels Colwill,DEF,Chelsea,CHE,5.0,0.0,0.0,148,14224,148,14224,0.3,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,50,0,0
228,Gusto,Malo,Gusto,DEF,Chelsea,CHE,5.0,0.0,0.0,9279,25541,9279,25541,1.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,50,0,0
229,B.Badiashile,Benoît,Badiashile Mukinayi,DEF,Chelsea,CHE,4.5,0.0,0.0,44,630,44,630,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,45,0,0
230,Fofana,Wesley,Fofana,DEF,Chelsea,CHE,4.5,0.0,0.0,1032,4202,1032,4202,0.2,a,100.0,75.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,45,0,0
231,M.Sarr,Mamadou,Sarr,DEF,Chelsea,CHE,4.5,0.0,0.0,0,868,0,868,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,45,0,0
232,Tosin,Tosin,Adarabioyo,DEF,Chelsea,CHE,4.5,0.0,0.0,6056,21668,6056,21668,1.1,a,100.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,45,0,0
233,Acheampong,Josh,Acheampong,DEF,Chelsea,CHE,4.0,0.0,0.0,158655,20350,158655,20350,2.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,40,0,0
234,Anselmino,Aarón,Anselmino,DEF,Chelsea,CHE,4.0,0.0,0.0,468,1364,468,1364,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,40,0,0
235,Palmer,Cole,Palmer,MID,Chelsea,CHE,10.5,0.0,0.0,89016,295026,89016,295026,59.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,105,0,0
236,Neto,Pedro,Lomba Neto,MID,Chelsea,CHE,7.0,0.0,0.0,18734,42755,18734,42755,3.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,70,0,0
237,Enzo,Enzo,Fernández,MID,Chelsea,CHE,6.5,0.0,0.0,14178,46742,14178,46742,3.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,65,0,0
238,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,MID,Chelsea,CHE,6.5,0.0,0.0,12510,34269,12510,34269,1.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,65,0,0
239,Gittens,Jamie,Bynoe-Gittens,MID,Chelsea,CHE,6.5,0.0,0.0,2111,6021,2111,6021,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,65,0,0
240,Nkunku,Christopher,Nkunku,MID,Chelsea,CHE,6.0,0.0,0.0,1562,5196,1562,5196,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,60,0,0
241,Caicedo,Moisés,Caicedo Corozo,MID,Chelsea,CHE,5.5,0.0,0.0,40083,54861,40083,54861,5.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,55,0,0
243,George,Tyrique,George,MID,Chelsea,CHE,5.0,0.0,0.0,378,842,378,842,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,50,0,0
244,Lavia,Roméo,Lavia,MID,Chelsea,CHE,5.0,0.0,0.0,31,876,31,876,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,50,0,0
245,Mudryk,Mykhailo,Mudryk,MID,Chelsea,CHE,5.0,0.0,0.0,98,186,98,186,0.0,s,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,50,0,0
246,Andrey Santos,Andrey,Nascimento dos Santos,MID,Chelsea,CHE,4.5,0.0,0.0,5941,4783,5941,4783,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,45,0,0
247,D.Essugo,Dário,Luís Essugo,MID,Chelsea,CHE,4.5,0.0,0.0,461,744,461,744,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,45,0,0
248,Paez,Kendry,Páez Andrade,MID,Chelsea,CHE,4.5,0.0,0.0,0,384,0,384,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,3,45,0,0
249,João Pedro,João Pedro,Junqueira de Jesus,FWD,Chelsea,CHE,7.5,0.0,0.0,132748,358348,132748,358348,52.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,4,75,0,0
250,Delap,Liam,Delap,FWD,Chelsea,CHE,6.5,0.0,0.0,14844,61266,14844,61266,3.7,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,4,65,0,0
251,N.Jackson,Nicolas,Jackson,FWD,Chelsea,CHE,6.5,0.0,0.0,2542,1370,2542,1370,0.2,a,100.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,4,65,0,0
672,Hato,Jorrel,Hato,DEF,Chelsea,CHE,5.0,0.0,0.0,1877,5795,1877,5795,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:51:23Z,7,2,50,0,0
