id,first_name,second_name,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,news,chance_of_playing_next_round,chance_of_playing_this_round
279,Matheus,França de Oliveira,M.França,8,3,45,0,0,48,438,0.0,i,Muscle injury - Expected back 24 Aug,0.0,0.0
280,David,Ozoh,Ozoh,8,3,45,0,0,0,67,0.0,u,Has joined Derby County on loan for the rest of the season.,0.0,0.0
281,Kaden,Rodney,Rodney,8,3,45,0,0,326,545,0.0,a,,,
282,Franco,Umeh-Chibueze,Umeh,8,3,45,0,0,190,372,0.0,a,,,
283,Jean-Philippe,Mateta,Mateta,8,4,75,0,0,68494,97395,8.8,a,,,
284,Eddie,Nketiah,Nketiah,8,4,55,0,0,349,13244,0.3,i,Hamstring injury - Expected back 18 Oct,0.0,0.0
285,Odsonne,Édouard,Édouard,8,4,50,0,0,5299,12686,0.9,a,,,
286,Zach,Marsh,Marsh,8,4,45,0,0,2017,3357,0.3,a,,,
690,Rio,Cardines,Cardines,8,3,45,0,0,8919,2354,0.2,a,,,
242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,9,3,50,0,0,18998,40752,4.4,a,,,
287,Jordan,Pickford,Pickford,9,1,55,0,0,20256,76155,10.6,a,,,
288,Mark,Travers,Travers,9,1,45,0,0,383,1254,0.2,a,,,
289,Harry,Tyrer,Tyrer,9,1,40,0,0,471,754,0.1,a,,,
290,Jarrad,Branthwaite,Branthwaite,9,2,54,-1,-1,202,29477,0.5,i,Hamstring injury - Unknown return date,0.0,0.0
291,James,Tarkowski,Tarkowski,9,2,55,0,0,27151,42791,6.8,a,,,
292,Vitalii,Mykolenko,Mykolenko,9,2,50,0,0,699,14694,0.7,d,Muscle injury - 75% chance of playing,75.0,75.0
293,Jake,O'Brien,O'Brien,9,2,50,0,0,3218,5284,0.6,a,,,
294,Séamus,Coleman,Coleman,9,2,45,0,0,823,1932,0.2,a,,,
295,Michael,Keane,Keane,9,2,45,0,0,2925,3280,0.4,a,,,
296,Nathan,Patterson,Patterson,9,2,45,0,0,57,574,0.0,d,Hernia - 75% chance of playing,75.0,75.0
297,Roman,Dixon,Dixon,9,2,40,0,0,980,2051,0.2,a,,,
298,Reece,Welch,Welch,9,2,40,0,0,436,1412,0.2,a,,,
299,Iliman,Ndiaye,Ndiaye,9,3,65,0,0,22768,168972,9.9,a,,,
300,Dwight,McNeil,McNeil,9,3,59,-1,-1,962,9583,0.3,a,,,
301,Carlos,Alcaraz Durán,Alcaraz,9,3,55,0,0,745,2409,0.2,a,,,
302,Idrissa Gana,Gueye,Gana,9,3,55,0,0,409,1609,0.1,a,,,
303,James,Garner,Garner,9,3,50,0,0,405,1210,0.1,a,,,
304,Tim,Iroegbunam,Iroegbunam,9,3,50,0,0,99,368,0.0,a,,,
305,Harrison,Armstrong,Armstrong,9,3,45,0,0,582,2221,0.1,a,,100.0,75.0
306,Callum,Bates,Bates,9,3,45,0,0,742,1137,0.1,a,,,
307,Coby,Ebere,Ebere,9,3,45,0,0,299,504,0.0,a,,,
308,Isaac,Heath,Heath,9,3,45,0,0,256,517,0.0,a,,,
309,Jenson,Metcalfe,Metcalfe,9,3,45,0,0,0,45,0.0,u,Has joined Bradford City permanently.,0.0,0.0
310,Thierno,Barry,Barry,9,4,60,0,0,4111,13014,0.7,a,,,
311,Norberto Bercique,Gomes Betuncal,Beto,9,4,55,0,0,37492,98489,7.8,a,,,
312,Youssef,Ramalho Chermiti,Y.Chermiti,9,4,50,0,0,1094,2493,0.2,a,,,
313,Martin,Sherif,Sherif,9,4,45,0,0,1706,2870,0.2,a,,,
419,Jack,Grealish,Grealish,9,3,65,0,0,14253,49840,3.2,a,,,
630,Tom,King,King,9,1,40,0,0,2888,6720,1.5,a,,,
667,Adam,Aznou,Aznou,9,2,45,0,0,435,1732,0.1,a,,,
314,Bernd,Leno,Leno,10,1,50,0,0,3734,13264,1.6,a,,,
315,Steven,Benda,Benda,10,1,40,0,0,0,95,0.0,u,Has joined Millwall on loan for the rest of the season.,0.0,0.0
316,Antonee,Robinson,Robinson,10,2,50,0,0,405,29772,0.7,i,Knee injury - Unknown return date,0.0,0.0
317,Joachim,Andersen,Andersen,10,2,45,0,0,8494,13051,2.9,a,,,
318,Calvin,Bassey,Bassey,10,2,45,0,0,2751,5083,0.5,a,,,
319,Timothy,Castagne,Castagne,10,2,45,0,0,310,1443,0.1,a,,,
320,Issa,Diop,Diop,10,2,45,0,0,274,1019,0.1,a,,,
321,Jorge,Cuenca Barreno,J.Cuenca,10,2,45,0,0,169,417,0.0,a,,,
322,Kenny,Tete,Tete,10,2,45,0,0,1176,1665,0.2,a,,,
323,Samuel,Amissah,Amissah,10,2,40,0,0,516,1711,0.2,a,,,
324,Alex,Iwobi,Iwobi,10,3,65,0,0,2838,24790,1.3,a,,,
325,Emile,Smith Rowe,Smith Rowe,10,3,59,-1,-1,2366,20679,0.8,a,,,
326,Adama,Traoré Diarra,Adama,10,3,55,0,0,815,5331,0.3,a,,,
327,Andreas,Hoelgebaum Pereira,Andreas,10,3,54,-1,-1,916,7779,0.3,a,,,
328,Ryan,Sessegnon,Sessegnon,10,3,55,0,0,43,805,0.0,d,Muscle injury - 75% chance of playing,75.0,75.0
329,Harry,Wilson,Wilson,10,3,55,0,0,5783,14360,0.9,a,,,
330,Sander,Berge,Berge,10,3,50,0,0,210,725,0.1,a,,,
331,Tom,Cairney,Cairney,10,3,50,0,0,74,540,0.0,a,,,
332,Saša,Lukić,Lukić,10,3,50,0,0,184,678,0.1,a,,,
333,Martial,Godo,Godo,10,3,45,0,0,445,935,0.1,a,,,
334,Luke,Harris,Harris,10,3,45,0,0,0,114,0.0,u,Has joined Oxford United on loan for the rest of the season.,0.0,0.0
335,Josh,King,King,10,3,45,0,0,39070,17826,1.2,a,,,
336,Harrison,Reed,Reed,10,3,45,0,0,1122,3190,0.3,a,,,
337,Raúl,Jiménez Rodríguez,Raúl,10,4,65,0,0,6441,33176,1.9,a,,,
338,Rodrigo,Muniz Carvalho,Muniz,10,4,55,0,0,54803,23736,2.4,a,,,
664,Benjamin,Lecomte,Lecomte,10,1,40,0,0,2006,3703,0.8,a,,,
339,Illan,Meslier,Meslier,11,1,45,0,0,1668,9130,0.7,a,,,
340,Alex,Cairns,Cairns,11,1,40,0,0,709,1115,0.2,a,,,
341,Karl,Darlow,Darlow,11,1,40,0,0,6606,15777,3.0,a,,,
342,Jayden,Bogle,Bogle,11,2,45,0,0,898,1698,0.2,a,,100.0,75.0
343,Pascal,Struijk,Struijk,11,2,45,0,0,4195,3193,0.4,a,,,
344,Jaka,Bijol,Bijol,11,2,40,0,0,1675,1044,0.2,a,,100.0,0.0
345,Sebastiaan,Bornauw,Bornauw,11,2,40,0,0,89,875,0.1,a,,100.0,75.0
346,Sam,Byram,Byram,11,2,40,0,0,565,2267,0.2,a,,,
347,Gabriel,Gudmundsson,Gudmundsson,11,2,40,0,0,74607,22019,3.5,a,,,
348,Joe,Rodon,Rodon,11,2,40,0,0,17443,11895,2.3,a,,,
349,Isaac,Schmidt,Schmidt,11,2,40,0,0,389,1765,0.2,a,,,
350,Brenden,Aaronson,Aaronson,11,3,55,0,0,351,1235,0.1,a,,,
351,Wilfried,Gnonto,Gnonto,11,3,55,0,0,1796,5275,0.3,a,,,
352,Jack,Harrison,Harrison,11,3,55,0,0,232,2630,0.1,a,,,
353,Daniel,James,James,11,3,55,0,0,1457,6546,0.4,a,,,
354,Ethan,Ampadu,Ampadu,11,3,50,0,0,580,1522,0.1,i,Knee injury - Expected back 13 Sep,0.0,
355,Sam,Greenwood,Greenwood,11,3,50,0,0,443,1867,0.1,a,,,
356,Ilia,Gruev,Gruev,11,3,50,0,0,114,627,0.0,a,,,
357,Largie,Ramazani,Ramazani,11,3,50,0,0,77,808,0.0,a,,,
358,Tanaka,Ao,Tanaka,11,3,50,0,0,2598,2891,0.3,a,,,
359,Charlie,Crew,Crew,11,3,45,0,0,0,343,0.0,u,Has joined Doncaster Rovers on loan for the rest of the season.,0.0,0.0
360,Joe,Gelhardt,Gelhardt,11,3,45,0,0,0,989,0.0,u,Has joined Hull City on loan for the rest of the season.,0.0,0.0
361,Darko,Gyabi,Gyabi,11,3,45,0,0,664,1187,0.1,a,,,
362,Joël,Piroe,Piroe,11,4,55,0,0,8603,24615,1.8,a,,,
363,Patrick,Bamford,Bamford,11,4,50,0,0,9685,35155,1.8,a,,,
364,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,11,4,50,0,0,0,1086,0.0,u,Has joined RCD Mallorca on loan for the rest of the season.,0.0,0.0
365,Lukas,Nmecha,Nmecha,11,4,50,0,0,23235,8589,0.6,a,,,
493,Sean,Longstaff,Longstaff,11,3,50,0,0,401,2455,0.2,a,,,
660,Anton,Stach,Stach,11,3,50,0,0,14302,4372,0.4,a,,,
665,Lucas Estella,Perri,Perri,11,1,45,0,0,4708,2667,0.4,a,,,
691,Dominic,Calvert-Lewin,Calvert-Lewin,11,4,55,0,0,3277,708,0.1,a,,,
698,Noah,Okafor,Okafor,11,3,55,0,0,331,53,0.0,a,,,
366,Alisson,Becker,A.Becker,12,1,55,0,0,18552,103256,10.8,a,,,
367,Giorgi,Mamardashvili,Mamardashvili,12,1,45,0,0,1088,8608,0.4,a,,,
368,Ármin,Pécsi,Pécsi,12,1,40,0,0,269,690,0.1,a,,,
369,Freddie,Woodman,Woodman,12,1,40,0,0,308,786,0.1,a,,,
370,Jeremie,Frimpong,Frimpong,12,2,60,0,0,54403,892387,22.3,i,Hamstring injury - Expected back 14 Sep,0.0,
371,Milos,Kerkez,Kerkez,12,2,60,0,0,23644,99550,6.1,a,,,
372,Andrew,Robertson,Robertson,12,2,60,0,0,2313,20510,1.3,a,,,
373,Virgil,van Dijk,Virgil,12,2,60,0,0,113044,127864,24.0,a,,,
374,Ibrahima,Konaté,Konaté,12,2,55,0,0,16237,36367,2.9,a,,,
375,Conor,Bradley,Bradley,12,2,50,0,0,574,3685,0.1,d,Muscle injury - 50% chance of playing,50.0,50.0
376,Joe,Gomez,Gomez,12,2,50,0,0,1233,1084,0.1,a,,100.0,75.0
377,Konstantinos,Tsimikas,Tsimikas,12,2,50,0,0,433,2401,0.1,a,,,
378,Amara,Nallo,Nallo,12,2,40,0,0,173,1297,0.1,a,,,
379,Rhys,Williams,R.Williams,12,2,40,0,0,472,2121,0.2,a,,,
380,Calvin,Ramsay,Ramsay,12,2,40,0,0,529,2141,0.2,a,,,
381,Mohamed,Salah,M.Salah,12,3,145,0,0,136005,127666,53.6,a,,,
382,Florian,Wirtz,Wirtz,12,3,85,0,0,42455,506695,28.1,a,,,
383,Luis,Díaz Marulanda,Luis Díaz,12,3,80,0,0,0,4270,0.1,u,Has joined Bayern Munch permanently.,0.0,0.0
384,Cody,Gakpo,Gakpo,12,3,75,0,0,147536,72598,8.4,a,,,
385,Federico,Chiesa,Chiesa,12,3,65,0,0,8119,2319,0.3,a,,,
386,Alexis,Mac Allister,Mac Allister,12,3,65,0,0,19903,19179,2.0,a,,,
387,Dominik,Szoboszlai,Szoboszlai,12,3,65,0,0,7449,31679,1.9,a,,,
388,Curtis,Jones,C.Jones,12,3,55,0,0,421,2451,0.1,a,,,
389,Harvey,Elliott,Elliott,12,3,54,-1,-1,526,3602,0.1,a,,,
390,Ryan,Gravenberch,Gravenberch,12,3,55,0,0,4029,2272,0.2,a,,100.0,0.0
392,Endo,Wataru,Endo,12,3,50,0,0,1599,1526,0.1,a,,,
393,Stefan,Bajčetić Maquieira,Bajcetic,12,3,45,0,0,300,790,0.0,a,,,
394,James,McConnell,McConnell,12,3,45,0,0,132,472,0.0,a,,,
395,Tyler,Morton,Morton,12,3,45,0,0,0,145,0.0,u,Has joined Lyon permanently.,0.0,0.0
396,Trey,Nyoni,Nyoni,12,3,45,0,0,486,1563,0.1,a,,,
397,Darwin,Núñez Ribeiro,Darwin,12,4,65,0,0,0,10213,0.1,u,Has joined Al-Hilal permanently.,0.0,0.0
398,Jayden,Danns,Danns,12,4,45,0,0,864,2367,0.1,a,,,
661,Hugo,Ekitiké,Ekitiké,12,4,86,1,1,571431,81032,21.7,a,,,
686,Rio,Ngumoha,Ngumoha,12,3,45,0,0,6342,2107,0.1,a,,,
692,Giovanni,Leoni,Leoni,12,2,50,0,0,325,104,0.0,a,,,
182,James,Trafford,Trafford,13,1,50,0,0,51999,23671,2.6,a,,,
399,Ederson,Santana de Moraes,Ederson M.,13,1,54,-1,-1,6483,69788,2.6,a,,,
400,Stefan,Ortega Moreno,Ortega Moreno,13,1,50,0,0,391,3983,0.2,a,,,
401,Marcus,Bettinelli,Bettinelli,13,1,40,0,0,703,1525,0.2,a,,,
402,Rayan,Aït-Nouri,Aït-Nouri,13,2,60,0,0,315949,90940,23.1,a,,,
403,Joško,Gvardiol,Gvardiol,13,2,59,-1,-1,1269,432260,6.2,i,Knock - Unknown return date,0.0,0.0
404,Manuel,Akanji,Akanji,13,2,55,0,0,4276,17303,0.8,a,,,
405,Nathan,Aké,Aké,13,2,55,0,0,2719,11357,0.7,a,,,
406,Abdukodir,Khusanov,Khusanov,13,2,55,0,0,1776,6894,0.4,a,,,
407,Matheus,Nunes,Matheus N.,13,2,55,0,0,1706,8976,0.4,a,,,
408,Rúben,dos Santos Gato Alves Dias,Rúben,13,2,55,0,0,42713,23567,3.7,a,,,
409,John,Stones,Stones,13,2,55,0,0,11874,4985,0.9,a,,,
410,Rico,Lewis,Lewis,13,2,50,0,0,192582,26535,3.4,a,,,
411,Nico,O'Reilly,O’Reilly,13,2,50,0,0,1092,3247,0.2,a,,,
412,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,13,2,50,0,0,0,432,0.0,u,Has joined Girona on loan for the rest of the season.,0.0,0.0
413,Omar,Marmoush,Marmoush,13,3,84,-1,-1,23257,265238,8.9,a,,,
414,Phil,Foden,Foden,13,3,80,0,0,6374,27155,1.3,a,,100.0,100.0
415,Sávio,Moreira de Oliveira,Savinho,13,3,69,-1,-1,243,44036,0.7,i,Knock - Expected back 14 Sep,0.0,0.0
416,Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,13,3,65,0,0,6280,13997,0.8,a,,,
417,Rayan,Cherki,Cherki,13,3,65,0,0,102214,91518,8.5,a,,,
418,Jérémy,Doku,Doku,13,3,65,0,0,7343,22289,1.1,a,,,
420,İlkay,Gündoğan,Gündoğan,13,3,64,-1,-1,529,4779,0.2,a,,,
421,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,13,3,64,-1,-1,3025,14371,0.6,a,,100.0,100.0
422,Mateo,Kovačić,Kovačić,13,3,60,0,0,73,292,0.0,i,Achilles injury - Expected back 13 Sep,0.0,0.0
423,Nico,González Iglesias,N.Gonzalez,13,3,60,0,0,1636,1604,0.1,a,,,
424,Oscar,Bobb,Bobb,13,3,55,0,0,23181,5212,0.4,a,,,
425,Claudio,Echeverri,Echeverri,13,3,54,-1,-1,194,1035,0.0,u,Has joined Bayer Leverkusen on loan for the rest of the season.,0.0,
427,Tijjani,Reijnders,Reijnders,13,3,56,1,1,1077596,37255,31.2,a,,,
428,Sverre,Nypan,Nypan,13,3,50,0,0,73,914,0.0,u,Has joined Middlesbrough on loan for the rest of the season.,0.0,
429,Kalvin,Phillips,Phillips,13,3,50,0,0,313,1125,0.1,a,,,
430,Erling,Haaland,Haaland,13,4,140,0,0,398606,43122,29.8,a,,,
119,Bryan,Mbeumo,Mbeumo,14,3,80,0,0,146348,104144,14.2,a,,,
431,Altay,Bayındır,Bayindir,14,1,50,0,0,3382,4375,0.4,a,,,
432,André,Onana,Onana,14,1,50,0,0,2103,2856,0.3,a,,100.0,100.0
433,Elyh,Harrison,Harrison,14,1,40,0,0,0,78,0.0,u,On loan to Shrewsbury Town,0.0,0.0
434,Tom,Heaton,Heaton,14,1,40,0,0,1326,1792,0.3,a,,,
435,Dermot,Mee,Mee,14,1,40,0,0,373,673,0.1,a,,,
436,Matthijs,de Ligt,De Ligt,14,2,50,0,0,43438,15730,2.4,a,,,
437,Lisandro,Martínez,Martinez,14,2,50,0,0,121,6171,0.1,i,Knee injury - Unknown return date,0.0,0.0
438,Noussair,Mazraoui,Mazraoui,14,2,50,0,0,138,10414,0.2,i,Knock - Unknown return date,0.0,0.0
439,Diego,León Blanco,D.Leon,14,2,45,0,0,300,1169,0.1,a,,,
440,Diogo,Dalot Teixeira,Dalot,14,2,45,0,0,9613,16244,2.2,a,,,
441,Patrick,Dorgu,Dorgu,14,2,45,0,0,161825,31767,7.8,a,,,
442,Harry,Maguire,Maguire,14,2,45,0,0,3628,8173,0.7,a,,,
443,Luke,Shaw,Shaw,14,2,45,0,0,5213,1974,0.3,a,,,
444,Leny,Yoro,Yoro,14,2,45,0,0,33143,14223,1.9,a,,,
445,Harry,Amass,Amass,14,2,40,0,0,599,1873,0.2,a,,,
446,Tyler,Fredricson,Fredricson,14,2,40,0,0,201,1146,0.1,a,,,
447,Ayden,Heaven,Heaven,14,2,40,0,0,4878,13146,1.5,a,,,
448,Tyrell,Malacia,Malacia,14,2,40,0,0,1320,3192,0.3,a,,,
449,Bruno,Borges Fernandes,B.Fernandes,14,3,90,0,0,72441,161191,21.1,a,,,
450,Matheus,Santos Carneiro da Cunha,Cunha,14,3,80,0,0,146646,63024,9.1,a,,,
451,Marcus,Rashford,Rashford,14,3,70,0,0,0,846,0.0,u,Has joined Barcelona on loan for the rest of the season,0.0,0.0
452,Amad,Diallo,Amad,14,3,65,0,0,11637,46368,2.7,a,,,
453,Alejandro,Garnacho Ferreyra,Garnacho,14,3,65,0,0,737,3920,0.2,a,,,
454,Antony,dos Santos,Antony,14,3,60,0,0,572,2473,0.1,a,,,
455,Mason,Mount,Mount,14,3,60,0,0,4412,4382,0.3,a,,,
456,Jadon,Sancho,Sancho,14,3,60,0,0,515,2542,0.1,a,,,
457,Carlos Henrique,Casimiro,Casemiro,14,3,55,0,0,1959,2982,0.2,a,,,
458,Kobbie,Mainoo,Mainoo,14,3,50,0,0,3724,13339,0.7,a,,,
459,Manuel,Ugarte Ribeiro,Ugarte,14,3,50,0,0,1366,3201,0.2,a,,,
460,Toby,Collyer,Collyer,14,3,45,0,0,423,2318,0.1,u,Has joined West Bromwich Albion on loan for the rest of the season.,0.0,
461,Jayce,Fitzgerald,Fitzgerald,14,3,45,0,0,153,434,0.0,a,,,
462,Jack,Fletcher,J.Fletcher,14,3,45,0,0,178,471,0.0,a,,,
463,Sékou,Koné,Kone,14,3,45,0,0,592,1097,0.1,a,,,
464,Jack,Moorhouse,Moorhouse,14,3,45,0,0,141,370,0.0,a,,100.0,100.0
465,Rasmus,Højlund,Højlund,14,4,64,-1,-1,2252,14492,0.6,a,,,
466,Joshua,Zirkzee,Zirkzee,14,4,60,0,0,3971,7818,0.4,a,,100.0,100.0
467,Chido,Obi,Obi,14,4,45,0,0,7514,24342,2.1,a,,,
468,Ethan,Wheatley,Wheatley,14,4,45,0,0,715,1854,0.1,a,,100.0,100.0
681,Benjamin,Sesko,Šeško,14,4,75,0,0,102645,93983,8.9,a,,,
52,Jacob,Ramsey,J.Ramsey,15,3,55,0,0,3477,12633,0.6,a,,,
469,Nick,Pope,Pope,15,1,50,0,0,39548,23599,4.1,a,,,
471,Mark,Gillespie,Gillespie,15,1,40,0,0,570,911,0.2,a,,,
472,Odysseas,Vlachodimos,Odysseas,15,1,40,0,0,0,700,0.0,u,Has joined Sevilla on loan for the rest of the season.,0.0,0.0
473,Lewis,Hall,Hall,15,2,55,0,0,5136,36324,1.7,a,,,
474,Fabian,Schär,Schär,15,2,55,0,0,26638,15386,2.9,a,,,
475,Sven,Botman,Botman,15,2,50,0,0,1855,8925,0.4,a,,,
476,Dan,Burn,Burn,15,2,50,0,0,49769,23357,4.1,a,,,
477,Tino,Livramento,Livramento,15,2,50,0,0,57632,23088,4.1,a,,,
478,Kieran,Trippier,Trippier,15,2,50,0,0,20209,12489,2.2,a,,,
479,Emil,Krafth,Krafth,15,2,45,0,0,153,695,0.0,a,,,
480,Jamaal,Lascelles,Lascelles,15,2,45,0,0,205,1142,0.1,a,,,
481,Alex,Murphy,A.Murphy,15,2,40,0,0,4102,8592,0.8,a,,,
482,Harrison,Ashby,Ashby,15,2,40,0,0,279,1334,0.1,a,,,
483,Miodrag,Pivaš,Pivas,15,2,40,0,0,210,1259,0.1,a,,,
484,Matt,Targett,Targett,15,2,40,0,0,1798,4834,0.5,a,,,
485,Anthony,Gordon,Gordon,15,3,75,0,0,31713,26618,2.0,a,,100.0,100.0
486,Anthony,Elanga,Elanga,15,3,70,0,0,20116,116417,7.2,a,,,
487,Harvey,Barnes,Barnes,15,3,65,0,0,3822,9402,0.5,a,,,
488,Bruno,Guimarães Rodriguez Moura,Bruno G.,15,3,65,0,0,4134,22625,1.6,a,,,
489,Jacob,Murphy,J.Murphy,15,3,64,-1,-1,1346,53923,1.8,a,,,
490,Joelinton Cássio,Apolinário de Lira,Joelinton,15,3,60,0,0,2793,8359,0.4,a,,,
491,Sandro,Tonali,Tonali,15,3,55,0,0,7163,25877,1.8,a,,,
492,Antoñito,Cordero Campillo,Antoñito C.,15,3,50,0,0,127,635,0.0,a,,100.0,100.0
494,Joe,Willock,Willock,15,3,50,0,0,30,1151,0.0,i,Calf injury - Expected back 13 Sep,0.0,0.0
495,Isaac,Hayden,Hayden,15,3,45,0,0,0,593,0.0,u,Has departed the club as a free agent.,0.0,0.0
496,Garang,Kuol,Kuol,15,3,45,0,0,350,879,0.1,a,,,
497,Lewis,Miley,L.Miley,15,3,45,0,0,14383,25254,2.5,a,,,
498,Joe,White,White,15,3,45,0,0,0,439,0.0,u,Has joined Leyton Orient on loan for the rest of the season.,0.0,0.0
499,Alexander,Isak,Isak,15,4,104,-1,-1,5267,346657,5.0,n,Won’t be considered for selection on 16/8. - Unknown return date,0.0,0.0
500,William,Osula,Osula,15,4,55,0,0,1956,4204,0.2,a,,,
501,Sean,Neave,Neave,15,4,45,0,0,1761,3371,0.2,a,,,
674,Aaron,Ramsdale,Ramsdale,15,1,50,0,0,1737,13869,0.8,a,,,
684,Malick,Thiaw,Thiaw,15,2,50,0,0,1261,2865,0.2,a,,,
689,Seung-Soo,Park,Seung soo,15,3,45,0,0,6867,2055,0.2,a,,,
426,James,McAtee,McAtee,16,3,55,0,0,2583,3286,0.2,a,,,
502,Matz,Sels,Sels,16,1,50,0,0,46679,109114,19.2,a,,,
503,Carlos Miguel,dos Santos Pereira,C.Miguel,16,1,40,0,0,448,2163,0.2,u,Has joined Palmeiras permanently.,0.0,
504,Matt,Turner,Turner,16,1,40,0,0,0,4365,0.2,u,Has joined Lyon permanently.,0.0,0.0
505,Nikola,Milenković,Milenković,16,2,55,0,0,31315,60863,9.5,a,,,
506,Murillo,Costa dos Santos,Murillo,16,2,55,0,0,20191,38571,6.6,a,,,
507,Ola,Aina,Aina,16,2,50,0,0,84544,70322,14.5,a,,,
508,Neco,Williams,N.Williams,16,2,50,0,0,31386,58758,9.8,a,,,
509,David,Mota Veiga Teixeira do Carmo,David Carmo,16,2,45,0,0,182,595,0.0,a,,,
510,Jair,Paula da Cunha Filho,Jair Cunha,16,2,45,0,0,294,1051,0.1,a,,,
511,Felipe,Rodrigues da Silva,Morato,16,2,45,0,0,248,1187,0.1,a,,,
512,Omar,Richards,O.Richards,16,2,45,0,0,169,586,0.0,a,,,
513,Zach,Abbott,Abbott,16,2,40,0,0,759,1842,0.2,a,,,
514,Willy,Boly,Boly,16,2,40,0,0,1908,4320,0.5,a,,,
515,Morgan,Gibbs-White,Gibbs-White,16,3,75,0,0,30264,44601,5.1,a,,,
516,Callum,Hudson-Odoi,Hudson-Odoi,16,3,60,0,0,6561,17326,1.1,a,,,
517,Elliot,Anderson,Anderson,16,3,55,0,0,54003,59510,6.4,a,,,
518,João Pedro,Ferreira da Silva,Jota,16,3,55,0,0,317,1288,0.1,a,,,
519,Nicolás,Domínguez,Dominguez,16,3,50,0,0,18,35,0.0,i,Knee injury - Expected back 04 Oct,0.0,0.0
520,Lewis,O'Brien,O'Brien,16,3,50,0,0,0,54,0.0,u,Has joined Wrexham permanently.,0.0,0.0
521,Ibrahim,Sangaré,Sangaré,16,3,50,0,0,488,731,0.1,a,,,
522,Ryan,Yates,Yates,16,3,50,0,0,351,1757,0.1,a,,,
523,Eric,da Silva Moreira,Da Silva Moreira,16,3,45,0,0,998,2209,0.2,a,,,
524,Marko,Stamenić,Stamenic,16,3,45,0,0,245,1194,0.1,u,Has joined Swansea City permanently.,0.0,
525,Chris,Wood,Wood,16,4,76,1,1,588813,80289,19.5,a,,,
526,Igor Jesus,Maciel da Cruz,Igor Jesus,16,4,60,0,0,3312,16367,0.7,a,,,
527,Taiwo,Awoniyi,Awoniyi,16,4,55,0,0,4099,14291,0.7,a,,,
669,Dan,Ndoye,Ndoye,16,3,60,0,0,38030,11331,0.8,a,,,
675,Angus,Gunn,Gunn,16,1,40,0,0,7643,7590,1.9,a,,,
693,Omari,Hutchinson,Hutchinson,16,3,55,0,0,593,152,0.0,a,,,
696,Arnaud,Kalimuendo,Kalimuendo,16,4,60,0,0,662,135,0.0,a,,,
252,Marc,Guiu Paz,Marc Guiu,17,4,45,0,0,101494,119359,19.5,a,,100.0,100.0
528,Anthony,Patterson,Patterson,17,1,45,0,0,2253,5576,0.3,a,,,
529,Simon,Moore,Moore,17,1,40,0,0,1885,2775,0.5,a,,,
530,Blondy,Nna Noukeu,Nna Noukeu,17,1,40,0,0,325,838,0.2,a,,,
531,Daniel,Ballard,Ballard,17,2,46,1,1,438964,27465,5.9,a,,,
532,Trai,Hume,Hume,17,2,45,0,0,9254,2398,0.3,a,,,
533,Aji,Alese,Alese,17,2,40,0,0,55,94,0.0,i,Shoulder injury - Expected back 13 Sep,0.0,0.0
534,Joe,Anderson,Anderson,17,2,40,0,0,2203,5034,0.5,a,,,
535,Dennis,Cirkin,Cirkin,17,2,40,0,0,65,423,0.0,i,Wrist Injury - Expected back 13 Sep,0.0,0.0
536,Leo Fuhr,Hjelde,Hjelde,17,2,40,0,0,55,94,0.0,i,Achilles injury - Expected back 13 Sep,0.0,0.0
537,Niall,Huggins,Huggins,17,2,40,0,0,618,2011,0.2,a,,,
538,Zak,Johnson,Johnson,17,2,40,0,0,730,2202,0.2,a,,,
539,Luke,O'Nien,O'Nien,17,2,40,0,0,152,313,0.0,i,Shoulder injury - Expected back 13 Sep,0.0,0.0
540,Timothée,Pembélé,Pembele,17,2,40,0,0,677,1919,0.2,a,,,
541,Reinildo,Mandava,Reinildo,17,2,40,0,0,156148,37525,8.3,a,,,
542,Jenson,Seelt,Seelt,17,2,40,0,0,1395,3598,0.3,a,,100.0,
543,Simon,Adingra,Adingra,17,3,55,0,0,43598,17602,1.9,a,,,
544,Habib,Diarra,Diarra,17,3,55,0,0,2289,1503,0.1,a,,,
545,Patrick,Roberts,Roberts,17,3,54,-1,-1,133,934,0.0,a,,,
546,Milan,Aleksić,Aleksić,17,3,50,0,0,140,628,0.0,a,,,
547,Enzo,Le Fée,E.Le Fée,17,3,50,0,0,565,6048,0.3,a,,,
548,Romaine,Mundle,Mundle,17,3,50,0,0,26,289,0.0,i,Hamstring injury - Expected back 18 Oct,0.0,0.0
549,Dan,Neil,Neil,17,3,50,0,0,77,575,0.0,a,,,
550,Ian,Poveda-Ocampo,Poveda,17,3,50,0,0,36,421,0.0,a,,,
551,Chris,Rigg,Rigg,17,3,50,0,0,145,905,0.1,a,,,
552,Noah,Sadiki,Sadiki,17,3,50,0,0,806,507,0.1,a,,,
553,Chemsdine,Talbi,Talbi,17,3,50,0,0,20979,5457,0.4,a,,,
554,Abdoullah,Ba,Ba,17,3,45,0,0,1472,3376,0.3,a,,,
