id,first_name,second_name,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,news,chance_of_playing_next_round,chance_of_playing_this_round
555,Alan,Browne,Browne,17,3,45,0,0,746,1326,0.1,a,,,
556,Pierre,Ekwah Elimby,Ekwah,17,3,45,0,0,0,636,0.0,u,Has joined AS Saint-Etienne permanently.,0.0,0.0
557,Harrison,Jones,H.Jones,17,3,45,0,0,450,872,0.1,a,,,
558,Jay,Matete,Matete,17,3,45,0,0,1914,3528,0.3,a,,,
559,Nectarios,Triantis,Triantis,17,3,45,0,0,301,871,0.1,a,,,
560,Wilson,Isidor,Isidor,17,4,55,0,0,11857,4082,0.4,a,,,
561,Eliezer,Mayenda Dossou,Mayenda,17,4,55,0,0,142457,23295,1.9,a,,,
562,Ahmed,Abdullahi,Abdullahi,17,4,45,0,0,3089,6677,0.6,a,,,
563,Luís Hemir,Silva Semedo,Luís Hemir,17,4,45,0,0,1053,2287,0.2,a,,,
564,Nazarii,Rusyn,Rusyn,17,4,45,0,0,1390,2732,0.2,a,,,
668,Granit,Xhaka,Xhaka,17,3,50,0,0,29592,25807,2.9,a,,,
670,Robin,Roefs,Roefs,17,1,45,0,0,59180,10581,1.0,a,,,
678,Arthur,Masuaku,Masuaku,17,2,40,0,0,8048,5619,0.8,a,,100.0,100.0
683,Omar,Alderete,Alderete,17,2,40,0,0,31472,10372,1.3,a,,,
694,Nordi,Mukiele,Mukiele,17,2,40,0,0,11435,1962,0.3,a,,,
565,Guglielmo,Vicario,Vicario,18,1,50,0,0,32616,45065,4.3,a,,,
566,Brandon,Austin,Austin,18,1,40,0,0,672,1707,0.3,a,,,
567,Antonín,Kinský,Kinsky,18,1,40,0,0,3011,11408,2.0,a,,,
568,Pedro,Porro Sauceda,Pedro Porro,18,2,55,0,0,110697,128020,21.9,a,,,
569,Cristian,Romero,Romero,18,2,50,0,0,29266,35434,3.6,a,,,
570,Kevin,Danso,Danso,18,2,45,0,0,785,4533,0.2,a,,,
571,Ben,Davies,Davies,18,2,45,0,0,337,1450,0.1,a,,,
572,Radu,Drăgușin,Dragusin,18,2,45,0,0,53,111,0.0,i,Knee injury - Unknown return date,0.0,0.0
573,Djed,Spence,Spence,18,2,45,0,0,16291,12060,1.3,a,,,
574,Destiny,Udogie,Udogie,18,2,45,0,0,316,28504,0.6,i,Knee injury - Unknown return date,0.0,0.0
575,Micky,van de Ven,Van de Ven,18,2,45,0,0,147682,111695,27.0,a,,,
576,Ashley,Phillips,Phillips,18,2,40,0,0,0,670,0.0,u,Has joined Stoke City on loan for the rest of the season.,0.0,0.0
577,Takai,Kōta,Takai,18,2,40,0,0,103,2145,0.1,d,Foot injury - 25% chance of playing,25.0,25.0
578,Luka,Vušković,Vuskovic,18,2,40,0,0,3120,11113,1.0,a,,,
579,Son,Heung-min,Son,18,3,85,0,0,0,16055,0.2,u,Has joined Los Angeles FC permanently.,0.0,0.0
580,Brennan,Johnson,Johnson,18,3,70,0,0,19179,33404,2.9,a,,,
581,James,Maddison,Maddison,18,3,70,0,0,127,11265,0.2,i,Anterior cruciate ligament - Unknown return date,0.0,0.0
582,Mohammed,Kudus,Kudus,18,3,65,0,0,341948,112513,27.7,a,,,
583,Dejan,Kulusevski,Kulusevski,18,3,65,0,0,91,449,0.0,i,Knee injury - Unknown return date,0.0,0.0
584,Mathys,Tel,Tel,18,3,64,-1,-1,555,3266,0.1,a,,,
585,Rodrigo,Bentancur,Bentancur,18,3,55,0,0,763,3465,0.2,a,,,
586,Lucas,Bergvall,Bergvall,18,3,55,0,0,956,2060,0.2,a,,,
587,Yves,Bissouma,Bissouma,18,3,54,-1,-1,600,3366,0.1,a,,,
588,Wilson,Odobert,Odobert,18,3,55,0,0,116,813,0.0,a,,,
589,Manor,Solomon,Solomon,18,3,55,0,0,28,517,0.0,d,Calf injury - 25% chance of playing,25.0,25.0
590,Bryan,Gil Salvatierra,Bryan,18,3,50,0,0,121,820,0.0,a,,,
591,Archie,Gray,Gray,18,3,50,0,0,952,1922,0.1,a,,,
592,Mikey,Moore,Moore,18,3,50,0,0,0,324,0.0,u,Has joined Rangers on loan for the rest of the season.,0.0,0.0
593,Pape Matar,Sarr,P.M.Sarr,18,3,50,0,0,37811,34369,2.8,a,,,
594,Yang,Min-hyeok,Min-hyeok,18,3,45,0,0,0,1081,0.0,u,Has joined Portsmouth on loan for the rest of the season.,0.0,0.0
595,Callum,Olusesi,Olusesi,18,3,45,0,0,992,2754,0.2,a,,,
596,Dominic,Solanke-Mitchell,Solanke,18,4,74,-1,-1,9473,113013,3.7,a,,100.0,100.0
597,Richarlison,de Andrade,Richarlison,18,4,66,1,1,309813,53781,6.2,a,,,
598,Will,Lankshear,Lankshear,18,4,45,0,0,0,1849,0.1,u,Has joined Oxford United on loan for the rest of the season.,0.0,0.0
599,Dane,Scarlett,Scarlett,18,4,45,0,0,5741,10993,0.8,a,,,
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,18,3,55,0,0,1166,8710,0.3,a,,,
600,Alphonse,Areola,Areola,19,1,45,0,0,5612,66950,4.0,a,,,
601,Wes,Foderingham,Foderingham,19,1,40,0,0,1757,3164,0.6,a,,,
602,Krisztián,Hegyi,Hegyi,19,1,40,0,0,409,1248,0.3,a,,,
603,El Hadji Malick,Diouf,Diouf,19,2,45,0,0,9416,73572,6.6,a,,,
604,Emerson,Palmieri dos Santos,Emerson,19,2,45,0,0,343,3758,0.2,a,,,
605,Maximilian,Kilman,Kilman,19,2,45,0,0,338,5692,0.3,a,,,
606,Konstantinos,Mavropanos,Mavropanos,19,2,45,0,0,101,829,0.1,a,,,
607,Nayef,Aguerd,N.Aguerd,19,2,45,0,0,459,1706,0.1,a,,,
608,Ollie,Scarles,Scarles,19,2,45,0,0,54,486,0.0,a,,,
609,Jean-Clair,Todibo,Todibo,19,2,45,0,0,480,2053,0.1,a,,,
610,Aaron,Wan-Bissaka,Wan-Bissaka,19,2,45,0,0,24447,249758,21.8,a,,,
611,Kaelan,Casey,Casey,19,2,40,0,0,0,3495,0.2,u,Has joined Swansea City on loan for the rest of the season.,0.0,0.0
612,Lucas,Tolentino Coelho de Lima,L.Paquetá,19,3,59,-1,-1,3308,27313,0.9,a,,,
613,Tomáš,Souček,Souček,19,3,59,-1,-1,589,21180,0.7,a,,,
614,James,Ward-Prowse,Ward-Prowse,19,3,60,0,0,1264,7936,0.3,a,,,
615,Crysencio,Summerville,Summerville,19,3,55,0,0,54,251,0.0,i,Hamstring injury - Unknown return date,0.0,0.0
616,Edson,Álvarez Velázquez,Álvarez,19,3,50,0,0,483,3241,0.2,a,,,
617,Maxwel,Cornet,Cornet,19,3,50,0,0,53,596,0.0,a,,,
618,Guido,Rodríguez,G.Rodriguez,19,3,50,0,0,206,663,0.1,a,,,
619,Luis Guilherme,Lira dos Santos,L.Guilherme,19,3,50,0,0,32,585,0.0,i,Shoulder injury - Unknown return date,0.0,
620,George,Earthy,Earthy,19,3,45,0,0,88,1910,0.1,i,Ankle injury - Unknown return date,0.0,0.0
621,Andy,Irving,Irving,19,3,45,0,0,2942,3260,0.3,a,,,
622,Lewis,Orford,Orford,19,3,45,0,0,527,1883,0.1,a,,,
623,Freddie,Potts,Potts,19,3,45,0,0,2263,8091,0.7,a,,,
624,Jarrod,Bowen,Bowen,19,4,79,-1,-1,17237,364965,13.0,a,,,
625,Niclas,Füllkrug,Füllkrug,19,4,60,0,0,10145,63728,3.1,a,,,
626,Callum,Marshall,Marshall,19,4,45,0,0,6425,10155,0.7,a,,,
659,Kyle,Walker-Peters,Walker-Peters,19,2,45,0,0,850,5438,0.4,a,,,
671,Callum,Wilson,Wilson,19,4,60,0,0,1836,8617,0.5,a,,,
679,Mads,Hermansen,Hermansen,19,1,45,0,0,2184,3142,0.3,a,,,
627,Sam,Johnstone,Johnstone,20,1,45,0,0,460,1072,0.1,a,,,
628,José,Malheiro de Sá,José Sá,20,1,45,0,0,5996,12637,1.9,a,,,
629,Daniel,Bentley,Bentley,20,1,40,0,0,1856,3119,0.8,a,,,
631,Emmanuel,Agbadou,Agbadou,20,2,45,0,0,2449,2277,0.4,a,,,
632,Matt,Doherty,Doherty,20,2,45,0,0,888,1803,0.2,a,,,
633,Hugo,Bueno López,H.Bueno,20,2,45,0,0,656,683,0.1,a,,,
634,Yerson,Mosquera Valdelamar,Mosquera,20,2,45,0,0,182,710,0.1,a,,,
635,Rodrigo,Martins Gomes,R.Gomes,20,2,45,0,0,559,674,0.1,a,,,
636,Santiago,Ignacio Bueno,S.Bueno,20,2,45,0,0,90,586,0.1,a,,,
637,Toti,Gomes,Toti,20,2,45,0,0,764,1626,0.2,a,,,
638,Ki-Jana,Hoever,Hoever,20,2,40,0,0,15526,14377,2.3,a,,,
639,Bastien,Meupiyou Menadjou,Meupiyou,20,2,40,0,0,0,209,0.0,u,On loan to FC Alverca,0.0,0.0
640,Pedro,Cardoso de Lima,Pedro Lima,20,2,40,0,0,4363,8244,1.1,a,,,
641,Alfie,Pond,Pond,20,2,40,0,0,5565,10989,1.5,a,,,
642,Hwang,Hee-chan,Hee Chan,20,3,60,0,0,822,2845,0.2,a,,,
643,André,Trindade da Costa Neto,André,20,3,55,0,0,1511,955,0.1,a,,,
644,Jean-Ricner,Bellegarde,Bellegarde,20,3,55,0,0,988,1100,0.1,a,,,
645,Fer,López González,Fer López,20,3,55,0,0,121,695,0.0,a,,,
646,João Victor,Gomes da Silva,Gomes,20,3,55,0,0,656,1317,0.1,a,,,
647,Gonçalo Manuel,Ganchinho Guedes,Guedes,20,3,55,0,0,0,414,0.0,u,Has joined Real Sociedad permanently.,0.0,0.0
648,Marshall,Munetsi,Munetsi,20,3,55,0,0,1614,775,0.1,a,,,
649,Boubacar,Traoré,B.Traore,20,3,50,0,0,0,73,0.0,u,Has joined FC Metz on loan for the rest of the season.,0.0,0.0
650,Tawanda,Chirewa,Chirewa,20,3,45,0,0,1216,3901,0.3,a,,,
651,Tom,Edozie,Edozie,20,3,45,0,0,1512,4607,0.4,a,,,
652,Enso,González Medina,Gonzalez,20,3,45,0,0,6229,17809,1.5,a,,,
653,Joe,Hodge,Hodge,20,3,45,0,0,0,1593,0.1,u,Signed by CD Tondela,0.0,0.0
654,Jørgen,Strand Larsen,Strand Larsen,20,4,65,0,0,38876,46798,4.6,a,,,
655,Fábio,Soares Silva,Fábio Silva,20,4,50,0,0,3494,8698,0.6,a,,,
656,Saša,Kalajdžić,Kalajdžić,20,4,50,0,0,439,1592,0.1,a,,,
657,Leon,Chiwome,Chiwome,20,4,45,0,0,955,953,0.0,i,Knee injury - Unknown return date,0.0,0.0
658,Nathan,Fraser,Fraser,20,4,45,0,0,24645,27918,2.5,a,,,
663,Jhon,Arias,J.Arias,20,3,55,0,0,1549,12210,0.6,a,,,
682,David,Møller Wolfe,Møller Wolfe,20,2,45,0,0,795,557,0.1,a,,,
695,Jackson,Tchatchoua,Tchatchoua,20,2,45,0,0,191,36,0.0,a,,,
