id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
1,Raya,1,1,59,33.6,175.0,110.0,up,a,0,stable,0.0,0.0,48h+
2,Arrizabalaga,1,1,41,0.4,-22.0,-103.0,down,a,0,stable,0.0,0.0,48h+
3,Hein,1,1,40,0.2,-5.0,-66.0,down,u,1,stable,0.0,0.0,48h+
4,Setford,1,1,39,0.2,-33.0,-222.0,down,a,0,stable,0.0,0.0,48h+
5,Gabriel,1,2,68,34.0,23301.0,179162.0,up,a,0,stable,0.0,0.0,48h+
6,Saliba,1,2,60,12.0,1469.0,13211.0,up,a,0,stable,0.0,0.0,48h+
7,Calafiori,1,2,56,6.4,-2304.0,-16670.0,down,i,1,stable,0.0,0.0,48h+
8,J.Timber,1,2,63,27.9,5114.0,33160.0,up,a,0,stable,0.0,0.0,48h+
9,Kiwior,1,2,54,0.0,0.0,-2.0,flat,u,1,stable,0.0,0.0,48h+
10,Lewis-Skelly,1,2,51,1.5,-104.0,-879.0,down,a,0,stable,0.0,0.0,48h+
11,White,1,2,51,0.6,218.0,1262.0,up,a,0,stable,0.0,0.0,48h+
13,Clarke,1,2,38,0.5,-38.0,-276.0,down,a,0,stable,0.0,0.0,48h+
14,Kacurri,1,2,39,0.1,0.0,-21.0,flat,u,1,stable,0.0,0.0,48h+
15,Nichols,1,2,38,0.2,-11.0,-76.0,down,a,0,stable,0.0,0.0,48h+
16,Saka,1,3,102,19.6,-4914.0,-36052.0,down,a,0,stable,0.0,0.0,48h+
17,Ødegaard,1,3,78,2.5,-13.0,-313.0,down,a,0,stable,0.0,0.0,48h+
18,Madueke,1,3,68,0.7,-86.0,-532.0,down,a,0,stable,0.0,0.0,48h+
19,Martinelli,1,3,68,0.9,25.0,425.0,up,a,0,stable,0.0,0.0,48h+
20,Trossard,1,3,69,1.7,-1020.0,-6290.0,down,a,0,stable,0.0,0.0,48h+
21,Rice,1,3,73,28.8,20399.0,151110.0,up,a,0,stable,0.0,0.0,48h+
22,Merino,1,3,56,1.6,-1491.0,-10202.0,down,a,0,stable,0.0,0.0,48h+
23,Fábio Vieira,1,3,54,0.0,0.0,-1.0,flat,u,1,stable,0.0,0.0,48h+
24,Nørgaard,1,3,51,0.1,-3.0,-12.0,down,a,0,stable,0.0,0.0,48h+
25,Nwaneri,1,3,50,0.1,-3.0,-16.0,down,a,0,stable,0.0,0.0,48h+
26,Zubimendi,1,3,52,2.2,139.0,1360.0,up,a,0,stable,0.0,0.0,48h+
28,Kabia,1,3,45,0.1,-1.0,-12.0,down,u,1,stable,0.0,0.0,48h+
29,Sambi,1,3,45,0.1,0.0,-4.0,flat,u,1,stable,0.0,0.0,48h+
30,Havertz,1,4,73,0.3,26.0,197.0,up,a,0,stable,0.0,0.0,48h+
31,G.Jesus,1,4,64,0.2,-83.0,-575.0,down,a,0,stable,0.0,0.0,48h+
266,Eze,1,3,73,8.9,-3380.0,-23440.0,down,a,0,stable,0.0,0.0,48h+
662,Mosquera,1,2,53,0.1,-1.0,-37.0,down,i,1,stable,0.0,0.0,48h+
666,Gyökeres,1,4,87,9.4,-133.0,-810.0,down,a,0,stable,0.0,0.0,48h+
700,Dowman,1,3,42,0.3,104.0,653.0,up,i,1,stable,0.0,0.0,48h+
711,Harriman-Annous,1,3,45,0.0,-3.0,-13.0,down,a,0,stable,0.0,0.0,48h+
725,Hincapie,1,2,52,1.1,-3418.0,-25488.0,down,d,1,-0.1,0.0,1.0,6–12h
759,Salmon,1,2,40,0.0,-1.0,-7.0,down,a,0,stable,0.0,0.0,48h+
32,Martinez,2,1,50,3.3,-1763.0,-11736.0,down,d,1,stable,0.0,0.0,48h+
33,M.Bizot,2,1,42,0.4,12.0,81.0,up,a,0,stable,0.0,0.0,48h+
34,Gauci,2,1,40,0.1,-4.0,-25.0,down,u,1,stable,0.0,0.0,48h+
35,Marschall,2,1,40,0.0,-1.0,-3.0,down,u,1,stable,0.0,0.0,48h+
36,Cash,2,2,48,11.1,4281.0,30127.0,up,a,0,stable,0.0,0.0,48h+
37,Digne,2,2,45,1.6,205.0,1117.0,up,a,0,stable,0.0,0.0,48h+
38,Konsa,2,2,44,7.5,154.0,2326.0,up,a,0,stable,0.0,0.0,48h+
39,Maatsen,2,2,42,0.5,-22.0,-102.0,down,a,0,stable,0.0,0.0,48h+
40,Mings,2,2,43,0.5,12.0,106.0,up,a,1,stable,0.0,0.0,48h+
41,Pau,2,2,43,0.3,-2.0,32.0,down,a,1,stable,0.0,0.0,48h+
42,A.García,2,2,39,0.2,-12.0,-35.0,down,a,0,stable,0.0,0.0,48h+
43,Alex Moreno,2,2,40,1.7,-86.0,-557.0,down,u,1,stable,0.0,0.0,48h+
44,Bogarde,2,2,40,0.5,-9.0,-117.0,down,a,0,stable,0.0,0.0,48h+
45,Sousa,2,2,39,0.3,-3.0,-44.0,down,a,0,stable,0.0,0.0,48h+
46,Yasin,2,2,40,0.1,-1.0,-19.0,down,u,1,stable,0.0,0.0,48h+
47,Rogers,2,3,77,32.3,5268.0,43381.0,up,a,0,stable,0.0,0.0,48h+
48,Tielemans,2,3,59,1.1,-100.0,-342.0,down,a,0,stable,0.0,0.0,48h+
49,Bailey,2,3,55,0.1,0.0,-3.0,flat,u,1,stable,0.0,0.0,48h+
50,Buendía,2,3,53,0.3,-111.0,-612.0,down,a,0,stable,0.0,0.0,48h+
51,Iling Jr,2,3,55,0.0,0.0,-1.0,flat,u,1,stable,0.0,0.0,48h+
53,Malen,2,3,51,0.6,-599.0,-4763.0,down,u,0,stable,0.0,0.0,48h+
54,McGinn,2,3,54,1.2,248.0,2420.0,up,a,0,stable,0.0,0.0,48h+
55,Barkley,2,3,48,0.0,-2.0,-11.0,down,i,1,stable,0.0,0.0,48h+
56,Barrenechea,2,3,50,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
57,Dobbin,2,3,50,0.0,0.0,-1.0,flat,u,1,stable,0.0,0.0,48h+
58,Kamara,2,3,49,0.4,-627.0,-3933.0,down,i,1,stable,0.0,0.0,48h+
59,Onana,2,3,48,0.6,-242.0,-1618.0,down,i,1,stable,0.0,0.0,48h+
60,Broggio,2,3,44,0.3,-8.0,-68.0,down,a,0,stable,0.0,0.0,48h+
61,Dendoncker,2,3,45,0.1,-3.0,-24.0,down,u,1,stable,0.0,0.0,48h+
62,Jimoh-Aloba,2,3,45,0.1,-1.0,47.0,down,a,0,stable,0.0,0.0,48h+
63,Young,2,3,43,0.6,0.0,-76.0,flat,a,0,stable,0.0,0.0,48h+
64,Watkins,2,4,88,13.8,-1060.0,-2758.0,down,a,0,stable,0.0,0.0,48h+
65,Redmond,2,4,45,0.3,-8.0,-41.0,down,u,1,stable,0.0,0.0,48h+
389,Elliott,2,3,51,0.2,4.0,-10.0,up,a,0,stable,0.0,0.0,48h+
456,Sancho,2,3,58,0.2,3.0,41.0,up,a,0,stable,0.0,0.0,48h+
677,Guessand,2,3,62,0.0,8.0,42.0,up,a,1,stable,0.0,0.0,48h+
688,Wright,2,1,39,0.6,-26.0,-152.0,down,a,0,stable,0.0,0.0,48h+
701,Rowe,2,2,40,0.1,-1.0,-8.0,down,u,1,stable,0.0,0.0,48h+
702,Burrowes,2,3,44,0.1,1.0,-3.0,up,a,0,stable,0.0,0.0,48h+
703,Proctor,2,1,39,0.6,-27.0,-229.0,down,a,0,stable,0.0,0.0,48h+
710,Patterson,2,2,39,0.2,-6.0,-92.0,down,a,0,stable,0.0,0.0,48h+
719,Lindelöf,2,2,45,0.1,28.0,272.0,up,a,0,stable,0.0,0.0,48h+
754,George Hemmings,2,3,45,0.0,-2.0,-2.0,down,a,0,stable,0.0,0.0,48h+
757,Hollingshead,2,1,40,0.0,0.0,1.0,flat,a,0,stable,0.0,0.0,48h+
768,Leon Routh,2,2,40,0.0,0.0,-3.0,flat,a,0,stable,0.0,0.0,48h+
781,Carroll,2,2,40,0.0,0.0,15.0,flat,a,0,stable,0.0,0.0,48h+
792,Alysson,2,3,50,0.0,-1.0,3.0,down,i,1,stable,0.0,0.0,48h+
183,Weiss,3,1,43,0.1,13.0,29.0,up,a,0,stable,0.0,0.0,48h+
184,Green,3,1,40,0.2,-14.0,-78.0,down,u,1,stable,0.0,0.0,48h+
185,Hladký,3,1,39,0.2,68.0,117.0,up,a,0,stable,0.0,0.0,48h+
186,Roberts,3,2,44,0.0,6.0,24.0,up,i,1,stable,0.0,0.0,48h+
187,Walker,3,2,44,1.1,-39.0,-228.0,down,a,0,stable,0.0,0.0,48h+
188,Delcroix,3,2,38,0.3,-81.0,-482.0,down,u,0,stable,0.0,0.0,48h+
189,Dodgson,3,2,40,0.0,0.0,-3.0,flat,u,1,stable,0.0,0.0,48h+
190,Ekdal,3,2,39,0.9,-87.0,-765.0,down,a,0,stable,0.0,0.0,48h+
191,Estève,3,2,39,8.4,-578.0,-5705.0,down,a,1,stable,0.0,0.0,48h+
192,Hartman,3,2,40,0.8,-14.0,-807.0,down,a,0,stable,0.0,0.0,48h+
193,Humphreys,3,2,39,0.1,105.0,394.0,up,a,0,stable,0.0,0.0,48h+
194,Jordan,3,2,39,0.1,22.0,54.0,up,i,1,stable,0.0,0.0,48h+
195,Lucas Pires,3,2,38,0.2,127.0,621.0,up,a,0,stable,0.0,0.0,48h+
196,Sambo,3,2,40,0.0,-3.0,-9.0,down,u,1,stable,0.0,0.0,48h+
197,Sonne,3,2,38,0.3,34.0,31.0,up,a,0,stable,0.0,0.0,48h+
198,Tuanzebe,3,2,39,1.0,-77.0,-479.0,down,a,1,stable,0.0,0.0,48h+
199,Worrall,3,2,38,0.2,-11.0,-74.0,down,d,1,stable,0.0,0.0,48h+
200,Anthony,3,3,51,1.9,-213.0,-1936.0,down,a,0,stable,0.0,0.0,48h+
201,Benson,3,3,54,0.0,-1.0,-1.0,down,u,1,stable,0.0,0.0,48h+
202,Bruun Larsen,3,3,53,0.0,-4.0,-21.0,down,a,0,stable,0.0,0.0,48h+
203,Boateng,3,3,47,0.0,-4.0,-2.0,down,a,0,stable,0.0,0.0,48h+
204,Churlinov,3,3,49,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
205,Cullen,3,3,50,1.1,-539.0,-3751.0,down,i,1,stable,0.0,0.0,48h+
206,Edwards,3,3,47,0.1,18.0,89.0,up,a,0,stable,0.0,0.0,48h+
207,Hannibal,3,3,47,0.1,20.0,124.0,up,a,0,stable,0.0,0.0,48h+
208,Koleosho,3,3,50,0.0,0.0,-1.0,flat,u,1,stable,0.0,0.0,48h+
209,Laurent,3,3,48,0.0,20.0,106.0,up,a,0,stable,0.0,0.0,48h+
210,Tchaouna,3,3,49,0.0,-1.0,1.0,down,a,0,stable,0.0,0.0,48h+
211,A.Ramsey,3,3,44,1.5,-79.0,-455.0,down,u,1,stable,0.0,0.0,48h+
212,Adewumi,3,3,45,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
213,Banel,3,3,45,0.0,13.0,32.0,up,a,0,stable,0.0,0.0,48h+
