id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,57,1,2,122780,40285,27.9,a,,,630,34,0.0,0.04,0.04
2,Arrizabalaga,1,1,43,0,-2,293,2410,0.5,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,1468,0.3,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,40,0,0,568,1117,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,63,1,3,244517,49291,29.7,a,75.0,,630,47,0.48,0.09,0.57
6,Saliba,1,2,60,0,0,31502,28848,12.7,a,100.0,,409,25,0.13,0.12,0.25
7,Calafiori,1,2,57,0,2,44987,41201,14.8,a,,,524,42,1.84,0.15,1.99
8,J.Timber,1,2,59,1,4,268449,19714,17.9,a,,,521,48,1.89,0.41,2.3
9,Kiwior,1,2,54,0,-1,0,209,0.1,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,52,-1,-3,2108,10700,1.8,a,,,83,4,0.0,0.0,0.0
11,White,1,2,54,0,-1,1153,2485,0.4,a,100.0,,70,6,0.01,0.01,0.02
13,Clarke,1,2,39,0,-1,2077,2439,0.5,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,1076,0.2,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,39,0,-1,386,1192,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,99,1,-1,216255,16061,9.9,a,100.0,,346,20,1.22,1.45,2.67
17,Ødegaard,1,3,79,0,-1,3292,16823,1.9,d,100.0,Knee injury - 75% chance of playing,201,13,0.14,0.81,0.95
18,Madueke,1,3,69,0,-1,65,10183,0.7,i,0.0,Knee injury - Unknown return date,304,10,0.29,0.86,1.15
19,Martinelli,1,3,69,0,-1,7110,9660,1.2,a,,,181,14,0.23,0.08,0.31
20,Trossard,1,3,69,0,-1,1783,1646,0.3,a,100.0,,292,12,0.66,0.57,1.23
21,Rice,1,3,65,0,0,57712,44297,8.6,d,,Back injury - 75% chance of playing,542,40,0.47,1.16,1.63
22,Merino,1,3,59,0,-1,4489,7226,0.6,a,,,242,15,0.34,0.12,0.46
23,Fábio Vieira,1,3,54,0,-1,0,105,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,53,0,-2,267,1021,0.2,a,100.0,,0,0,0.0,0.0,0.0
25,Nwaneri,1,3,53,0,-2,415,1327,0.2,a,,,145,6,0.19,0.08,0.27
26,Zubimendi,1,3,55,0,0,24669,40039,4.4,a,,,591,32,0.26,0.8,1.06
28,Kabia,1,3,45,0,0,0,840,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,400,0.1,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,85,1032,0.4,i,0.0,Knee injury - Unknown return date,30,1,0.0,0.01,0.01
31,G.Jesus,1,4,64,0,-1,75,177,0.0,i,0.0,Knee injury - Expected back 30 Dec,0,0,0.0,0.0,0.0
266,Eze,1,3,76,0,1,70975,50945,13.4,a,,,394,22,1.35,0.84,2.19
662,Mosquera,1,2,54,0,-1,905,2518,0.2,a,,,247,12,0.0,0.04,0.04
666,Gyökeres,1,4,91,1,1,72557,210887,26.5,a,,,576,26,3.01,0.45,3.46
700,Dowman,1,3,45,0,0,848,4158,0.3,a,,,27,5,0.14,0.02,0.16
711,Harriman-Annous,1,3,45,0,0,51,90,0.0,a,,,0,0,0.0,0.0,0.0
725,Hincapie,1,2,54,0,-1,26,278,0.0,d,0.0,Groin Injury - 75% chance of playing,0,0,0.0,0.0,0.0
32,Martinez,2,1,50,0,0,3030,16402,2.1,a,75.0,,450,15,0.0,0.03,0.03
33,M.Bizot,2,1,44,0,-1,521,2789,0.6,a,,,180,7,0.0,0.0,0.0
34,Gauci,2,1,40,0,0,0,482,0.1,u,0.0,Has joined Port Vale on loan for the rest of the season.,0,0,0.0,0.0,0.0
35,Marschall,2,1,40,0,0,0,37,0.0,u,0.0,Has joined Stevenage permanently.,0,0,0.0,0.0,0.0
36,Cash,2,2,46,0,1,11409,24424,5.4,a,,,606,29,0.08,0.57,0.65
37,Digne,2,2,45,0,0,2661,7539,1.9,a,,,487,21,0.21,1.13,1.34
38,Konsa,2,2,45,0,0,7103,52846,10.4,a,100.0,,515,16,0.04,0.08,0.12
39,Maatsen,2,2,43,0,-2,905,2390,0.5,a,,,142,3,0.11,0.2,0.31
40,Mings,2,2,45,0,0,58,19147,1.2,d,25.0,Ankle injury - 25% chance of playing,481,23,0.33,0.09,0.42
41,Pau,2,2,44,0,-1,896,1241,0.3,a,,,254,8,0.1,0.15,0.25
42,A.García,2,2,39,0,-1,2734,1079,0.3,a,100.0,,0,0,0.0,0.0,0.0
43,Alex Moreno,2,2,40,0,0,0,16783,3.0,u,0.0,Has joined Girona permanently.,0,0,0.0,0.0,0.0
44,Bogarde,2,2,40,0,0,4856,3079,0.7,a,,,282,15,0.0,0.08,0.08
45,Sousa,2,2,40,0,0,595,1129,0.3,a,,,0,0,0.0,0.0,0.0
46,Yasin,2,2,40,0,0,0,976,0.2,u,0.0,has joined Anderlecht on loan for the rest of the season.,0,0,0.0,0.0,0.0
47,Rogers,2,3,69,0,-1,9116,42796,5.4,a,100.0,,621,22,0.46,0.64,1.1
48,Tielemans,2,3,59,0,-1,66,6485,0.7,d,0.0,Calf injury - 50% chance of playing,315,8,0.13,0.37,0.5
49,Bailey,2,3,55,0,0,0,350,0.1,u,0.0,Has joined AS Roma on loan for the rest of the season.,0,0,0.0,0.0,0.0
50,Buendía,2,3,53,0,-2,1638,2210,0.2,a,,,308,17,0.72,0.58,1.3
51,Iling Jr,2,3,55,0,0,0,185,0.0,u,0.0,has joined West Bromwich Albion on loan for the rest of the season,0,0,0.0,0.0,0.0
53,Malen,2,3,51,0,-4,13003,3610,0.6,a,,,228,22,0.8,0.13,0.93
54,McGinn,2,3,54,0,-1,4211,4404,0.7,a,,,546,21,0.61,0.91,1.52
55,Barkley,2,3,48,0,-2,166,121,0.0,a,0.0,,6,1,0.16,0.0,0.16
56,Barrenechea,2,3,50,0,0,0,1,0.0,u,0.0,Season-long loan to Benfica,0,0,0.0,0.0,0.0
57,Dobbin,2,3,50,0,0,0,87,0.0,u,0.0,Has joined Preston North End on loan for the rest of the season.,0,0,0.0,0.0,0.0
58,Kamara,2,3,49,0,-1,1674,767,0.2,a,100.0,,294,15,0.07,0.31,0.37
59,Onana,2,3,48,-1,-2,531,3508,0.6,a,0.0,,154,7,0.23,0.05,0.28
60,Broggio,2,3,45,0,0,1828,2124,0.3,a,,,0,0,0.0,0.0,0.0
61,Dendoncker,2,3,45,0,0,0,538,0.1,u,0.0,Has joined Real Oviedo permanently.,0,0,0.0,0.0,0.0
62,Jimoh-Aloba,2,3,45,0,0,416,420,0.1,a,,,0,0,0.0,0.0,0.0
63,Young,2,3,44,0,-1,5193,4016,0.7,a,,,0,0,0.0,0.0,0.0
64,Watkins,2,4,87,0,-3,13242,89943,9.2,a,,,598,20,1.68,0.22,1.9
65,Redmond,2,4,45,0,0,0,2196,0.4,u,0.0,has joined Huddersfield Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
389,Elliott,2,3,54,0,-1,957,5856,0.5,a,,,97,4,0.19,0.06,0.25
456,Sancho,2,3,59,0,-1,89,3248,0.2,d,75.0,Illness - 75% chance of playing,8,1,0.02,0.04,0.06
677,Guessand,2,3,63,0,-2,202,427,0.0,a,,,282,9,0.32,0.3,0.62
688,Wright,2,1,40,0,0,311,1105,0.5,a,,,0,0,0.0,0.0,0.0
701,Rowe,2,2,40,0,0,0,705,0.1,u,0.0,has joined Annecy on loan for the rest of the season.,0,0,0.0,0.0,0.0
702,Burrowes,2,3,45,0,0,160,406,0.1,a,,,16,1,0.0,0.0,0.0
703,Proctor,2,1,40,0,0,244,741,0.3,a,,,0,0,0.0,0.0,0.0
710,Patterson,2,2,40,0,0,137,388,0.1,a,,,0,0,0.0,0.0,0.0
719,Lindelöf,2,2,45,0,0,289,231,0.0,a,100.0,,21,3,0.0,0.0,0.0
183,Weiss,3,1,44,0,-1,147,383,0.1,a,,,0,0,0.0,0.0,0.0
