element,web_name,name,position,team,team_name,team_short,gw,event,fixture,kickoff_time,opponent_team,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,defensive_contribution,element_type,in_dreamteam,recoveries,starts,tackles
417,Cherki,Rayan Cherki,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,17,6,1,0,0,0,0,0,0,0,0,0,0,22,35.8,2.8,7.0,4.6,0.06,0.03,0.09,0.21,1,1,3,False,0,0,0
418,Doku,Jérémy Doku,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,65,3,0,0,1,0,0,0,0,0,0,0,0,4,0.0,3.2,4.0,0.6,0.0,0.02,0.02,0.35,0,1,3,False,1,1,0
419,Grealish,Jack Grealish,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,19,1,0,0,0,1,0,0,0,0,0,0,0,4,5.8,0.8,5.0,1.2,0.02,0.0,0.02,1.14,1,2,3,False,1,0,0
420,Gündoğan,İlkay Gündoğan,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
421,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
422,Kovačić,Mateo Kovačić,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
423,N.Gonzalez,Nico González Iglesias,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,90,3,0,0,1,0,0,0,0,0,0,0,0,27,24.8,5.6,6.0,3.6,0.05,0.05,0.1,0.56,4,11,3,False,4,1,3
424,Bobb,Oscar Bobb,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,90,6,0,1,1,0,0,0,0,0,0,0,0,25,24.6,25.4,8.0,5.8,0.0,0.07,0.07,0.56,0,4,3,False,4,1,0
425,Echeverri,Claudio Echeverri,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
426,McAtee,James McAtee,MID,16,Nott'm Forest,,1,1,7,2025-08-16T16:30:00Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
427,Reijnders,Tijjani Reijnders,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,90,10,1,1,1,0,0,0,0,1,0,0,0,31,49.8,23.7,28.0,10.2,0.2,0.14,0.34,0.56,1,3,3,True,1,1,1
428,Nypan,Sverre Nypan,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
429,Phillips,Kalvin Phillips,MID,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
430,Haaland,Erling Haaland,FWD,13,Man City,,1,1,7,2025-08-16T16:30:00Z,20,72,13,2,0,1,0,0,0,0,0,0,0,3,49,58.0,0.3,71.0,12.9,1.99,0.0,1.99,0.35,0,2,4,True,1,1,1
431,Bayindir,Altay Bayındır,GK,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,90,2,0,0,0,1,0,0,0,0,0,2,0,11,13.4,0.0,0.0,1.3,0.0,0.0,0.0,1.31,1,0,1,False,10,1,0
432,Onana,André Onana,GK,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
433,Harrison,Elyh Harrison,GK,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
434,Heaton,Tom Heaton,GK,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
435,Mee,Dermot Mee,GK,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
436,De Ligt,Matthijs de Ligt,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,90,4,0,0,0,1,0,0,0,0,0,0,0,16,33.4,16.0,26.0,7.5,0.21,0.06,0.27,1.31,8,10,2,False,4,1,2
437,Martinez,Lisandro Martínez,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
438,Mazraoui,Noussair Mazraoui,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
439,D.Leon,Diego León Blanco,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
440,Dalot,Diogo Dalot Teixeira,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,54,1,0,0,0,1,0,0,0,0,0,0,0,2,6.8,14.1,2.0,2.3,0.0,0.15,0.15,1.03,3,4,2,False,2,1,1
441,Dorgu,Patrick Dorgu,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,90,1,0,0,0,1,0,0,0,1,0,0,0,4,9.0,2.8,8.0,2.0,0.04,0.02,0.06,1.31,1,5,2,False,2,1,4
442,Maguire,Harry Maguire,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,10,1,0,0,0,0,0,0,0,0,0,0,0,2,5.2,0.5,0.0,0.6,0.0,0.0,0.0,0.21,3,3,2,False,0,0,0
443,Shaw,Luke Shaw,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,79,2,0,0,0,1,0,0,0,0,0,0,0,7,11.2,12.5,0.0,2.4,0.0,0.02,0.02,1.1,1,4,2,False,5,1,3
444,Yoro,Leny Yoro,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,90,4,0,0,0,1,0,0,0,0,0,0,0,11,18.2,2.6,0.0,2.1,0.0,0.01,0.01,1.31,10,11,2,False,4,1,1
445,Amass,Harry Amass,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
446,Fredricson,Tyler Fredricson,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
447,Heaven,Ayden Heaven,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
448,Malacia,Tyrell Malacia,DEF,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
449,B.Fernandes,Bruno Borges Fernandes,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,90,2,0,0,0,1,0,0,0,0,0,0,0,19,25.2,65.3,9.0,10.0,0.15,0.3,0.45,1.31,2,11,3,False,6,1,3
450,Cunha,Matheus Santos Carneiro da Cunha,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,90,2,0,0,0,1,0,0,0,0,0,0,0,16,17.8,13.3,50.0,8.1,0.4,0.05,0.45,1.31,0,3,3,False,2,1,1
451,Rashford,Marcus Rashford,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
452,Amad,Amad Diallo,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,35,1,0,0,0,0,0,0,0,0,0,0,0,12,13.4,12.3,19.0,4.5,0.03,0.04,0.07,0.27,0,4,3,False,1,0,3
453,Garnacho,Alejandro Garnacho Ferreyra,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
454,Antony,Antony dos Santos,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
455,Mount,Mason Mount,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,64,2,0,0,0,1,0,0,0,0,0,0,0,9,7.0,25.1,18.0,5.0,0.12,0.15,0.27,1.1,0,3,3,False,2,1,1
456,Sancho,Jadon Sancho,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
457,Casemiro,Carlos Henrique Casimiro,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,64,2,0,0,0,1,0,0,0,0,0,0,0,15,9.2,11.6,0.0,2.1,0.0,0.02,0.02,1.1,0,5,3,False,2,1,3
458,Mainoo,Kobbie Mainoo,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
459,Ugarte,Manuel Ugarte Ribeiro,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.4,1.0,1.2,0.03,0.01,0.04,0.21,0,1,3,False,1,0,0
460,Collyer,Toby Collyer,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
461,Fitzgerald,Jayce Fitzgerald,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
462,J.Fletcher,Jack Fletcher,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
463,Kone,Sékou Koné,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
464,Moorhouse,Jack Moorhouse,MID,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
465,Højlund,Rasmus Højlund,FWD,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
466,Zirkzee,Joshua Zirkzee,FWD,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
467,Obi,Chido Obi,FWD,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
468,Wheatley,Ethan Wheatley,FWD,14,Man Utd,,1,1,9,2025-08-17T15:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
469,Pope,Nick Pope,GK,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,90,9,0,0,1,0,0,0,0,0,0,3,2,32,27.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,1,0,1,False,16,1,0
470,Dúbravka,Martin Dúbravka,GK,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,90,2,0,0,0,3,0,0,0,0,0,3,0,5,25.6,0.0,0.0,2.6,0.0,0.0,0.0,2.32,0,0,1,False,6,1,0
471,Gillespie,Mark Gillespie,GK,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
472,Odysseas,Odysseas Vlachodimos,GK,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
473,Hall,Lewis Hall,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
474,Schär,Fabian Schär,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,90,8,0,0,1,0,0,0,0,0,0,0,0,26,13.8,1.9,4.0,2.0,0.04,0.03,0.07,0.2,10,11,2,False,5,1,1
475,Botman,Sven Botman,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
476,Burn,Dan Burn,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,90,9,0,0,1,0,0,0,0,0,0,0,1,30,18.6,1.2,2.0,2.2,0.0,0.01,0.01,0.2,10,11,2,False,5,1,1
477,Livramento,Tino Livramento,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,90,9,0,0,1,0,0,0,0,0,0,0,3,33,18.0,25.4,4.0,4.7,0.0,0.03,0.03,0.2,3,5,2,False,5,1,2
478,Trippier,Kieran Trippier,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,90,6,0,0,1,0,0,0,0,0,0,0,0,26,9.8,22.5,0.0,3.2,0.0,0.06,0.06,0.2,4,4,2,False,4,1,0
479,Krafth,Emil Krafth,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
480,Lascelles,Jamaal Lascelles,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
481,A.Murphy,Alex Murphy,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
482,Ashby,Harrison Ashby,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
483,Pivas,Miodrag Pivaš,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
484,Targett,Matt Targett,DEF,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
485,Gordon,Anthony Gordon,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,90,3,0,0,1,0,0,0,0,0,0,0,0,4,5.4,13.0,41.0,5.9,0.55,0.03,0.58,0.2,0,4,3,False,4,1,0
486,Elanga,Anthony Elanga,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,77,3,0,0,1,0,0,0,0,0,0,0,0,10,8.6,29.8,27.0,6.5,0.57,0.06,0.63,0.17,0,3,3,False,3,1,0
487,Barnes,Harvey Barnes,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,89,3,0,0,1,0,0,0,0,0,0,0,0,15,12.8,56.8,25.0,9.5,0.23,0.33,0.56,0.2,1,4,3,False,3,1,0
488,Bruno G.,Bruno Guimarães Rodriguez Moura,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,90,3,0,0,1,0,0,0,0,0,0,0,0,11,7.6,22.6,2.0,3.2,0.0,0.1,0.1,0.2,1,8,3,False,5,1,2
489,J.Murphy,Jacob Murphy,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,12,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1.3,4.0,0.6,0.0,0.01,0.01,0.03,0,2,3,False,2,0,0
490,Joelinton,Joelinton Cássio Apolinário de Lira,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,82,2,0,0,1,0,0,0,0,1,0,0,0,7,4.4,4.2,6.0,1.5,0.0,0.02,0.02,0.17,2,9,3,False,5,1,2
491,Tonali,Sandro Tonali,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,90,3,0,0,1,0,0,0,0,0,0,0,0,20,13.8,29.2,0.0,4.3,0.0,0.18,0.18,0.2,2,9,3,False,5,1,2
492,Antoñito C.,Antoñito Cordero Campillo,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
493,Longstaff,Sean Longstaff,MID,11,Leeds,,1,1,10,2025-08-18T19:00:00Z,9,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
494,Willock,Joe Willock,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
495,Hayden,Isaac Hayden,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
496,Kuol,Garang Kuol,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
497,L.Miley,Lewis Miley,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,7,1,0,0,0,0,0,0,0,0,0,0,0,4,2.6,11.0,2.0,1.6,0.0,0.01,0.01,0.03,0,1,3,False,1,0,0
498,White,Joe White,MID,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
499,Isak,Alexander Isak,FWD,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
500,Osula,William Osula,FWD,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,7.0,0.7,0.03,0.02,0.05,0.0,0,0,4,False,0,0,0
501,Neave,Sean Neave,FWD,15,Newcastle,,1,1,2,2025-08-16T11:30:00Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
502,Sels,Matz Sels,GK,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,90,2,0,0,0,1,0,0,0,0,0,2,0,9,14.6,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0,0,1,False,7,1,0
503,C.Miguel,Carlos Miguel dos Santos Pereira,GK,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
504,Turner,Matt Turner,GK,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
505,Milenković,Nikola Milenković,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,90,2,0,0,0,1,0,0,0,0,0,0,0,5,17.2,0.5,0.0,1.8,0.0,0.0,0.0,1.5,7,8,2,False,2,1,1
506,Murillo,Murillo Costa dos Santos,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,90,2,0,0,0,1,0,0,0,0,0,0,0,12,11.8,1.6,0.0,1.3,0.0,0.02,0.02,1.5,5,5,2,False,6,1,0
507,Aina,Ola Aina,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,90,4,0,0,0,1,0,0,0,0,0,0,0,15,27.2,16.1,2.0,4.5,0.0,0.04,0.04,1.5,9,12,2,False,8,1,3
508,N.Williams,Neco Williams,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,90,1,0,0,0,1,0,0,0,1,0,0,0,10,19.0,28.8,2.0,5.0,0.0,0.09,0.09,1.5,4,6,2,False,2,1,2
509,David Carmo,David Mota Veiga Teixeira do Carmo,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
510,Jair Cunha,Jair Paula da Cunha Filho,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
511,Morato,Felipe Rodrigues da Silva,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
512,O.Richards,Omar Richards,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
513,Abbott,Zach Abbott,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
514,Boly,Willy Boly,DEF,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
515,Gibbs-White,Morgan Gibbs-White,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,83,5,0,1,0,1,0,0,0,0,0,0,0,23,28.8,51.8,15.0,9.6,0.38,0.28,0.66,1.5,1,4,3,False,2,1,1
516,Hudson-Odoi,Callum Hudson-Odoi,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,90,2,0,0,0,1,0,0,0,0,0,0,0,20,11.8,32.3,9.0,5.3,0.02,0.24,0.26,1.5,0,0,3,False,0,1,0
517,Anderson,Elliot Anderson,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,90,6,0,1,0,1,0,0,0,0,0,0,1,24,28.6,21.3,20.0,7.0,0.39,0.28,0.67,1.5,1,11,3,False,8,1,2
518,Jota,João Pedro Ferreira da Silva,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,11,1,0,0,0,0,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,0.0,0.0,0.0,0.0,1,3,3,False,0,0,2
519,Dominguez,Nicolás Domínguez,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
520,O'Brien,Lewis O'Brien,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
521,Sangaré,Ibrahim Sangaré,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,90,2,0,0,0,1,0,0,0,0,0,0,0,11,1.4,4.2,1.0,0.7,0.02,0.01,0.03,1.5,5,10,3,False,4,1,1
522,Yates,Ryan Yates,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,6,1,0,0,0,0,0,0,0,0,0,0,0,7,4.6,1.6,2.0,0.8,0.0,0.01,0.01,0.0,2,5,3,False,3,0,0
523,Da Silva Moreira,Eric da Silva Moreira,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
524,Stamenic,Marko Stamenić,MID,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
