id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,56,0,1,60076,20535,25.7,a,,,540,28,0.0,0.04,0.04
2,Arrizabalaga,1,1,43,0,-2,179,1098,0.6,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,858,0.4,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,40,0,0,284,556,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,62,1,2,116921,16534,24.5,a,,,540,38,0.92,0.06,0.98
6,Saliba,1,2,60,0,0,17256,19234,12.5,a,100.0,,319,19,0.13,0.1,0.23
7,Calafiori,1,2,57,0,2,38038,28133,14.7,a,,,450,36,1.67,0.13,1.8
8,J.Timber,1,2,58,0,3,61959,21100,14.4,a,,,431,37,1.56,0.38,1.94
9,Kiwior,1,2,54,0,-1,0,120,0.1,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,53,0,-2,1040,5249,2.0,a,,,68,3,0.0,0.0,0.0
11,White,1,2,54,0,-1,602,823,0.5,a,100.0,,70,6,0.01,0.01,0.02
13,Clarke,1,2,40,0,0,608,1214,0.5,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,876,0.2,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,39,0,-1,1299,543,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,98,0,-2,75498,7381,5.6,a,100.0,,256,12,0.36,0.34,0.7
17,Ødegaard,1,3,79,0,-1,1048,3955,1.8,a,75.0,,172,12,0.14,0.6,0.74
18,Madueke,1,3,70,0,0,102,12676,1.0,i,0.0,Knee injury - Unknown return date,304,10,0.29,0.86,1.15
19,Martinelli,1,3,69,0,-1,5204,2733,1.1,a,,,170,13,0.24,0.02,0.26
20,Trossard,1,3,69,0,-1,1040,536,0.3,a,100.0,,218,9,0.3,0.48,0.78
21,Rice,1,3,65,0,0,16420,14291,8.0,a,,,464,29,0.15,1.04,1.19
22,Merino,1,3,59,0,-1,4108,1890,0.6,a,,,231,14,0.18,0.12,0.3
23,Fábio Vieira,1,3,54,0,-1,0,55,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,53,0,-2,189,411,0.2,a,100.0,,0,0,0.0,0.0,0.0
25,Nwaneri,1,3,53,0,-2,345,703,0.2,a,,,130,5,0.17,0.04,0.21
26,Zubimendi,1,3,55,0,0,19523,13225,4.3,a,,,531,29,0.26,0.59,0.85
28,Kabia,1,3,45,0,0,0,525,0.2,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,228,0.1,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,29,553,0.4,i,0.0,Knee injury - Unknown return date,30,1,0.0,0.01,0.01
31,G.Jesus,1,4,64,0,-1,33,81,0.0,i,0.0,Knee injury - Expected back 30 Dec,0,0,0.0,0.0,0.0
266,Eze,1,3,75,0,0,56225,23609,12.6,a,,,316,16,0.81,0.79,1.6
662,Mosquera,1,2,54,0,-1,630,969,0.2,a,,,247,12,0.0,0.04,0.04
666,Gyökeres,1,4,90,0,0,100633,80096,25.8,a,,,486,24,2.42,0.4,2.82
700,Dowman,1,3,45,0,0,895,2005,0.4,a,,,27,5,0.14,0.02,0.16
