id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,59,0,4,47171,51827,32.2,a,,,990,53,0.0,0.04,0.04
2,Arrizabalaga,1,1,42,0,-3,275,1143,0.4,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,642,0.3,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,40,0,0,271,585,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,66,0,6,93202,420238,40.2,d,100.0,Thigh injury - 50% chance of playing,990,81,0.82,0.69,1.51
6,Saliba,1,2,60,0,0,48361,22191,11.9,a,100.0,,724,39,0.29,0.23,0.52
7,Calafiori,1,2,58,0,3,29544,82322,15.6,d,,Hip injury - 75% chance of playing,856,61,2.24,0.25,2.49
8,J.Timber,1,2,62,1,7,162608,59561,26.5,a,,,881,67,2.08,0.64,2.72
9,Kiwior,1,2,54,0,-1,0,69,0.1,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,51,-1,-4,1818,5192,1.6,a,,,86,6,0.0,0.0,0.0
11,White,1,2,53,0,-2,650,1249,0.4,a,100.0,,70,6,0.01,0.01,0.02
13,Clarke,1,2,38,-1,-2,697,1271,0.5,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,357,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,39,0,-1,86,503,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,101,0,1,95060,38726,17.6,a,100.0,,681,45,2.41,2.26,4.67
17,Ødegaard,1,3,78,0,-2,169,2662,1.4,d,0.0,Knee injury - 50% chance of playing,201,13,0.14,0.81,0.95
18,Madueke,1,3,68,0,-2,73,1295,0.6,d,0.0,Knee injury - 50% chance of playing,304,10,0.29,0.86,1.15
19,Martinelli,1,3,68,0,-2,68,6031,0.8,d,25.0,Muscle injury - 50% chance of playing,214,16,0.75,0.08,0.83
20,Trossard,1,3,69,0,-1,26480,4596,0.9,a,100.0,,642,40,1.92,1.15,3.07
21,Rice,1,3,69,1,4,185522,44226,21.1,a,100.0,,893,65,1.18,2.38,3.56
22,Merino,1,3,59,0,-1,8109,6821,1.0,a,,,413,23,0.72,0.23,0.95
23,Fábio Vieira,1,3,54,0,-1,0,19,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,52,0,-3,217,430,0.1,a,100.0,,14,2,0.05,0.0,0.05
25,Nwaneri,1,3,51,-1,-4,246,627,0.1,a,,,163,7,0.23,0.08,0.31
26,Zubimendi,1,3,54,0,-1,9365,16165,2.9,a,75.0,,937,48,0.54,1.0,1.54
28,Kabia,1,3,45,0,0,0,269,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,118,0.1,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,151,394,0.3,d,0.0,Knee injury - 50% chance of playing,30,1,0.0,0.01,0.01
31,G.Jesus,1,4,64,0,-1,146,133,0.0,d,0.0,Knee injury - 50% chance of playing,0,0,0.0,0.0,0.0
266,Eze,1,3,76,0,1,24096,83747,13.3,a,,,700,41,1.88,0.95,2.83
662,Mosquera,1,2,54,0,-1,2691,815,0.2,a,,,294,14,0.0,0.09,0.09
666,Gyökeres,1,4,89,0,-1,2047,219189,13.0,d,25.0,Muscle injury - 50% chance of playing,801,37,4.45,0.66,5.11
700,Dowman,1,3,43,0,-2,7641,3215,0.4,a,,,27,5,0.14,0.02,0.16
711,Harriman-Annous,1,3,45,0,0,41,46,0.0,a,,,0,0,0.0,0.0,0.0
725,Hincapie,1,2,54,0,-1,1324,234,0.0,a,100.0,,26,2,0.0,0.0,0.0
32,Martinez,2,1,50,0,0,61878,4056,2.7,a,100.0,,810,40,0.0,0.03,0.03
33,M.Bizot,2,1,43,0,-2,178,1372,0.5,a,,,180,7,0.0,0.0,0.0
34,Gauci,2,1,40,0,0,0,227,0.1,u,0.0,Has joined Port Vale on loan for the rest of the season.,0,0,0.0,0.0,0.0
35,Marschall,2,1,40,0,0,0,12,0.0,u,0.0,Has joined Stevenage permanently.,0,0,0.0,0.0,0.0
36,Cash,2,2,46,0,1,63117,13079,5.8,d,,Knock - 75% chance of playing,966,52,0.22,0.71,0.93
37,Digne,2,2,45,0,0,15798,2361,1.7,a,100.0,,817,42,0.27,1.33,1.6
38,Konsa,2,2,44,0,-1,9844,22607,8.2,d,100.0,Calf injury - 75% chance of playing,875,33,0.04,0.15,0.19
39,Maatsen,2,2,42,-1,-3,632,1198,0.4,a,,,169,6,0.15,0.21,0.36
40,Mings,2,2,44,0,-1,29,5870,0.8,d,25.0,Hamstring injury - 25% chance of playing,497,24,0.33,0.09,0.42
41,Pau,2,2,43,0,-2,4566,855,0.4,a,,,597,25,0.1,0.17,0.27
42,A.García,2,2,39,0,-1,61,1064,0.2,i,0.0,Knock - Unknown return date,0,0,0.0,0.0,0.0
43,Alex Moreno,2,2,40,0,0,0,6622,2.3,u,0.0,Has joined Girona permanently.,0,0,0.0,0.0,0.0
44,Bogarde,2,2,40,0,0,917,2488,0.6,d,,Knock - 75% chance of playing,291,16,0.0,0.09,0.09
45,Sousa,2,2,39,0,-1,535,687,0.3,a,,,0,0,0.0,0.0,0.0
46,Yasin,2,2,40,0,0,0,331,0.1,u,0.0,has joined Anderlecht on loan for the rest of the season.,0,0,0.0,0.0,0.0
47,Rogers,2,3,68,0,-2,38211,16050,5.1,a,100.0,,976,35,0.66,0.96,1.62
48,Tielemans,2,3,59,0,-1,1727,671,0.6,a,100.0,,334,12,0.15,0.37,0.52
49,Bailey,2,3,55,0,0,0,112,0.1,u,0.0,Has joined AS Roma on loan for the rest of the season.,0,0,0.0,0.0,0.0
50,Buendía,2,3,53,0,-2,34977,1740,0.5,a,100.0,,435,39,1.0,0.67,1.67
51,Iling Jr,2,3,55,0,0,0,33,0.0,u,0.0,has joined West Bromwich Albion on loan for the rest of the season,0,0,0.0,0.0,0.0
53,Malen,2,3,51,0,-4,5324,3247,0.7,a,,,332,32,1.47,0.14,1.61
54,McGinn,2,3,54,0,-1,2835,2562,0.6,a,,,837,30,0.96,1.24,2.2
55,Barkley,2,3,48,0,-2,550,148,0.0,a,100.0,,80,10,0.43,0.15,0.58
56,Barrenechea,2,3,50,0,0,0,0,0.0,u,0.0,Season-long loan to Benfica,0,0,0.0,0.0,0.0
57,Dobbin,2,3,50,0,0,0,28,0.0,u,0.0,Has joined Preston North End on loan for the rest of the season.,0,0,0.0,0.0,0.0
58,Kamara,2,3,49,0,-1,975,845,0.2,a,100.0,,644,23,0.1,0.42,0.51
59,Onana,2,3,48,0,-2,7267,1785,0.7,d,100.0,Knock - 75% chance of playing,485,24,0.26,0.12,0.38
60,Broggio,2,3,45,0,0,814,1070,0.3,a,,,0,0,0.0,0.0,0.0
61,Dendoncker,2,3,45,0,0,0,184,0.1,u,0.0,Has joined Real Oviedo permanently.,0,0,0.0,0.0,0.0
62,Jimoh-Aloba,2,3,45,0,0,211,222,0.1,a,,,0,0,0.0,0.0,0.0
63,Young,2,3,44,0,-1,902,2208,0.6,a,,,0,0,0.0,0.0,0.0
64,Watkins,2,4,85,0,-5,13057,18082,6.5,a,100.0,,866,27,2.46,0.32,2.78
65,Redmond,2,4,45,0,0,0,732,0.4,u,0.0,has joined Huddersfield Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
389,Elliott,2,3,54,0,-1,375,1497,0.2,a,100.0,,97,4,0.19,0.06,0.25
456,Sancho,2,3,58,0,-2,1035,739,0.2,a,100.0,,87,4,0.32,0.13,0.45
677,Guessand,2,3,62,-1,-3,310,214,0.0,a,,,420,14,0.38,0.37,0.75
