id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
1,Raya,1,1,57,27.9,1168.0,1168.0,up,a,0,stable,0.0,0.0,48h+
2,Arrizabalaga,1,1,43,0.5,-79.0,-79.0,down,a,0,stable,0.0,0.0,48h+
3,Hein,1,1,40,0.3,-69.0,-69.0,down,u,1,stable,0.0,0.0,48h+
4,Setford,1,1,40,0.2,-11.0,-11.0,down,a,0,stable,0.0,0.0,48h+
5,Gabriel,1,2,63,29.9,9191.0,9191.0,up,a,0,stable,0.0,0.0,48h+
6,Saliba,1,2,60,12.6,-510.0,-510.0,down,a,0,stable,0.0,0.0,48h+
7,Calafiori,1,2,57,14.7,-211.0,-211.0,down,a,0,stable,0.0,0.0,48h+
8,J.Timber,1,2,59,18.2,11569.0,11569.0,up,a,0,stable,0.0,0.0,48h+
9,Kiwior,1,2,54,0.1,-5.0,-5.0,down,u,1,stable,0.0,0.0,48h+
10,Lewis-Skelly,1,2,52,1.8,-280.0,-280.0,down,a,0,stable,0.0,0.0,48h+
11,White,1,2,54,0.4,-44.0,-44.0,down,a,0,stable,0.0,0.0,48h+
13,Clarke,1,2,39,0.5,-22.0,-22.0,down,a,0,stable,0.0,0.0,48h+
14,Kacurri,1,2,39,0.2,-31.0,-31.0,down,u,1,stable,0.0,0.0,48h+
15,Nichols,1,2,39,0.2,-12.0,-12.0,down,a,0,stable,0.0,0.0,48h+
16,Saka,1,3,99,10.1,11929.0,11929.0,up,a,0,stable,0.0,0.0,48h+
17,Ødegaard,1,3,79,1.8,-1348.0,-1348.0,down,d,1,stable,0.0,0.0,48h+
18,Madueke,1,3,69,0.7,-383.0,-383.0,down,i,1,stable,0.0,0.0,48h+
19,Martinelli,1,3,69,1.2,-136.0,-136.0,down,a,0,stable,0.0,0.0,48h+
20,Trossard,1,3,69,0.3,-26.0,-26.0,down,a,0,stable,0.0,0.0,48h+
21,Rice,1,3,65,8.7,8120.0,8120.0,up,a,0,stable,0.0,0.0,48h+
22,Merino,1,3,59,0.6,62.0,62.0,up,a,0,stable,0.0,0.0,48h+
23,Fábio Vieira,1,3,54,0.0,-4.0,-4.0,down,u,1,stable,0.0,0.0,48h+
24,Nørgaard,1,3,53,0.2,-25.0,-25.0,down,a,0,stable,0.0,0.0,48h+
25,Nwaneri,1,3,52,0.2,-20.0,-20.0,down,a,0,stable,0.0,0.0,48h+
26,Zubimendi,1,3,55,4.3,-1034.0,-1034.0,down,a,0,stable,0.0,0.0,48h+
28,Kabia,1,3,45,0.1,-25.0,-25.0,down,u,1,stable,0.0,0.0,48h+
29,Sambi,1,3,45,0.1,-13.0,-13.0,down,u,1,stable,0.0,0.0,48h+
30,Havertz,1,4,73,0.4,-40.0,-40.0,down,i,1,stable,0.0,0.0,48h+
31,G.Jesus,1,4,64,0.0,-5.0,-5.0,down,i,1,stable,0.0,0.0,48h+
266,Eze,1,3,76,13.5,1833.0,1833.0,up,a,0,stable,0.0,0.0,48h+
662,Mosquera,1,2,54,0.2,-65.0,-65.0,down,a,0,stable,0.0,0.0,48h+
666,Gyökeres,1,4,91,26.4,-8798.0,-8798.0,down,a,0,stable,0.0,0.0,48h+
700,Dowman,1,3,45,0.3,-94.0,-94.0,down,a,0,stable,0.0,0.0,48h+
711,Harriman-Annous,1,3,45,0.0,0.0,0.0,flat,a,0,stable,0.0,0.0,48h+
725,Hincapie,1,2,54,0.0,-5.0,-5.0,down,d,1,stable,0.0,0.0,48h+
32,Martinez,2,1,50,2.1,-238.0,-238.0,down,a,0,stable,0.0,0.0,48h+
33,M.Bizot,2,1,44,0.6,-103.0,-103.0,down,a,0,stable,0.0,0.0,48h+
34,Gauci,2,1,40,0.1,-20.0,-20.0,down,u,1,stable,0.0,0.0,48h+
35,Marschall,2,1,40,0.0,-1.0,-1.0,down,u,1,stable,0.0,0.0,48h+
36,Cash,2,2,46,5.4,-957.0,-957.0,down,a,0,stable,0.0,0.0,48h+
37,Digne,2,2,45,1.9,-319.0,-319.0,down,a,0,stable,0.0,0.0,48h+
38,Konsa,2,2,45,10.4,-2613.0,-2613.0,down,a,0,stable,0.0,0.0,48h+
39,Maatsen,2,2,43,0.5,-56.0,-56.0,down,a,0,stable,0.0,0.0,48h+
40,Mings,2,2,45,1.1,-695.0,-695.0,down,d,1,stable,0.0,0.0,48h+
41,Pau,2,2,44,0.3,-10.0,-10.0,down,a,0,stable,0.0,0.0,48h+
42,A.García,2,2,39,0.3,47.0,47.0,up,a,0,stable,0.0,0.0,48h+
43,Alex Moreno,2,2,40,3.0,-797.0,-797.0,down,u,1,stable,0.0,0.0,48h+
44,Bogarde,2,2,40,0.7,-28.0,-28.0,down,a,0,stable,0.0,0.0,48h+
45,Sousa,2,2,40,0.3,-19.0,-19.0,down,a,0,stable,0.0,0.0,48h+
46,Yasin,2,2,40,0.2,-42.0,-42.0,down,u,1,stable,0.0,0.0,48h+
47,Rogers,2,3,69,5.3,-1471.0,-1471.0,down,a,0,stable,0.0,0.0,48h+
48,Tielemans,2,3,59,0.7,-262.0,-262.0,down,d,1,stable,0.0,0.0,48h+
49,Bailey,2,3,55,0.1,-19.0,-19.0,down,u,1,stable,0.0,0.0,48h+
