id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
1,Raya,1,1,61,34.9,-88132.0,-62248.0,down,a,0,stable,0.0,0.0,12–24h
2,Arrizabalaga,1,1,40,0.4,37.0,38.0,up,a,0,stable,0.0,0.0,48h+
3,Hein,1,1,40,0.2,34.0,27.0,up,u,1,stable,0.0,0.0,48h+
4,Setford,1,1,39,0.2,103.0,69.0,up,a,0,stable,0.0,0.0,48h+
5,Gabriel,1,2,72,44.5,-103041.0,-68750.0,down,a,0,stable,0.0,0.0,6–12h
6,Saliba,1,2,61,15.2,-81685.0,-57539.0,down,a,0,stable,0.0,0.0,12–24h
7,Calafiori,1,2,56,5.8,3507.0,3412.0,up,a,0,stable,0.0,0.0,48h+
8,J.Timber,1,2,60,17.5,213118.0,169896.0,up,i,1,stable,0.0,0.0,0–6h
9,Kiwior,1,2,54,0.0,6.0,5.0,up,u,1,stable,0.0,0.0,48h+
10,Lewis-Skelly,1,2,50,1.4,125.0,102.0,up,a,0,stable,0.0,0.0,48h+
11,White,1,2,51,0.5,-3075.0,-2082.0,down,a,0,stable,0.0,0.0,48h+
13,Clarke,1,2,37,0.4,-291.0,-222.0,down,a,0,stable,0.0,0.0,48h+
14,Kacurri,1,2,39,0.1,18.0,16.0,up,u,1,stable,0.0,0.0,48h+
15,Nichols,1,2,37,0.2,165.0,136.0,up,a,0,stable,0.0,0.0,48h+
16,Saka,1,3,98,7.5,-34671.0,-22824.0,down,a,0,stable,0.0,0.0,48h+
17,Ødegaard,1,3,78,1.6,-3803.0,-3289.0,down,d,1,stable,0.0,0.0,48h+
18,Madueke,1,3,68,0.8,-387.0,-255.0,down,a,0,stable,0.0,0.0,48h+
19,Martinelli,1,3,68,0.9,393.0,247.0,up,a,0,stable,0.0,0.0,48h+
20,Trossard,1,3,65,0.8,515.0,481.0,up,a,0,stable,0.0,0.0,48h+
21,Rice,1,3,72,24.2,9200.0,3299.0,up,a,0,stable,0.0,0.0,48h+
22,Merino,1,3,54,0.8,429.0,365.0,up,i,1,stable,0.0,0.0,48h+
23,Fábio Vieira,1,3,54,0.0,6.0,5.0,up,u,1,stable,0.0,0.0,48h+
24,Nørgaard,1,3,51,0.1,19.0,22.0,up,a,0,stable,0.0,0.0,48h+
25,Nwaneri,1,3,50,0.1,18.0,16.0,up,u,1,stable,0.0,0.0,48h+
26,Zubimendi,1,3,50,3.1,-1135.0,-913.0,down,a,0,stable,0.0,0.0,48h+
28,Kabia,1,3,45,0.1,9.0,9.0,up,u,1,stable,0.0,0.0,48h+
29,Sambi,1,3,45,0.0,5.0,4.0,up,u,1,stable,0.0,0.0,48h+
30,Havertz,1,4,73,0.6,10749.0,6409.0,up,i,1,stable,0.0,0.0,48h+
31,G.Jesus,1,4,64,0.3,375.0,375.0,up,a,0,stable,0.0,0.0,48h+
266,Eze,1,3,73,8.8,-37889.0,-11263.0,down,a,0,stable,0.0,0.0,48h+
662,Mosquera,1,2,53,0.2,-169.0,-161.0,down,a,0,stable,0.0,0.0,48h+
666,Gyökeres,1,4,88,12.1,15646.0,16355.0,up,a,0,stable,0.0,0.0,48h+
700,Dowman,1,3,42,0.8,-2393.0,-1819.0,down,a,0,stable,0.0,0.0,48h+
711,Harriman-Annous,1,3,44,0.0,-8.0,-1.0,down,a,0,stable,0.0,0.0,48h+
725,Hincapie,1,2,51,1.0,-20838.0,-14150.0,down,a,0,stable,0.0,0.0,48h+
759,Salmon,1,2,40,0.0,19.0,8.0,up,a,0,stable,0.0,0.0,48h+
32,Martinez,2,1,51,4.7,3865.0,1473.0,up,a,0,stable,0.0,0.0,48h+
33,M.Bizot,2,1,42,0.4,122.0,86.0,up,a,0,stable,0.0,0.0,48h+
34,Gauci,2,1,40,0.1,28.0,20.0,up,u,1,stable,0.0,0.0,48h+
35,Marschall,2,1,40,0.0,4.0,1.0,up,u,1,stable,0.0,0.0,48h+
36,Cash,2,2,47,8.2,15478.0,9205.0,up,a,0,stable,0.0,0.0,48h+
37,Digne,2,2,45,1.6,927.0,478.0,up,a,0,stable,0.0,0.0,48h+
38,Konsa,2,2,44,7.7,11442.0,7062.0,up,a,0,stable,0.0,0.0,48h+
39,Maatsen,2,2,42,0.6,1035.0,731.0,up,a,0,stable,0.0,0.0,48h+
40,Mings,2,2,43,0.6,839.0,580.0,up,a,0,stable,0.0,0.0,48h+
41,Pau,2,2,43,0.3,148.0,103.0,up,a,0,stable,0.0,0.0,48h+
42,A.García,2,2,39,0.2,67.0,53.0,up,a,0,stable,0.0,0.0,48h+
43,Alex Moreno,2,2,40,1.6,333.0,249.0,up,u,1,stable,0.0,0.0,48h+
44,Bogarde,2,2,40,0.5,112.0,70.0,up,a,0,stable,0.0,0.0,48h+
45,Sousa,2,2,38,0.2,139.0,101.0,up,u,1,stable,0.0,0.0,48h+
46,Yasin,2,2,40,0.1,14.0,12.0,up,u,1,stable,0.0,0.0,48h+
47,Rogers,2,3,75,25.0,-19111.0,-15410.0,down,a,0,stable,0.0,0.0,48h+
48,Tielemans,2,3,59,0.7,-460.0,-474.0,down,a,0,stable,0.0,0.0,48h+
49,Bailey,2,3,55,0.1,21.0,4.0,up,a,0,stable,0.0,0.0,48h+
50,Buendía,2,3,53,0.4,869.0,594.0,up,a,0,stable,0.0,0.0,48h+
51,Iling Jr,2,3,55,0.0,1.0,1.0,up,u,1,stable,0.0,0.0,48h+
53,Malen,2,3,51,0.4,98.0,82.0,up,u,1,stable,0.0,0.0,48h+
54,McGinn,2,3,53,0.7,527.0,172.0,up,a,0,stable,0.0,0.0,48h+
55,Barkley,2,3,48,0.1,471.0,330.0,up,a,0,stable,0.0,0.0,48h+
56,Barrenechea,2,3,50,0.0,1.0,0.0,up,u,1,stable,0.0,0.0,48h+
57,Dobbin,2,3,50,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
58,Kamara,2,3,49,0.2,117.0,95.0,up,i,1,stable,0.0,0.0,48h+
59,Onana,2,3,48,0.7,1925.0,1341.0,up,i,1,stable,0.0,0.0,48h+
60,Broggio,2,3,44,0.2,108.0,91.0,up,u,1,stable,0.0,0.0,48h+
61,Dendoncker,2,3,45,0.1,8.0,6.0,up,u,1,stable,0.0,0.0,48h+
62,Jimoh-Aloba,2,3,45,0.1,26.0,18.0,up,u,1,stable,0.0,0.0,48h+
63,Young,2,3,43,0.5,443.0,336.0,up,u,1,stable,0.0,0.0,48h+
64,Watkins,2,4,88,15.5,12084.0,-1758.0,up,a,0,stable,0.0,0.0,48h+
65,Redmond,2,4,45,0.3,33.0,20.0,up,u,1,stable,0.0,0.0,48h+
389,Elliott,2,3,51,0.2,0.0,4.0,flat,a,0,stable,0.0,0.0,48h+
456,Sancho,2,3,58,0.2,27.0,26.0,up,a,0,stable,0.0,0.0,48h+
688,Wright,2,1,39,0.6,204.0,143.0,up,a,0,stable,0.0,0.0,48h+
699,Douglas Luiz,2,3,49,0.1,342.0,257.0,up,a,0,stable,0.0,0.0,48h+
701,Rowe,2,2,40,0.1,6.0,5.0,up,u,1,stable,0.0,0.0,48h+
702,Burrowes,2,3,43,0.1,-659.0,-520.0,down,a,0,stable,0.0,0.0,48h+
703,Proctor,2,1,39,0.6,485.0,383.0,up,a,0,stable,0.0,0.0,48h+
710,Patterson,2,2,39,0.2,67.0,47.0,up,a,0,stable,0.0,0.0,48h+
719,Lindelöf,2,2,45,0.1,89.0,70.0,up,a,0,stable,0.0,0.0,48h+
754,George Hemmings,2,3,45,0.0,-7.0,-12.0,down,a,0,stable,0.0,0.0,48h+
757,Hollingshead,2,1,40,0.0,10.0,7.0,up,a,0,stable,0.0,0.0,48h+
768,Leon Routh,2,2,40,0.0,8.0,8.0,up,a,0,stable,0.0,0.0,48h+
781,Carroll,2,2,40,0.0,-1.0,0.0,down,a,0,stable,0.0,0.0,48h+
792,Alysson,2,3,50,0.0,4.0,4.0,up,a,0,stable,0.0,0.0,48h+
808,Abraham,2,4,58,0.2,1376.0,1003.0,up,a,0,stable,0.0,0.0,48h+
183,Weiss,3,1,42,0.1,38.0,26.0,up,a,0,stable,0.0,0.0,48h+
184,Green,3,1,40,0.2,50.0,37.0,up,u,1,stable,0.0,0.0,48h+
185,Hladký,3,1,39,0.2,95.0,69.0,up,a,0,stable,0.0,0.0,48h+
186,Roberts,3,2,43,0.0,-10.0,-9.0,down,i,1,stable,0.0,0.0,48h+
187,Walker,3,2,44,1.1,474.0,302.0,up,a,0,stable,0.0,0.0,48h+
188,Delcroix,3,2,38,0.2,150.0,105.0,up,u,1,stable,0.0,0.0,48h+
189,Dodgson,3,2,40,0.0,2.0,2.0,up,u,1,stable,0.0,0.0,48h+
190,Ekdal,3,2,38,0.7,366.0,244.0,up,a,0,stable,0.0,0.0,48h+
191,Estève,3,2,39,6.9,9876.0,5997.0,up,a,0,stable,0.0,0.0,48h+
192,Hartman,3,2,40,0.6,242.0,122.0,up,a,0,stable,0.0,0.0,48h+
193,Humphreys,3,2,39,0.1,203.0,127.0,up,a,0,stable,0.0,0.0,48h+
194,Jordan,3,2,39,0.1,3.0,1.0,up,i,1,stable,0.0,0.0,48h+
195,Lucas Pires,3,2,38,0.3,425.0,298.0,up,a,0,stable,0.0,0.0,48h+
196,Sambo,3,2,40,0.0,5.0,5.0,up,u,1,stable,0.0,0.0,48h+
197,Sonne,3,2,38,0.2,242.0,172.0,up,u,1,stable,0.0,0.0,48h+
198,Tuanzebe,3,2,39,0.9,373.0,245.0,up,a,0,stable,0.0,0.0,48h+
199,Worrall,3,2,38,0.2,316.0,234.0,up,a,0,stable,0.0,0.0,48h+
200,Anthony,3,3,50,1.9,3257.0,2315.0,up,a,0,stable,0.0,0.0,48h+
201,Benson,3,3,54,0.0,1.0,1.0,up,u,1,stable,0.0,0.0,48h+
202,Bruun Larsen,3,3,52,0.0,5.0,2.0,up,a,0,stable,0.0,0.0,48h+
203,Boateng,3,3,47,0.0,-24.0,-25.0,down,a,0,stable,0.0,0.0,48h+
204,Churlinov,3,3,49,0.0,2.0,1.0,up,u,1,stable,0.0,0.0,48h+
205,Cullen,3,3,49,0.8,326.0,252.0,up,i,1,stable,0.0,0.0,48h+
206,Edwards,3,3,47,0.1,60.0,35.0,up,a,0,stable,0.0,0.0,48h+
207,Hannibal,3,3,47,0.1,536.0,398.0,up,a,1,stable,0.0,0.0,48h+
208,Koleosho,3,3,50,0.0,3.0,2.0,up,u,1,stable,0.0,0.0,48h+
209,Laurent,3,3,48,0.0,-35.0,-7.0,down,a,0,stable,0.0,0.0,48h+
210,Tchaouna,3,3,48,0.0,-11.0,-3.0,down,a,0,stable,0.0,0.0,48h+
211,A.Ramsey,3,3,44,1.4,219.0,157.0,up,u,1,stable,0.0,0.0,48h+
212,Adewumi,3,3,45,0.0,1.0,1.0,up,u,1,stable,0.0,0.0,48h+
213,Banel,3,3,45,0.0,20.0,14.0,up,u,1,stable,0.0,0.0,48h+
214,Trésor,3,3,43,0.1,-544.0,-407.0,down,a,0,stable,0.0,0.0,48h+
215,Flemming,3,4,53,0.3,146.0,38.0,up,a,0,stable,0.0,0.0,48h+
216,Amdouni,3,4,48,0.0,5.0,-2.0,up,a,1,stable,0.0,0.0,48h+
217,Foster,3,4,49,0.8,381.0,252.0,up,a,0,stable,0.0,0.0,48h+
218,Barnes,3,4,42,1.3,1311.0,915.0,up,a,0,stable,0.0,0.0,48h+
219,Obafemi,3,4,44,0.1,12.0,11.0,up,u,1,stable,0.0,0.0,48h+
470,Dúbravka,3,1,40,27.0,78985.0,49494.0,up,a,0,stable,0.0,0.0,12–24h
614,Ward-Prowse,3,3,56,0.2,-107.0,-47.0,down,a,0,stable,0.0,0.0,48h+
676,Ugochukwu,3,3,50,0.1,108.0,83.0,up,a,0,stable,0.0,0.0,48h+
680,Broja,3,4,52,0.1,76.0,59.0,up,a,0,stable,0.0,0.0,48h+
722,Florentino,3,3,50,0.0,-15.0,0.0,down,a,0,stable,0.0,0.0,48h+
776,Pimlott,3,3,45,0.0,-6.0,-5.0,down,a,0,stable,0.0,0.0,48h+
784,Brierley,3,3,45,0.0,-4.0,-2.0,down,a,0,stable,0.0,0.0,48h+
820,McMahon-Brown,3,3,45,0.0,-7.0,-6.0,down,a,0,stable,0.0,0.0,48h+
66,Neto,4,1,45,0.1,13.0,9.0,up,u,1,stable,0.0,0.0,48h+
67,Petrović,4,1,46,5.2,10878.0,6857.0,up,a,0,stable,0.0,0.0,48h+
68,Dennis,4,1,40,0.7,392.0,285.0,up,u,1,stable,0.0,0.0,48h+
69,McKenna,4,1,39,0.2,163.0,124.0,up,a,0,stable,0.0,0.0,48h+
70,Paulsen,4,1,40,0.1,18.0,14.0,up,u,1,stable,0.0,0.0,48h+
71,Zabarnyi,4,2,50,0.0,1.0,1.0,up,u,1,stable,0.0,0.0,48h+
72,Senesi,4,2,52,20.6,13719.0,763.0,up,a,0,stable,0.0,0.0,48h+
73,Smith,4,2,44,0.2,70.0,51.0,up,a,0,stable,0.0,0.0,48h+
74,Truffert,4,2,47,4.5,-17157.0,-11987.0,down,a,0,stable,0.0,0.0,48h+
75,Akinmboni,4,2,38,0.2,-16.0,-20.0,down,a,0,stable,0.0,0.0,48h+
76,Bevan,4,2,38,0.2,62.0,45.0,up,a,0,stable,0.0,0.0,48h+
77,Hill,4,2,42,7.6,22814.0,13520.0,up,a,0,stable,0.0,0.0,48h+
78,J.Araujo,4,2,38,0.5,250.0,200.0,up,u,1,stable,0.0,0.0,48h+
79,Mepham,4,2,40,0.1,9.0,7.0,up,u,1,stable,0.0,0.0,48h+
80,Soler,4,2,39,0.2,-44.0,-35.0,down,a,0,stable,0.0,0.0,48h+
81,Kluivert,4,3,69,0.6,116.0,100.0,up,d,1,stable,0.0,0.0,48h+
84,Tavernier,4,3,54,5.2,-8771.0,-5330.0,down,a,0,stable,0.0,0.0,48h+
85,Adams,4,3,49,0.3,-118.0,-103.0,down,a,0,stable,0.0,0.0,48h+
86,Brooks,4,3,50,0.2,-54.0,-34.0,down,a,0,stable,0.0,0.0,48h+
87,Christie,4,3,49,0.2,973.0,660.0,up,a,0,stable,0.0,0.0,48h+
88,Cook,4,3,49,0.0,49.0,40.0,up,i,1,stable,0.0,0.0,48h+
89,Philip,4,3,49,0.0,2.0,1.0,up,u,1,stable,0.0,0.0,48h+
90,Scott,4,3,51,2.5,6845.0,4134.0,up,a,0,stable,0.0,0.0,48h+
91,Sinisterra,4,3,50,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
92,Faivre,4,3,45,0.1,8.0,8.0,up,u,1,stable,0.0,0.0,48h+
93,H.Traorè,4,3,45,0.3,39.0,33.0,up,u,1,stable,0.0,0.0,48h+
94,Sadi,4,3,45,0.0,7.0,7.0,up,u,1,stable,0.0,0.0,48h+
95,Silcott-Duberry,4,3,44,0.1,14.0,11.0,up,u,1,stable,0.0,0.0,48h+
96,Winterburn,4,3,45,0.0,5.0,4.0,up,u,1,stable,0.0,0.0,48h+
97,Evanilson,4,4,67,2.5,2926.0,1285.0,up,a,0,stable,0.0,0.0,48h+
98,Enes Ünal,4,4,54,0.0,-14.0,-13.0,down,a,0,stable,0.0,0.0,48h+
99,Adu-Adjei,4,4,44,0.1,15.0,11.0,up,u,1,stable,0.0,0.0,48h+
100,Kroupi.Jr,4,4,46,5.7,-12817.0,-11766.0,down,a,0,stable,0.0,0.0,48h+
391,Gannon-Doak,4,3,48,0.0,-12.0,-15.0,down,a,0,stable,0.0,0.0,48h+
685,Diakité,4,2,41,0.3,125.0,90.0,up,a,0,stable,0.0,0.0,48h+
687,Rees-Dottin,4,3,43,0.2,32.0,33.0,up,a,0,stable,0.0,0.0,48h+
697,Adli,4,3,54,0.2,1811.0,1268.0,up,a,0,stable,0.0,0.0,48h+
713,A.Jimenez,4,2,45,0.2,500.0,313.0,up,a,0,stable,0.0,0.0,48h+
721,Milosavljević,4,2,44,0.0,2.0,1.0,up,a,0,stable,0.0,0.0,48h+
756,DaCosta,4,3,45,0.0,2.0,3.0,up,a,0,stable,0.0,0.0,48h+
782,Forster,4,1,40,0.0,-37.0,-30.0,down,a,0,stable,0.0,0.0,48h+
799,Stevens,4,3,45,0.0,-5.0,-3.0,down,a,0,stable,0.0,0.0,48h+
801,Tóth.A,4,3,49,0.0,5.0,1.0,up,a,0,stable,0.0,0.0,48h+
