id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,selected_by_percent,status,chance_of_playing_this_round
508,N.Williams,16,2,50,0,0,9.3,a,
509,David Carmo,16,2,45,0,0,0.0,a,
510,Jair Cunha,16,2,45,0,0,0.1,a,
511,Morato,16,2,45,0,0,0.1,a,
512,O.Richards,16,2,45,0,0,0.0,a,
513,Abbott,16,2,40,0,0,0.2,a,
514,Boly,16,2,40,0,0,0.5,a,
515,Gibbs-White,16,3,75,0,0,5.5,a,
516,Hudson-Odoi,16,3,60,0,0,1.3,a,
517,Anderson,16,3,55,0,0,6.2,a,
518,Jota,16,3,55,0,0,0.1,a,
519,Dominguez,16,3,50,0,0,0.0,i,0.0
520,O'Brien,16,3,50,0,0,0.0,u,0.0
521,Sangaré,16,3,50,0,0,0.1,a,
522,Yates,16,3,50,0,0,0.1,a,
523,Da Silva Moreira,16,3,45,0,0,0.2,a,
524,Stamenic,16,3,45,0,0,0.0,u,0.0
525,Wood,16,4,77,1,2,23.0,a,
526,Igor Jesus,16,4,59,-1,-1,0.6,a,
527,Awoniyi,16,4,54,-1,-1,0.6,a,
669,Ndoye,16,3,60,0,0,2.1,a,
675,Gunn,16,1,40,0,0,1.8,a,
693,Hutchinson,16,3,55,0,0,0.0,a,
696,Kalimuendo,16,4,60,0,0,0.0,a,
699,Douglas Luiz,16,3,50,0,0,0.0,a,
252,Marc Guiu,17,4,45,0,0,17.5,a,100.0
528,Patterson,17,1,45,0,0,0.3,a,
529,Moore,17,1,40,0,0,0.5,a,
530,Nna Noukeu,17,1,40,0,0,0.1,a,
531,Ballard,17,2,46,0,1,5.8,d,
532,Hume,17,2,45,0,0,0.3,a,
533,Alese,17,2,40,0,0,0.0,i,0.0
534,Anderson,17,2,40,0,0,0.4,a,
535,Cirkin,17,2,40,0,0,0.0,i,0.0
536,Hjelde,17,2,40,0,0,0.0,i,0.0
537,Huggins,17,2,40,0,0,0.2,a,
538,Johnson,17,2,40,0,0,0.2,a,
539,O'Nien,17,2,40,0,0,0.0,i,0.0
540,Pembele,17,2,40,0,0,0.2,a,
541,Reinildo,17,2,40,0,0,8.4,a,
542,Seelt,17,2,40,0,0,0.3,a,100.0
543,Adingra,17,3,55,0,0,1.7,a,
544,Diarra,17,3,55,0,0,0.1,a,
545,Roberts,17,3,54,0,-1,0.0,a,
546,Aleksić,17,3,50,0,0,0.0,a,
547,E.Le Fée,17,3,49,-1,-1,0.3,a,
548,Mundle,17,3,50,0,0,0.0,i,0.0
549,Neil,17,3,50,0,0,0.0,a,
550,Poveda,17,3,50,0,0,0.0,a,
551,Rigg,17,3,50,0,0,0.1,a,
552,Sadiki,17,3,50,0,0,0.0,a,
553,Talbi,17,3,50,0,0,0.4,a,
554,Ba,17,3,45,0,0,0.2,a,
555,Browne,17,3,45,0,0,0.1,a,
556,Ekwah,17,3,45,0,0,0.0,u,0.0
557,H.Jones,17,3,45,0,0,0.1,a,
558,Matete,17,3,45,0,0,0.2,a,
559,Triantis,17,3,45,0,0,0.1,a,
560,Isidor,17,4,55,0,0,0.3,a,
561,Mayenda,17,4,55,0,0,2.0,a,
562,Abdullahi,17,4,45,0,0,0.5,a,
563,Luís Hemir,17,4,45,0,0,0.2,a,
564,Rusyn,17,4,45,0,0,0.2,a,
668,Xhaka,17,3,50,0,0,2.8,a,
670,Roefs,17,1,45,0,0,1.1,a,
678,Masuaku,17,2,40,0,0,0.7,a,100.0
683,Alderete,17,2,40,0,0,1.3,a,
694,Mukiele,17,2,40,0,0,0.4,a,
565,Vicario,18,1,50,0,0,6.1,a,
566,Austin,18,1,40,0,0,0.3,a,
567,Kinsky,18,1,40,0,0,1.8,a,
568,Pedro Porro,18,2,55,0,0,23.9,a,
569,Romero,18,2,50,0,0,4.7,a,
570,Danso,18,2,44,-1,-1,0.2,a,
571,Davies,18,2,45,0,0,0.1,a,
572,Dragusin,18,2,45,0,0,0.0,i,0.0
573,Spence,18,2,45,0,0,1.9,a,
574,Udogie,18,2,44,-1,-1,0.5,i,0.0
575,Van de Ven,18,2,45,0,0,28.3,a,
576,Phillips,18,2,40,0,0,0.0,u,0.0
577,Takai,18,2,40,0,0,0.1,i,0.0
578,Vuskovic,18,2,40,0,0,0.9,a,
579,Son,18,3,85,0,0,0.2,u,0.0
580,Johnson,18,3,70,0,0,6.5,a,
581,Maddison,18,3,69,-1,-1,0.2,i,0.0
582,Kudus,18,3,66,1,1,30.3,a,
583,Kulusevski,18,3,65,0,0,0.0,i,0.0
584,Tel,18,3,64,0,-1,0.1,a,
585,Bentancur,18,3,55,0,0,0.2,a,
586,Bergvall,18,3,55,0,0,0.1,a,
587,Bissouma,18,3,54,0,-1,0.1,i,0.0
588,Odobert,18,3,54,-1,-1,0.0,a,
589,Solomon,18,3,54,-1,-1,0.0,d,50.0
590,Bryan,18,3,50,0,0,0.0,a,
591,Gray,18,3,50,0,0,0.1,a,
592,Moore,18,3,50,0,0,0.0,u,0.0
593,P.M.Sarr,18,3,50,0,0,2.8,a,
594,Min-hyeok,18,3,45,0,0,0.0,u,0.0
595,Olusesi,18,3,45,0,0,0.2,a,
596,Solanke,18,4,74,0,-1,2.9,a,100.0
597,Richarlison,18,4,67,1,2,10.8,a,
598,Lankshear,18,4,45,0,0,0.0,u,0.0
599,Scarlett,18,4,45,0,0,0.7,a,
673,J.Palhinha,18,3,55,0,0,0.5,a,
600,Areola,19,1,45,0,0,3.5,a,
601,Foderingham,19,1,40,0,0,0.6,a,
602,Hegyi,19,1,40,0,0,0.3,a,
603,Diouf,19,2,45,0,0,6.0,a,
604,Emerson,19,2,44,-1,-1,0.2,a,
605,Kilman,19,2,44,-1,-1,0.2,a,
606,Mavropanos,19,2,45,0,0,0.0,a,
607,N.Aguerd,19,2,45,0,0,0.1,a,
608,Scarles,19,2,45,0,0,0.0,a,
609,Todibo,19,2,45,0,0,0.1,a,
610,Wan-Bissaka,19,2,45,0,0,18.7,a,
611,Casey,19,2,40,0,0,0.1,u,0.0
612,L.Paquetá,19,3,59,0,-1,1.1,a,
613,Souček,19,3,59,0,-1,0.6,a,
614,Ward-Prowse,19,3,59,-1,-1,0.3,a,
615,Summerville,19,3,55,0,0,0.0,i,0.0
616,Álvarez,19,3,49,-1,-1,0.1,u,
617,Cornet,19,3,49,-1,-1,0.0,a,
618,G.Rodriguez,19,3,50,0,0,0.1,a,
619,L.Guilherme,19,3,50,0,0,0.0,i,0.0
620,Earthy,19,3,45,0,0,0.1,a,100.0
621,Irving,19,3,45,0,0,0.3,a,
622,Orford,19,3,45,0,0,0.1,a,
623,Potts,19,3,45,0,0,0.6,a,
624,Bowen,19,4,79,0,-1,10.0,a,
625,Füllkrug,19,4,59,-1,-1,2.5,a,
626,Marshall,19,4,45,0,0,0.7,a,
659,Walker-Peters,19,2,45,0,0,0.4,a,
671,Wilson,19,4,60,0,0,0.4,a,
679,Hermansen,19,1,45,0,0,0.3,a,
627,Johnstone,20,1,45,0,0,0.1,a,
628,José Sá,20,1,45,0,0,1.9,a,
629,Bentley,20,1,40,0,0,0.7,a,
631,Agbadou,20,2,45,0,0,0.4,a,
632,Doherty,20,2,45,0,0,0.2,a,
633,H.Bueno,20,2,45,0,0,0.1,a,
634,Mosquera,20,2,45,0,0,0.1,a,
635,R.Gomes,20,2,45,0,0,0.1,a,
636,S.Bueno,20,2,45,0,0,0.0,a,
637,Toti,20,2,45,0,0,0.2,a,
638,Hoever,20,2,40,0,0,2.0,d,
639,Meupiyou,20,2,40,0,0,0.0,u,0.0
640,Pedro Lima,20,2,40,0,0,1.0,a,
641,Pond,20,2,40,0,0,1.4,a,
642,Hee Chan,20,3,59,-1,-1,0.1,a,
643,André,20,3,55,0,0,0.1,a,
644,Bellegarde,20,3,55,0,0,0.1,a,
645,Fer López,20,3,55,0,0,0.0,a,
646,Gomes,20,3,55,0,0,0.1,a,
647,Guedes,20,3,55,0,0,0.0,u,0.0
648,Munetsi,20,3,55,0,0,0.1,a,
649,B.Traore,20,3,50,0,0,0.0,u,0.0
650,Chirewa,20,3,45,0,0,0.3,a,
651,Edozie,20,3,45,0,0,0.3,a,
652,Gonzalez,20,3,45,0,0,1.4,a,
653,Hodge,20,3,45,0,0,0.1,u,0.0
654,Strand Larsen,20,4,65,0,0,4.2,a,
655,Fábio Silva,20,4,50,0,0,0.5,a,
656,Kalajdžić,20,4,50,0,0,0.1,a,
657,Chiwome,20,4,45,0,0,0.0,i,0.0
658,Fraser,20,4,45,0,0,2.4,a,
663,J.Arias,20,3,54,-1,-1,0.5,a,
682,Møller Wolfe,20,2,45,0,0,0.1,a,
695,Tchatchoua,20,2,45,0,0,0.0,a,
