element,web_name,team_name,position,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,in_dreamteam,team,element_type
11,White,Arsenal,DEF,16,30,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,8.4,2.0,1.0,0,3,0,0,1,0.00,0.01,0.01,0.14,False,1,2
12,Zinchenko,Nott'm Forest,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,16,2
13,Clarke,Arsenal,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,2
14,Kacurri,Arsenal,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,2
15,Nichols,Arsenal,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,2
16,Saka,Arsenal,MID,16,90,11,0,2,0,1,0,0,0,0,0,0,3,52,21.6,59.5,14.0,9.5,0,2,0,2,1,0.03,0.42,0.45,0.38,False,1,3
17,Ødegaard,Arsenal,MID,16,33,1,0,0,0,1,0,0,0,0,0,0,0,2,0.0,15.9,9.0,2.5,0,3,0,3,0,0.12,0.02,0.14,0.09,False,1,3
18,Madueke,Arsenal,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,3
19,Martinelli,Arsenal,MID,16,56,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,2.4,24.0,2.0,0,1,0,1,1,0.34,0.03,0.37,0.28,False,1,3
20,Trossard,Arsenal,MID,16,33,1,0,0,0,1,0,0,0,0,0,0,0,9,9.6,38.2,6.0,5.4,1,3,1,5,0,0.03,0.21,0.24,0.09,False,1,3
21,Rice,Arsenal,MID,16,90,2,0,0,0,1,0,0,0,0,0,0,0,12,9.2,26.4,16.0,5.2,2,4,0,6,1,0.14,0.13,0.27,0.38,False,1,3
22,Merino,Arsenal,MID,16,32,1,0,0,0,1,0,0,0,0,0,0,0,5,5.8,3.5,5.0,1.4,3,2,0,5,0,0.05,0.00,0.05,0.09,False,1,3
23,Fábio Vieira,Arsenal,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,3
24,Nørgaard,Arsenal,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,3
25,Nwaneri,Arsenal,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,3
26,Zubimendi,Arsenal,MID,16,57,1,0,0,0,0,0,0,0,0,0,0,0,6,5.4,16.9,0.0,2.2,2,2,0,4,1,0.00,0.03,0.03,0.28,False,1,3
27,Nelson,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
28,Kabia,Arsenal,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,3
29,Sambi,Arsenal,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,3
30,Havertz,Arsenal,FWD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,1,4
31,G.Jesus,Arsenal,FWD,16,9,1,0,0,0,1,0,0,0,0,0,0,0,5,4.2,0.6,17.0,2.2,1,2,0,3,0,0.12,0.00,0.12,0.09,False,1,4
32,Martinez,Aston Villa,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,1
33,M.Bizot,Aston Villa,GK,16,90,1,0,0,0,2,0,0,0,0,0,1,0,7,8.2,0.0,0.0,0.8,1,7,0,0,1,0.00,0.00,0.00,1.03,False,2,1
34,Gauci,Aston Villa,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,1
35,Marschall,Aston Villa,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,1
36,Cash,Aston Villa,DEF,16,90,0,0,0,0,2,0,0,0,1,0,0,0,7,11.6,12.8,0.0,2.4,3,4,3,6,1,0.00,0.01,0.01,1.03,False,2,2
37,Digne,Aston Villa,DEF,16,15,1,0,0,0,0,0,0,0,0,0,0,0,8,6.2,0.9,17.0,2.4,0,3,1,1,0,0.01,0.00,0.01,0.04,False,2,2
38,Konsa,Aston Villa,DEF,16,90,1,0,0,0,2,0,0,0,0,0,0,0,2,6.4,2.1,0.0,0.9,2,4,0,2,1,0.00,0.02,0.02,1.03,False,2,2
39,Maatsen,Aston Villa,DEF,16,74,1,0,0,0,2,0,0,0,0,0,0,0,9,15.4,3.4,2.0,2.1,1,7,4,5,1,0.00,0.02,0.02,0.98,False,2,2
40,Mings,Aston Villa,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
41,Pau,Aston Villa,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
42,A.García,Aston Villa,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
43,Alex Moreno,Aston Villa,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
44,Bogarde,Aston Villa,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
45,Sousa,Aston Villa,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
46,Yasin,Aston Villa,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
47,Rogers,Aston Villa,MID,16,90,15,2,0,0,2,0,0,0,0,0,0,3,54,74.4,8.3,36.0,11.9,2,0,3,5,1,0.63,0.10,0.73,1.03,True,2,3
48,Tielemans,Aston Villa,MID,16,90,6,0,1,0,2,0,0,0,0,0,0,1,32,34.4,18.8,2.0,5.5,3,3,2,8,1,0.00,0.09,0.09,1.03,False,2,3
49,Bailey,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
50,Buendía,Aston Villa,MID,16,15,1,0,0,0,0,0,0,0,0,0,0,0,8,9.6,22.1,0.0,3.2,0,2,2,4,0,0.00,0.00,0.00,0.04,False,2,3
51,Iling Jr,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
52,J.Ramsey,Newcastle,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,15,3
53,Malen,Aston Villa,MID,16,26,1,0,0,0,0,0,0,0,0,0,0,0,6,5.2,10.3,9.0,2.5,0,1,0,1,0,0.02,0.01,0.03,0.09,False,2,3
54,McGinn,Aston Villa,MID,16,90,2,0,0,0,2,0,0,0,0,0,0,0,16,14.0,19.8,2.0,3.6,2,6,3,11,1,0.00,0.33,0.33,1.03,False,2,3
55,Barkley,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
56,Barrenechea,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
57,Dobbin,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
58,Kamara,Aston Villa,MID,16,90,1,0,0,0,2,0,0,0,1,0,0,0,11,5.4,7.3,0.0,1.3,2,7,1,10,1,0.00,0.04,0.04,1.03,False,2,3
59,Onana,Aston Villa,MID,16,63,2,0,0,0,2,0,0,0,0,0,0,0,15,8.2,6.8,2.0,1.7,2,0,2,4,1,0.00,0.02,0.02,0.94,False,2,3
60,Broggio,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
61,Dendoncker,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
62,Jimoh-Aloba,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
63,Young,Aston Villa,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
64,Watkins,Aston Villa,FWD,16,74,5,0,1,0,2,0,0,0,0,0,0,0,13,0.0,1.3,4.0,0.4,0,0,0,0,1,0.00,0.01,0.01,0.98,False,2,4
65,Redmond,Aston Villa,FWD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,4
66,Neto,Bournemouth,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
67,Petrović,Bournemouth,GK,16,90,1,0,0,0,4,0,0,0,0,0,5,0,3,26.6,0.0,0.0,2.7,2,9,0,0,1,0.00,0.00,0.00,3.29,False,4,1
68,Dennis,Bournemouth,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
69,McKenna,Bournemouth,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
70,Paulsen,Bournemouth,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
71,Zabarnyi,Bournemouth,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
72,Senesi,Bournemouth,DEF,16,90,1,0,0,0,4,0,0,0,1,0,0,0,2,53.6,11.7,21.0,8.6,16,5,5,21,1,0.02,0.05,0.07,3.29,False,4,2
73,Smith,Bournemouth,DEF,16,90,2,0,1,0,4,0,0,0,1,0,0,0,-5,22.2,11.1,4.0,3.7,4,2,0,4,1,0.00,0.01,0.01,3.29,False,4,2
74,Truffert,Bournemouth,DEF,16,90,0,0,0,0,4,0,0,0,0,0,0,0,-6,12.8,2.3,4.0,1.9,6,2,3,9,1,0.00,0.02,0.02,3.29,False,4,2
75,Akinmboni,Bournemouth,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
76,Bevan,Bournemouth,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
77,Hill,Bournemouth,DEF,16,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
78,J.Araujo,Bournemouth,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
79,Mepham,Bournemouth,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
80,Soler,Bournemouth,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
81,Kluivert,Bournemouth,MID,16,90,2,0,0,0,4,0,0,0,0,0,0,0,12,4.6,31.5,7.0,4.3,0,6,0,6,1,0.02,0.16,0.18,3.29,False,4,3
82,Semenyo,Bournemouth,MID,16,90,6,1,0,0,4,0,0,0,1,0,0,0,27,39.2,21.8,17.0,7.8,3,4,0,7,1,0.13,0.04,0.17,3.29,False,4,3
83,O.Dango,Brentford,MID,16,90,2,0,0,0,1,0,0,0,0,0,0,0,2,2.8,2.4,10.0,1.5,2,6,1,9,1,0.14,0.01,0.15,1.52,False,5,3
84,Tavernier,Bournemouth,MID,16,90,12,1,1,0,4,0,0,0,0,0,0,2,44,62.4,32.4,40.0,13.5,2,4,1,7,1,0.85,0.02,0.87,3.29,False,4,3
85,Adams,Bournemouth,MID,16,4,1,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.0,0.0,0.4,1,0,0,1,1,0.00,0.00,0.00,0.18,False,4,3
86,Brooks,Bournemouth,MID,16,1,1,0,0,0,0,0,0,0,0,0,0,0,2,7.2,0.3,36.0,4.4,0,0,0,0,0,0.28,0.00,0.28,0.00,False,4,3
87,Christie,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
88,Cook,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
89,Philip,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
90,Scott,Bournemouth,MID,16,85,2,0,0,0,4,0,0,0,0,0,0,0,10,8.6,1.6,5.0,1.5,4,6,1,11,0,0.12,0.01,0.13,3.11,False,4,3
91,Sinisterra,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
92,Faivre,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
93,H.Traorè,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
94,Sadi,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
95,Silcott-Duberry,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
96,Winterburn,Bournemouth,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
97,Evanilson,Bournemouth,FWD,16,77,6,1,0,0,3,0,0,0,0,0,0,0,34,32.2,1.9,20.0,5.4,0,2,0,2,1,0.28,0.05,0.33,2.81,False,4,4
98,Enes Ünal,Bournemouth,FWD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,4
99,Adu-Adjei,Bournemouth,FWD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,4
100,Kroupi.Jr,Bournemouth,FWD,16,12,5,1,0,0,1,0,0,0,0,0,0,0,29,33.0,0.3,17.0,5.0,0,0,0,0,0,0.23,0.00,0.23,0.49,False,4,4
101,Kelleher,Brentford,GK,16,90,3,0,0,0,1,0,0,0,0,0,3,0,14,29.6,0.0,0.0,3.0,3,6,0,0,1,0.00,0.00,0.00,1.52,False,5,1
102,Balcombe,Brentford,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
103,Cox,Brentford,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
104,Eyestone,Brentford,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
105,Valdimarsson,Brentford,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
106,Collins,Brentford,DEF,16,90,4,0,0,0,1,0,0,0,0,0,0,0,9,34.6,1.3,9.0,4.5,13,3,0,13,1,0.05,0.01,0.06,1.52,False,5,2
107,Lewis-Potter,Brentford,DEF,16,60,6,0,0,1,0,0,0,0,0,0,0,0,21,6.2,8.4,19.0,3.4,1,0,0,1,1,0.21,0.03,0.24,0.72,False,5,2
108,Ajer,Brentford,DEF,16,9,1,0,0,0,1,0,0,0,0,0,0,0,1,6.2,10.2,2.0,1.8,2,0,0,2,0,0.00,0.00,0.00,0.46,False,5,2
109,Henry,Brentford,DEF,16,29,4,0,1,0,1,0,0,0,0,0,0,0,8,1.2,0.2,2.0,0.3,1,1,0,1,0,0.00,0.00,0.00,0.79,False,5,2
110,Kayode,Brentford,DEF,16,90,5,0,0,0,1,0,0,0,0,0,0,1,25,29.0,14.6,2.0,4.6,6,6,5,11,1,0.00,0.02,0.02,1.52,False,5,2
111,Pinnock,Brentford,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
112,Roerslev,Brentford,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
113,Van den Berg,Brentford,DEF,16,90,4,0,0,0,1,0,0,0,0,0,0,0,16,32.4,1.0,2.0,3.5,14,3,0,14,1,0.00,0.01,0.01,1.52,False,5,2
114,Arthur,Brentford,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
115,Fredrick,Brentford,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
116,Hickey,Brentford,DEF,16,60,6,0,0,1,0,0,0,0,0,0,0,0,23,3.6,1.9,0.0,0.6,3,5,0,3,1,0.00,0.01,0.01,0.72,False,5,2
117,Ji-soo,Brentford,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
118,Meghoma,Brentford,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
119,Mbeumo,Man Utd,MID,16,90,2,0,0,0,4,0,0,0,0,0,0,0,10,13.0,30.4,40.0,8.3,2,1,2,5,1,0.40,0.48,0.88,1.62,False,14,3
120,Schade,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
121,Damsgaard,Brentford,MID,16,29,1,0,0,0,1,0,0,0,0,0,0,0,6,3.6,0.9,0.0,0.5,2,1,1,4,0,0.00,0.03,0.03,0.79,False,5,3
122,Milambo,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
123,Carvalho,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
124,Henderson,Brentford,MID,16,90,9,1,0,0,1,0,0,0,0,0,0,2,29,47.2,27.1,20.0,9.4,1,4,1,6,1,0.26,0.04,0.30,1.52,False,5,3
125,Janelt,Brentford,MID,16,79,3,0,0,1,0,0,0,0,0,0,0,0,13,15.8,4.4,0.0,2.0,6,0,3,9,1,0.00,0.01,0.01,1.06,False,5,3
126,Jensen,Brentford,MID,16,80,3,0,0,1,0,0,0,0,0,0,0,0,15,3.0,5.3,3.0,1.1,0,4,1,5,1,0.06,0.04,0.10,1.06,False,5,3
127,Nunes,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
128,Onyeka,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
129,Yarmoliuk,Brentford,MID,16,10,1,0,0,0,1,0,0,0,0,0,0,0,4,6.2,0.3,0.0,0.7,2,0,0,2,0,0.00,0.00,0.00,0.46,False,5,3
130,Donovan,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
131,Konak,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
132,Maghoma,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
133,Peart-Harris,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
134,Trevitt,Brentford,MID,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
135,Wissa,Newcastle,FWD,16,15,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2,0,0,0,0,0,0.00,0.00,0.00,0.03,False,15,4
136,Thiago,Brentford,FWD,16,90,2,0,0,0,1,0,0,0,0,0,0,0,4,4.4,4.4,0.0,0.9,3,3,0,6,1,0.00,0.01,0.01,1.52,False,5,4
137,Morgan,Brentford,FWD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,4
138,Steele,Brighton,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
139,Verbruggen,Brighton,GK,16,90,1,0,0,0,2,0,0,0,0,0,2,0,11,14.8,0.0,0.0,1.5,0,15,0,0,1,0.00,0.00,0.00,1.89,False,6,1
140,McGill,Brighton,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
141,Rushworth,Brighton,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
142,Scherpen,Brighton,GK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
143,Boscagli,Brighton,DEF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,2
