id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,61,1,1,85698,23613,42.1,a,,,450,30,0.0,0.01,0.01
2,Arrizabalaga,1,1,49,0,-1,62,132,0.1,a,,,0,0,0.0,0.0,0.0
3,Meslier,1,1,49,0,-1,22,53,0.0,a,,,0,0,0.0,0.0,0.0
4,Gabriel,1,2,80,0,0,12401,40247,22.9,a,,,450,25,0.51,0.2,0.71
5,J.Timber,1,2,65,0,0,6770,2036,0.3,a,100.0,,104,1,0.0,0.03,0.03
6,Saliba,1,2,59,0,-1,211,604,0.2,i,0.0,Back injury - Unknown return date,0,0,0.0,0.0,0.0
7,Lewis-Skelly,1,3,54,-1,-1,483,3340,0.6,a,,,271,9,0.16,0.23,0.39
8,Calafiori,1,2,58,0,3,43040,36498,50.6,a,,,416,29,0.67,0.62,1.29
9,Hincapie,1,2,52,-1,-3,745,3654,0.9,a,,,32,2,0.0,0.0,0.0
10,White,1,2,55,0,0,2998,39231,5.2,d,100.0,Groin injury - 75% chance of playing,315,21,0.18,0.29,0.47
11,Mosquera,1,2,53,0,-2,615,5527,1.7,a,100.0,,168,12,0.0,0.01,0.01
12,Saka,1,3,95,0,0,55351,26956,13.4,a,,,416,32,3.22,0.98,4.2
13,Rice,1,3,74,0,-1,6303,29317,12.2,a,,,411,20,0.12,0.69,0.81
14,Eze,1,3,63,0,-2,1060,3976,1.0,a,,,85,4,0.04,0.09,0.13
15,Ødegaard,1,3,68,0,3,44055,55776,19.9,a,,,377,29,1.08,1.32,2.4
16,Madueke,1,3,62,0,-3,421,938,0.2,a,,,23,2,0.0,0.05,0.05
17,Merino,1,3,58,0,-2,354,1777,0.4,a,,,81,4,0.14,0.15,0.29
18,Martinelli,1,3,63,0,-2,0,307,0.1,u,0.0,Has joined Al Hilal permanently,0,0,0.0,0.0,0.0
19,Zubimendi,1,3,53,0,-2,261,2257,0.6,a,,,89,5,0.21,0.04,0.25
20,Dowman,1,3,53,0,-2,269,332,0.1,a,,,9,1,0.0,0.08,0.08
22,Nwaneri,1,3,54,0,-1,0,27,0.0,u,0.0,Has joined Borussia Dortmund on loan for the rest of the season,0,0,0.0,0.0,0.0
23,Fábio Vieira,1,3,55,0,0,0,25,0.0,u,0.0,Has joined Hamburger SV permanently,0,0,0.0,0.0,0.0
24,Nelson,1,3,55,0,0,0,10,0.0,u,0.0,has departed the club as a free agent.,0,0,0.0,0.0,0.0
25,Gyökeres,1,4,71,-1,-4,3091,9711,3.1,a,,,29,2,0.0,0.23,0.23
26,Havertz,1,4,76,0,1,35448,27769,8.5,a,,,437,19,1.67,0.37,2.04
27,G.Jesus,1,4,59,0,-1,0,551,0.1,u,0.0,Has joined FC Barcelona permanently,0,0,0.0,0.0,0.0
31,Konsa,1,2,46,1,1,58103,25419,19.4,a,,,281,12,0.23,0.02,0.25
452,Bruno G.,1,3,67,0,-3,2700,4391,1.8,a,100.0,,123,9,0.09,0.16,0.25
557,Tzolis,1,3,63,-1,-2,6852,101531,12.5,a,,,362,16,0.19,0.55,0.74
29,M.Bizot,2,1,45,0,0,32,629,0.1,i,0.0,Back injury - Expected back 10 Oct,90,1,0.0,0.0,0.0
30,Digne,2,2,45,0,0,0,123,0.0,u,0.0,Has joined Paris Saint-Germain permanently,0,0,0.0,0.0,0.0
32,Cash,2,2,44,0,-1,1630,15971,4.9,a,100.0,,296,6,0.15,0.04,0.19
33,Mings,2,2,45,0,0,989,787,0.4,a,,,261,10,0.2,0.02,0.22
34,Pau,2,2,45,0,0,16,2022,0.3,i,0.0,Hamstring injury - Expected back 10 Oct,187,3,0.0,0.01,0.01
35,Bogarde,2,3,50,0,0,105,263,0.1,a,,,16,1,0.0,0.0,0.0
36,Maatsen,2,2,45,0,0,30,4008,0.5,i,0.0,Ankle injury - Unknown return date,335,9,0.28,0.45,0.73
37,Lindelöf,2,2,45,0,0,590,704,0.3,a,,,450,8,0.44,0.17,0.61
38,A.García,2,2,40,0,0,1096,3632,1.5,a,,,0,0,0.0,0.0,0.0
39,Nedeljkovic,2,2,40,0,0,0,308,0.1,u,0.0,Has joined Rangers on loan for the rest of the season,0,0,0.0,0.0,0.0
41,Buendía,2,3,59,0,-1,6965,2291,0.9,a,,,401,21,0.92,0.24,1.16
44,Bailey,2,3,54,0,-1,0,291,0.1,u,0.0,Has joined Olympiakos permanently,0,0,0.0,0.0,0.0
45,McGinn,2,3,54,0,-1,3976,5012,2.2,a,,,434,17,0.77,0.24,1.01
46,Barkley,2,3,50,0,0,331,1090,0.3,a,,,308,10,0.38,0.14,0.52
47,Kamara,2,3,50,0,0,735,930,0.3,a,100.0,,443,15,0.12,0.16,0.28
48,Onana,2,3,49,0,-1,20,56,0.0,i,0.0,Knee injury - Unknown return date,0,0,0.0,0.0,0.0
49,Iling Jr,2,3,50,0,0,0,7,0.0,u,0.0,Has joined Bolton Wanderers on loan for the rest of the season,0,0,0.0,0.0,0.0
50,Burrowes,2,3,45,0,0,361,2106,0.6,a,,,0,0,0.0,0.0,0.0
51,George Hemmings,2,3,45,0,0,1965,6309,1.2,a,,,297,9,0.07,0.16,0.23
52,Alysson,2,3,50,0,0,51,490,0.1,d,,Unspecified injury - 75% chance of playing,87,8,0.06,0.0,0.06
53,Manzambi,2,3,59,0,-1,19445,1359,0.3,a,100.0,,98,14,0.44,0.24,0.68
54,Gomes,2,3,55,0,0,238,98,0.0,a,100.0,,129,2,0.0,0.03,0.03
55,Watkins,2,4,78,0,-2,0,6867,2.6,u,0.0,Has joined Al Hilal permanently,0,0,0.0,0.0,0.0
56,Abraham,2,4,55,0,0,981,1008,0.2,a,100.0,,71,4,0.0,0.0,0.0
160,Garnacho,2,3,58,0,-2,279,1689,0.3,a,,,31,3,0.0,0.0,0.0
166,N.Jackson,2,4,65,0,0,21090,4284,1.4,a,,,286,10,0.68,0.6,1.28
582,Madjo,2,4,54,0,-1,100,1203,0.2,i,0.0,Unspecified injury - Unknown return date,0,0,0.0,0.0,0.0
596,Ruggeri,2,2,45,0,0,317,203,0.1,a,,,113,5,0.03,0.02,0.05
597,Suzuki,2,1,50,0,0,8560,3671,1.9,a,,,360,16,0.0,0.01,0.01
606,Rowe,2,2,40,0,0,179,536,0.2,a,,,0,0,0.0,0.0,0.0
607,Lynch,2,3,45,0,0,0,421,0.1,u,0.0,Has joined Oxford United on loan until January,0,0,0.0,0.0,0.0
611,Wan-Bissaka,2,2,45,0,0,883,812,0.2,a,,,152,6,0.0,0.07,0.07
618,Goretzka,2,3,59,0,-1,8,275,0.0,i,0.0,Knee injury - Expected back 10 Oct,0,0,0.0,0.0,0.0
630,Harwood-Bellis,2,2,45,0,0,105,106,0.0,a,,,0,0,0.0,0.0,0.0
631,Mbaye,2,3,60,0,0,543,776,0.1,a,,,33,2,0.02,0.13,0.15
667,Wright,2,1,40,0,0,3325,231,0.0,a,,,0,0,0.0,0.0,0.0
57,Petrović,3,1,45,0,0,3330,6282,3.0,a,,,450,9,0.0,0.0,0.0
58,Forster,3,1,40,0,0,5019,3842,3.5,a,,,0,0,0.0,0.0,0.0
59,Dennis,3,1,40,0,0,0,335,0.1,u,0.0,Has joined MK Dons permanently,0,0,0.0,0.0,0.0
60,Hill,3,2,55,0,0,1685,1710,0.8,a,,,450,12,0.0,0.79,0.79
61,Truffert,3,2,55,0,0,2669,7095,3.1,a,,,450,10,0.11,0.29,0.4
62,Diakité,3,2,49,-1,-1,349,578,0.2,a,,,0,0,0.0,0.0,0.0
63,Milosavljević,3,2,49,0,-1,12,21,0.0,i,0.0,Thigh injury - Unknown return date,0,0,0.0,0.0,0.0
64,Smith,3,2,45,0,0,231,261,0.1,a,,,434,4,0.01,0.09,0.1
65,J.Araujo,3,2,44,0,-1,20,30,0.0,i,0.0,Thigh injury - Unknown return date,0,0,0.0,0.0,0.0
66,Soler,3,2,40,0,0,467,666,0.3,a,100.0,,0,0,0.0,0.0,0.0
67,Rayan,3,3,63,-1,-2,2281,6078,1.6,a,,,434,10,0.87,0.43,1.3
68,Tavernier,3,3,61,0,1,50772,24778,6.7,a,,,424,31,1.7,0.92,2.62
69,Scott,3,3,61,0,1,13044,24167,5.7,a,,,446,30,0.64,0.42,1.06
70,Kluivert,3,3,60,0,0,2232,9887,0.9,i,,Unspecified injury - Unknown return date,294,15,0.99,0.08,1.07
71,Cook,3,3,50,0,0,160,702,0.2,a,,,180,8,0.0,0.01,0.01
72,Gannon-Doak,3,3,49,0,-1,81,230,0.1,a,,,12,4,0.12,0.05,0.17
73,Adams,3,3,50,0,0,611,998,0.3,a,100.0,,279,12,0.03,0.07,0.1
74,Brooks,3,3,50,0,0,94,205,0.1,a,100.0,,45,3,0.0,0.07,0.07
75,Christie,3,3,50,0,0,167,144,0.0,a,100.0,,102,5,0.5,0.13,0.63
76,Tóth.A,3,3,49,0,-1,14,32,0.0,a,,,17,2,0.0,0.0,0.0
77,Adli,3,3,49,0,-1,14,47,0.0,i,0.0,Calf injury - Unknown return date,0,0,0.0,0.0,0.0
78,Kroupi.Jr,3,3,74,0,-1,92,475,0.2,i,0.0,Foot injury - Expected back 7 Nov,0,0,0.0,0.0,0.0
79,Evanilson,3,4,60,0,0,10404,12794,3.2,a,,,424,18,0.87,0.52,1.39
80,Enes Ünal,3,4,55,0,0,0,23,0.0,u,0.0,Has joined Getafe permanently,0,0,0.0,0.0,0.0
81,Rodríguez,3,4,60,0,0,428,392,0.1,a,100.0,,10,2,0.0,0.0,0.0
566,Silva,3,2,50,0,0,1904,1222,0.4,a,,,450,13,0.85,0.29,1.14
573,Sanchez,3,2,44,0,-1,98,242,0.2,a,,,0,0,0.0,0.0,0.0
608,Jebbison,3,4,50,0,0,515,520,0.1,a,,,31,3,0.1,0.0,0.1
615,Di Gregorio,3,1,45,0,0,112,112,0.0,a,,,0,0,0.0,0.0,0.0
82,Kelleher,4,1,50,0,0,13088,6877,6.1,a,,,450,20,0.0,0.01,0.01
83,Valdimarsson,4,1,45,0,0,153,200,0.1,a,,,0,0,0.0,0.0,0.0
84,Collins,4,2,54,0,-1,65,5673,1.0,i,0.0,Calf injury - Unknown return date,196,10,0.51,0.05,0.56
85,Van den Berg,4,2,49,0,-1,22,173,0.1,i,0.0,Groin injury - Unknown return date,0,0,0.0,0.0,0.0
86,Lewis-Potter,4,3,55,0,0,2477,8091,1.7,a,,,406,22,1.21,0.79,2.0
87,Ajer,4,2,45,0,0,7366,12546,3.9,a,,,450,21,0.13,0.08,0.21
88,Kayode,4,2,46,0,1,9018,12199,7.7,a,,,294,23,0.55,0.43,0.98
89,Henry,4,2,44,0,-1,101,346,0.2,a,,,2,1,0.0,0.0,0.0
90,Hickey,4,2,45,0,0,99,146,0.1,a,,,152,5,0.03,0.06,0.09
92,Ji-soo,4,2,44,-1,-1,41,60,0.0,a,,,0,0,0.0,0.0,0.0
93,Schuster,4,2,45,0,0,11056,1046,0.2,a,,,253,21,0.1,0.54,0.64
94,Schade,4,3,61,0,1,246325,11333,10.0,a,,,447,39,1.52,0.32,1.84
95,O.Dango,4,3,63,0,-2,462,2298,0.5,a,,,179,7,0.09,0.39,0.48
96,Damsgaard,4,3,54,0,-1,896,1311,0.4,a,,,283,16,0.17,0.73,0.9
97,Jensen,4,3,54,0,-1,10,379,0.1,i,0.0,Unspecified injury - Expected back 10 Oct,66,6,0.08,0.34,0.42
98,Janelt,4,3,50,0,0,12781,11398,2.5,a,,,450,28,0.53,0.44,0.97
99,Milambo,4,3,50,0,0,5,6,0.0,i,0.0,Knee injury - Unknown return date,0,0,0.0,0.0,0.0
100,Carvalho,4,3,50,0,0,413,105,0.0,a,100.0,,3,6,0.43,0.0,0.43
102,Yarmoliuk,4,3,48,0,-2,777,1925,0.7,a,,,216,9,0.1,0.3,0.4
103,Dasilva,4,3,49,0,-1,6,55,0.0,i,0.0,Hamstring injury - Expected back 10 Oct,0,0,0.0,0.0,0.0
105,Anthony,4,3,59,0,-1,1439,334,0.1,a,,,267,15,1.15,0.54,1.69
106,Thiago,4,4,78,0,-2,33922,21533,9.0,a,,,442,10,3.13,0.16,3.29
107,Furo,4,4,45,0,0,374,6115,0.9,i,0.0,Unspecified injury - Unknown return date,0,0,0.0,0.0,0.0
108,Wilson,4,4,54,-1,-1,662,1590,0.3,a,,,13,3,0.07,0.04,0.11
565,M.Sangaré,4,3,56,-1,1,5311,101200,10.3,a,,,321,22,0.41,0.65,1.06
620,Diouf,4,2,45,0,0,277,436,0.1,a,,,39,2,0.0,0.01,0.01
657,Nunes,4,3,45,0,0,218,161,0.0,a,,,0,0,0.0,0.0,0.0
660,Fredrick,4,2,40,0,0,294,35,0.0,a,,,0,0,0.0,0.0,0.0
661,Balcombe,4,1,40,0,0,1928,257,0.0,a,,,0,0,0.0,0.0,0.0
109,Verbruggen,5,1,45,0,0,40720,41665,21.7,a,,,450,23,0.0,0.2,0.2
111,Steele,5,1,40,0,0,4497,8990,4.2,a,,,0,0,0.0,0.0,0.0
113,F.Kadıoğlu,5,2,44,0,-1,2474,4171,1.6,a,100.0,,332,13,0.12,0.13,0.25
114,Boscagli,5,2,45,0,0,1236,420,0.3,a,,,437,19,0.07,0.53,0.6
115,De Cuyper,5,2,49,0,4,179798,10029,26.7,a,,,423,38,1.55,0.67,2.22
116,Dunk,5,2,45,0,0,6083,4390,1.5,a,,,360,22,0.03,0.09,0.12
117,Coppola,5,2,45,0,0,65,57,0.0,a,,,0,0,0.0,0.0,0.0
118,Igor,5,2,45,0,0,0,176,0.0,u,0.0,Has joined Burnley permanently,0,0,0.0,0.0,0.0
119,Costinha,5,2,45,0,0,79,82,0.0,a,,,68,4,0.12,0.3,0.42
120,Svoboda,5,2,50,0,0,747,266,0.1,a,,,4,1,0.0,0.0,0.0
121,Mitoma,5,3,59,0,-1,61,105,0.0,i,0.0,Hamstring injury - Expected back 10 Oct,0,0,0.0,0.0,0.0
122,Minteh,5,3,58,-1,-2,22,115,0.0,i,0.0,Leg injury - Expected back 28 Nov,0,0,0.0,0.0,0.0
123,Hinshelwood,5,3,59,0,-1,127,4286,0.6,i,0.0,Ankle injury - Expected back 10 Oct,63,16,1.41,0.02,1.43
124,Groß,5,3,58,1,3,548768,6143,26.4,a,,,450,47,1.77,0.86,2.63
125,Georginio,5,4,53,-1,-2,1451,2494,0.5,a,100.0,,104,6,0.17,0.45,0.62
126,O'Riley,5,3,54,0,-1,215,320,0.1,a,,,10,2,0.28,0.01,0.29
127,Gomez,5,3,50,0,0,7157,26401,4.0,a,,,433,24,0.79,0.78,1.57
128,Buonanotte,5,3,50,0,0,0,3,0.0,u,0.0,Has joined Elche on loan for the rest of the season,0,0,0.0,0.0,0.0
129,Ayari,5,3,54,0,-1,1315,1251,0.4,a,100.0,,333,15,0.7,0.18,0.88
130,Wieffer,5,2,49,0,-1,18,1203,0.2,i,0.0,Knee injury - Unknown return date,156,7,0.12,0.13,0.25
132,Howell,5,3,45,0,0,0,133,0.0,u,0.0,Has joined Leicester City on loan for the rest of the season,0,0,0.0,0.0,0.0
133,Watson,5,3,50,0,0,0,2,0.0,u,0.0,Has joined Leicester City on loan for the rest of the season,0,0,0.0,0.0,0.0
134,Oriola,5,3,45,0,0,193,845,0.2,a,,,0,0,0.0,0.0,0.0
135,Yohanna,5,3,49,0,-1,4,234,0.0,i,0.0,Unspecified injury - Expected back 10 Oct,12,1,0.0,0.03,0.03
137,Tzimas,5,4,54,0,-1,21,25,0.0,i,0.0,Knee injury - Unknown return date,0,0,0.0,0.0,0.0
138,Kostoulas,5,4,56,1,1,205864,6683,3.0,a,,,353,28,1.35,0.06,1.41
139,Ferguson,5,4,50,0,0,71,150,0.0,i,0.0,Ankle injury - Expected back 10 Oct,0,0,0.0,0.0,0.0
328,Struijk,5,2,49,0,-1,500,293,0.2,a,100.0,,98,7,0.16,0.01,0.17
504,Vuskovic,5,2,50,0,0,32487,6310,3.4,a,,,437,32,0.46,0.07,0.53
594,David,5,4,59,-1,-1,1735,1362,0.2,a,,,23,1,0.42,0.0,0.42
600,Osman,5,3,50,0,0,60,76,0.0,a,,,40,3,0.05,0.07,0.12
605,Yalcouyé,5,3,45,0,0,16327,22405,4.0,a,,,236,20,1.46,0.45,1.91
614,Hadjam,5,2,45,0,0,159,157,0.0,a,,,0,0,0.0,0.0,0.0
624,Cozier-Duberry,5,3,50,0,0,0,0,0.0,u,0.0,Has joined Middlesbrough on loan for the rest of the season,0,0,0.0,0.0,0.0
639,Andrés,5,3,55,0,0,1472,157,0.0,a,,,109,12,0.52,0.12,0.64
652,Azeez,5,3,55,0,0,13,31,0.0,i,0.0,Hamstring injury - Expected back 10 Oct,0,0,0.0,0.0,0.0
658,Ibrahim,5,3,45,0,0,173,124,0.0,a,,,0,0,0.0,0.0,0.0
28,Martinez,6,1,50,0,0,4015,13903,4.8,a,,,360,9,0.0,0.01,0.01
40,Rogers,6,3,77,0,2,81125,42570,40.2,a,,,437,29,1.72,1.23,2.95
101,Henderson,6,3,49,0,-1,286,76,0.0,a,50.0,,90,2,0.0,0.08,0.08
136,Welbeck,6,4,59,0,-1,4648,5823,1.0,a,100.0,,85,4,0.0,0.14,0.14
140,Sánchez,6,1,49,0,-1,0,2683,0.7,u,0.0,Has joined Como on loan for the rest of the season,90,2,0.0,0.01,0.01
141,Jörgensen,6,1,50,0,0,0,18,0.0,u,0.0,Has joined RC Strasbourg on loan for the rest of the season,0,0,0.0,0.0,0.0
142,James,6,2,54,0,-1,372,51399,6.1,d,75.0,Hamstring injury - 75% chance of playing,292,3,0.33,0.26,0.59
