id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,59,0,4,27086,28700,32.3,a,,,990,53,0.0,0.04,0.04
2,Arrizabalaga,1,1,42,0,-3,143,706,0.4,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,396,0.3,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,40,0,0,155,372,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,66,0,6,65832,12449,43.7,a,100.0,,990,81,0.82,0.69,1.51
6,Saliba,1,2,60,0,0,6679,14022,11.6,a,100.0,,724,39,0.29,0.23,0.52
7,Calafiori,1,2,58,0,3,15726,27567,16.0,a,,,856,61,2.24,0.25,2.49
8,J.Timber,1,2,61,0,6,27804,36879,25.6,a,,,881,67,2.08,0.64,2.72
9,Kiwior,1,2,54,0,-1,0,48,0.1,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,51,-1,-4,650,3347,1.6,a,,,86,6,0.0,0.0,0.0
11,White,1,2,53,0,-2,279,809,0.4,a,100.0,,70,6,0.01,0.01,0.02
13,Clarke,1,2,39,0,-1,156,759,0.4,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,230,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,39,0,-1,39,305,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,101,0,1,50276,20002,17.4,a,100.0,,681,45,2.41,2.26,4.67
17,Ødegaard,1,3,78,0,-2,81,1608,1.4,i,0.0,Knee injury - Expected back 23 Nov,201,13,0.14,0.81,0.95
18,Madueke,1,3,68,0,-2,32,759,0.6,i,0.0,Knee injury - Expected back 23 Nov,304,10,0.29,0.86,1.15
19,Martinelli,1,3,68,0,-2,32,3725,0.9,d,25.0,Muscle injury - 25% chance of playing,214,16,0.75,0.08,0.83
20,Trossard,1,3,69,0,-1,16755,1715,0.8,a,100.0,,642,40,1.92,1.15,3.07
21,Rice,1,3,69,1,4,100232,25135,20.5,a,100.0,,893,65,1.18,2.38,3.56
22,Merino,1,3,59,0,-1,4839,2895,1.0,a,,,413,23,0.72,0.23,0.95
23,Fábio Vieira,1,3,54,0,-1,0,9,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,52,0,-3,135,257,0.1,a,100.0,,14,2,0.05,0.0,0.05
25,Nwaneri,1,3,51,-1,-4,138,423,0.1,a,,,163,7,0.23,0.08,0.31
26,Zubimendi,1,3,54,0,-1,4730,10052,2.9,a,75.0,,937,48,0.54,1.0,1.54
28,Kabia,1,3,45,0,0,0,162,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,69,0.1,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,84,211,0.3,i,0.0,Knee injury - Expected back 23 Nov,30,1,0.0,0.01,0.01
31,G.Jesus,1,4,64,0,-1,67,78,0.0,i,0.0,Knee injury - Expected back 23 Nov,0,0,0.0,0.0,0.0
