id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
1,Raya,1,1,56,25.0,20383.0,60260.0,up,a,0,stable,0.0,0.0,48h+
2,Arrizabalaga,1,1,43,0.6,-324.0,-1210.0,down,a,0,stable,0.0,0.0,48h+
3,Hein,1,1,40,0.4,-336.0,-1028.0,down,u,1,stable,0.0,0.0,48h+
4,Setford,1,1,40,0.2,0.0,30.0,flat,a,0,stable,0.0,0.0,48h+
5,Gabriel,1,2,61,23.3,16548.0,50853.0,up,a,0,stable,0.0,0.0,48h+
6,Saliba,1,2,60,12.4,-1885.0,-5090.0,down,a,0,stable,0.0,0.0,48h+
7,Calafiori,1,2,57,14.5,8481.0,26284.0,up,a,0,stable,0.0,0.0,48h+
8,J.Timber,1,2,58,13.9,10443.0,35479.0,up,a,0,stable,0.0,0.0,48h+
9,Kiwior,1,2,54,0.1,-47.0,-161.0,down,u,1,stable,0.0,0.0,48h+
10,Lewis-Skelly,1,2,53,2.0,-1887.0,-7286.0,down,a,0,stable,0.0,0.0,48h+
11,White,1,2,54,0.5,-268.0,-791.0,down,a,1,stable,0.0,0.0,48h+
13,Clarke,1,2,40,0.5,-138.0,-603.0,down,a,0,stable,0.0,0.0,48h+
14,Kacurri,1,2,39,0.2,-256.0,-1132.0,down,u,0,stable,0.0,0.0,48h+
15,Nichols,1,2,39,0.2,487.0,1554.0,up,a,0,stable,0.0,0.0,48h+
16,Saka,1,3,98,4.8,22185.0,76773.0,up,a,1,stable,0.0,0.0,48h+
17,Ødegaard,1,3,79,1.8,-2649.0,-9662.0,down,d,1,stable,0.0,0.0,48h+
18,Madueke,1,3,70,1.2,-8413.0,-32433.0,down,i,1,-0.1,0.0,1.0,6–12h
19,Martinelli,1,3,69,1.1,883.0,3683.0,up,a,0,stable,0.0,0.0,48h+
20,Trossard,1,3,69,0.3,39.0,147.0,up,a,0,stable,0.0,0.0,48h+
21,Rice,1,3,65,8.0,-6811.0,-25090.0,down,a,0,stable,0.0,0.0,48h+
22,Merino,1,3,59,0.5,-277.0,-1011.0,down,a,0,stable,0.0,0.0,48h+
23,Fábio Vieira,1,3,54,0.0,-12.0,-59.0,down,u,1,stable,0.0,0.0,48h+
24,Nørgaard,1,3,53,0.2,-161.0,-577.0,down,a,0,stable,0.0,0.0,48h+
25,Nwaneri,1,3,53,0.2,-99.0,-387.0,down,a,0,stable,0.0,0.0,48h+
26,Zubimendi,1,3,55,4.2,4727.0,16326.0,up,a,0,stable,0.0,0.0,48h+
28,Kabia,1,3,45,0.2,-179.0,-630.0,down,u,1,stable,0.0,0.0,48h+
29,Sambi,1,3,45,0.1,-91.0,-303.0,down,u,1,stable,0.0,0.0,48h+
30,Havertz,1,4,73,0.4,-156.0,-601.0,down,i,1,stable,0.0,0.0,48h+
31,G.Jesus,1,4,64,0.0,-2.0,-44.0,down,i,1,stable,0.0,0.0,48h+
266,Eze,1,3,75,12.2,4235.0,17248.0,up,a,0,stable,0.0,0.0,48h+
662,Mosquera,1,2,54,0.2,-263.0,-927.0,down,a,0,stable,0.0,0.0,48h+
666,Gyökeres,1,4,90,25.5,-2804.0,14768.0,down,a,0,stable,0.0,0.0,48h+
700,Dowman,1,3,45,0.4,-120.0,-758.0,down,a,0,stable,0.0,0.0,48h+
711,Harriman-Annous,1,3,45,0.0,3.0,18.0,up,a,0,stable,0.0,0.0,48h+
725,Hincapie,1,2,55,0.0,-78.0,-357.0,down,d,1,stable,0.0,0.0,48h+
32,Martinez,2,1,50,2.2,-4569.0,-7423.0,down,d,1,stable,0.0,0.0,48h+
33,M.Bizot,2,1,45,0.6,-625.0,-2098.0,down,a,0,stable,0.0,0.0,48h+
34,Gauci,2,1,40,0.2,-89.0,-336.0,down,u,1,stable,0.0,0.0,48h+
35,Marschall,2,1,40,0.0,-8.0,-13.0,down,u,1,stable,0.0,0.0,48h+
36,Cash,2,2,46,5.3,4639.0,14359.0,up,a,0,stable,0.0,0.0,48h+
37,Digne,2,2,45,1.9,-1310.0,-4573.0,down,a,0,stable,0.0,0.0,48h+
38,Konsa,2,2,45,11.6,-15186.0,-45004.0,down,a,0,stable,0.0,0.0,48h+
39,Maatsen,2,2,44,0.5,-432.0,-1662.0,down,a,0,stable,0.0,0.0,48h+
40,Mings,2,2,45,1.6,482.0,1122.0,up,a,0,stable,0.0,0.0,48h+
41,Pau,2,2,44,0.3,-293.0,-1005.0,down,a,0,stable,0.0,0.0,48h+
42,A.García,2,2,39,0.2,674.0,854.0,up,a,1,stable,0.0,0.0,48h+
43,Alex Moreno,2,2,40,3.6,-7570.0,-24501.0,down,u,1,-0.1,0.0,1.0,6–12h
44,Bogarde,2,2,40,0.6,1350.0,4497.0,up,a,0,stable,0.0,0.0,48h+
45,Sousa,2,2,40,0.3,-91.0,-271.0,down,a,0,stable,0.0,0.0,48h+
46,Yasin,2,2,40,0.2,-293.0,-1117.0,down,u,0,stable,0.0,0.0,48h+
47,Rogers,2,3,69,6.1,-22013.0,-68231.0,down,a,0,stable,0.0,0.0,48h+
48,Tielemans,2,3,59,0.9,-3331.0,-11168.0,down,i,1,stable,0.0,0.0,48h+
49,Bailey,2,3,55,0.1,-141.0,-443.0,down,u,1,stable,0.0,0.0,48h+
50,Buendía,2,3,53,0.1,-115.0,-286.0,down,a,0,stable,0.0,0.0,48h+
51,Iling Jr,2,3,55,0.0,-60.0,-214.0,down,u,0,stable,0.0,0.0,48h+
53,Malen,2,3,52,0.6,-1659.0,-4994.0,down,a,0,stable,0.0,0.0,48h+
54,McGinn,2,3,54,0.6,-199.0,-1059.0,down,a,0,stable,0.0,0.0,48h+
55,Barkley,2,3,48,0.0,-30.0,-122.0,down,i,1,stable,0.0,0.0,48h+
56,Barrenechea,2,3,50,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
57,Dobbin,2,3,50,0.0,-25.0,-85.0,down,u,1,stable,0.0,0.0,48h+
58,Kamara,2,3,49,0.1,272.0,769.0,up,a,0,stable,0.0,0.0,48h+
59,Onana,2,3,49,0.7,-1495.0,-5618.0,down,i,1,stable,0.0,0.0,48h+
60,Broggio,2,3,45,0.3,114.0,218.0,up,a,0,stable,0.0,0.0,48h+
61,Dendoncker,2,3,45,0.1,-189.0,-635.0,down,u,1,stable,0.0,0.0,48h+
62,Jimoh-Aloba,2,3,45,0.1,34.0,91.0,up,a,0,stable,0.0,0.0,48h+
63,Young,2,3,44,0.6,684.0,1995.0,up,a,0,stable,0.0,0.0,48h+
64,Watkins,2,4,87,10.5,-57465.0,-162650.0,down,a,0,stable,0.0,0.0,48h+
65,Redmond,2,4,45,0.5,-515.0,-1888.0,down,u,1,stable,0.0,0.0,48h+
389,Elliott,2,3,54,0.5,-835.0,-3150.0,down,a,0,stable,0.0,0.0,48h+
456,Sancho,2,3,59,0.2,-55.0,-466.0,down,a,0,stable,0.0,0.0,48h+
677,Guessand,2,3,63,0.0,3.0,-67.0,up,a,0,stable,0.0,0.0,48h+
688,Wright,2,1,40,0.5,-38.0,-146.0,down,a,0,stable,0.0,0.0,48h+
701,Rowe,2,2,40,0.1,-150.0,-639.0,down,u,0,stable,0.0,0.0,48h+
702,Burrowes,2,3,45,0.1,0.0,-20.0,flat,a,0,stable,0.0,0.0,48h+
703,Proctor,2,1,40,0.3,-6.0,-11.0,down,a,0,stable,0.0,0.0,48h+
710,Patterson,2,2,40,0.1,-14.0,-89.0,down,a,0,stable,0.0,0.0,48h+
719,Lindelöf,2,2,45,0.0,27.0,76.0,up,a,0,stable,0.0,0.0,48h+
183,Weiss,3,1,44,0.1,-95.0,-311.0,down,a,0,stable,0.0,0.0,48h+
184,Green,3,1,40,0.3,-307.0,-1076.0,down,u,1,stable,0.0,0.0,48h+
185,Hladký,3,1,40,0.2,-118.0,-399.0,down,a,0,stable,0.0,0.0,48h+
186,Roberts,3,2,44,0.0,-44.0,-146.0,down,i,1,stable,0.0,0.0,48h+
187,Walker,3,2,45,1.6,-1275.0,-4377.0,down,a,0,stable,0.0,0.0,48h+
188,Delcroix,3,2,39,0.3,125.0,693.0,up,a,0,stable,0.0,0.0,48h+
189,Dodgson,3,2,40,0.0,-8.0,-33.0,down,u,1,stable,0.0,0.0,48h+
190,Ekdal,3,2,40,1.5,-319.0,-1375.0,down,a,0,stable,0.0,0.0,48h+
191,Estève,3,2,40,15.1,-17868.0,-51542.0,down,a,0,stable,0.0,0.0,48h+
192,Hartman,3,2,40,0.5,-423.0,-1387.0,down,a,0,stable,0.0,0.0,48h+
193,Humphreys,3,2,40,0.1,5.0,-24.0,up,a,0,stable,0.0,0.0,48h+
194,Jordan,3,2,40,0.1,-84.0,-281.0,down,d,1,stable,0.0,0.0,48h+
195,Lucas Pires,3,2,39,0.2,15.0,3.0,up,a,0,stable,0.0,0.0,48h+
196,Sambo,3,2,40,0.1,-50.0,-178.0,down,u,1,stable,0.0,0.0,48h+
197,Sonne,3,2,40,0.1,-59.0,-209.0,down,a,0,stable,0.0,0.0,48h+
198,Tuanzebe,3,2,39,1.9,-402.0,-1763.0,down,a,0,stable,0.0,0.0,48h+
199,Worrall,3,2,40,0.1,-55.0,-178.0,down,a,0,stable,0.0,0.0,48h+
200,Anthony,3,3,56,2.8,9372.0,33971.0,up,a,0,stable,0.0,0.0,48h+
201,Benson,3,3,54,0.0,-37.0,-143.0,down,u,0,stable,0.0,0.0,48h+
202,Bruun Larsen,3,3,54,0.0,-41.0,-179.0,down,d,1,stable,0.0,0.0,48h+
203,Boateng,3,3,49,0.0,-22.0,-94.0,down,a,0,stable,0.0,0.0,48h+
204,Churlinov,3,3,49,0.0,-13.0,-44.0,down,u,1,stable,0.0,0.0,48h+
205,Cullen,3,3,50,1.9,-1818.0,-6790.0,down,a,0,stable,0.0,0.0,48h+
206,Edwards,3,3,48,0.1,-84.0,-271.0,down,a,0,stable,0.0,0.0,48h+
207,Hannibal,3,3,50,0.1,-144.0,-460.0,down,a,0,stable,0.0,0.0,48h+
208,Koleosho,3,3,50,0.0,-15.0,-43.0,down,u,1,stable,0.0,0.0,48h+
209,Laurent,3,3,49,0.0,-11.0,-57.0,down,a,0,stable,0.0,0.0,48h+
210,Tchaouna,3,3,49,0.0,7.0,-22.0,up,a,0,stable,0.0,0.0,48h+
211,A.Ramsey,3,3,44,3.5,-10311.0,-33359.0,down,u,1,-0.1,0.0,1.0,6–12h
212,Adewumi,3,3,45,0.0,-10.0,-45.0,down,u,1,stable,0.0,0.0,48h+
213,Banel,3,3,45,0.0,18.0,38.0,up,a,0,stable,0.0,0.0,48h+
214,Trésor,3,3,44,0.1,53.0,157.0,up,a,0,stable,0.0,0.0,48h+
215,Flemming,3,4,54,0.1,-86.0,-365.0,down,a,0,stable,0.0,0.0,48h+
216,Amdouni,3,4,49,0.0,-9.0,-39.0,down,i,1,stable,0.0,0.0,48h+
217,Foster,3,4,50,2.0,4755.0,14393.0,up,a,0,stable,0.0,0.0,48h+
218,Barnes,3,4,44,1.6,-857.0,-3184.0,down,a,0,stable,0.0,0.0,48h+
219,Obafemi,3,4,44,0.2,-269.0,-1070.0,down,u,1,stable,0.0,0.0,48h+
470,Dúbravka,3,1,40,34.4,6831.0,22385.0,up,a,0,stable,0.0,0.0,48h+
676,Ugochukwu,3,3,50,0.0,-18.0,-65.0,down,a,1,stable,0.0,0.0,48h+
680,Broja,3,4,53,0.1,-169.0,-567.0,down,a,0,stable,0.0,0.0,48h+
722,Florentino,3,3,50,0.0,1.0,18.0,up,a,0,stable,0.0,0.0,48h+
66,Neto,4,1,45,0.1,-66.0,-224.0,down,u,1,stable,0.0,0.0,48h+
67,Petrović,4,1,45,5.5,12949.0,37522.0,up,a,0,stable,0.0,0.0,48h+
68,Dennis,4,1,40,1.1,-223.0,-713.0,down,a,0,stable,0.0,0.0,48h+
69,McKenna,4,1,40,0.2,-37.0,-154.0,down,a,0,stable,0.0,0.0,48h+
70,Paulsen,4,1,40,0.1,-77.0,-241.0,down,u,1,stable,0.0,0.0,48h+
71,Zabarnyi,4,2,50,0.0,-16.0,-52.0,down,u,1,stable,0.0,0.0,48h+
72,Senesi,4,2,48,17.3,96791.0,300265.0,up,a,0,stable,0.0,0.0,12–24h
73,Smith,4,2,44,0.2,-256.0,-846.0,down,i,1,stable,0.0,0.0,48h+
74,Truffert,4,2,45,1.8,8919.0,27523.0,up,a,0,stable,0.0,0.0,48h+
75,Akinmboni,4,2,40,0.3,-77.0,-302.0,down,a,0,stable,0.0,0.0,48h+
76,Bevan,4,2,40,0.2,-42.0,-175.0,down,a,0,stable,0.0,0.0,48h+
77,Hill,4,2,40,0.9,574.0,1534.0,up,a,0,stable,0.0,0.0,48h+
78,J.Araujo,4,2,40,0.8,-728.0,-2180.0,down,a,0,stable,0.0,0.0,48h+
79,Mepham,4,2,40,0.1,-132.0,-459.0,down,u,1,stable,0.0,0.0,48h+
80,Soler,4,2,40,0.2,-54.0,-177.0,down,a,0,stable,0.0,0.0,48h+
81,Kluivert,4,3,70,0.8,235.0,753.0,up,a,0,stable,0.0,0.0,48h+
82,Semenyo,4,3,77,50.4,88550.0,281872.0,up,a,0,stable,0.0,0.0,12–24h
