id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,61,0,6,7924,1765,35.4,a,,,3150,147,0.0,0.06,0.06
2,Arrizabalaga,1,1,40,0,-5,20,19,0.4,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,10,0.2,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,39,0,-1,5,20,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,73,1,13,7616,1105,45.1,a,100.0,,2525,191,2.64,1.7,4.34
6,Saliba,1,2,62,0,2,9525,1052,15.7,a,100.0,,2434,124,0.88,1.04,1.92
7,Calafiori,1,2,56,0,1,1299,216,5.9,a,100.0,,1536,99,3.15,0.51,3.66
8,J.Timber,1,2,60,0,5,14,9512,16.1,i,0.0,Ankle injury - Unknown return date,2452,149,4.71,1.53,6.24
9,Kiwior,1,2,54,0,-1,0,0,0.0,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,50,0,-5,515,62,1.4,a,,,500,20,0.1,0.16,0.26
11,White,1,2,51,0,-4,1087,67,0.6,a,100.0,,672,44,0.45,0.68,1.13
13,Clarke,1,2,37,0,-3,61,67,0.4,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,5,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,37,0,-3,14,51,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,100,1,0,20003,329,11.1,a,100.0,,2049,145,7.33,6.62,13.95
17,Ødegaard,1,3,78,0,-2,239,95,1.6,a,100.0,,1250,67,1.04,3.46,4.5
18,Madueke,1,3,68,0,-2,120,136,0.8,a,100.0,,1112,60,1.06,2.55,3.61
19,Martinelli,1,3,68,0,-2,73,95,0.9,a,100.0,,974,49,3.99,1.03,5.02
20,Trossard,1,3,65,0,-5,776,139,0.8,a,100.0,,1817,108,5.07,3.44,8.51
21,Rice,1,3,72,0,7,11109,4315,24.0,a,100.0,,2913,176,3.15,6.9,10.05
22,Merino,1,3,53,0,-7,1,77,0.7,i,0.0,Foot injury - Unknown return date,996,66,2.99,1.45,4.44
23,Fábio Vieira,1,3,54,0,-1,0,1,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,51,0,-4,10,4,0.1,a,100.0,,56,6,0.05,0.0,0.05
25,Nwaneri,1,3,50,0,-5,0,2,0.1,u,0.0,has joined Marseille on loan for the rest of the season.,165,8,0.23,0.08,0.31
26,Zubimendi,1,3,50,0,-5,493,938,2.9,a,100.0,,2861,129,2.84,2.22,5.06
28,Kabia,1,3,45,0,0,0,3,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,0,0.0,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,234,162,0.6,a,100.0,,437,23,2.52,0.13,2.65
31,G.Jesus,1,4,64,0,-1,46,74,0.3,a,100.0,,344,19,1.83,0.23,2.06
266,Eze,1,3,73,0,-2,3685,829,8.8,a,100.0,,1732,106,4.34,2.58,6.92
662,Mosquera,1,2,53,0,-2,45,37,0.2,a,100.0,,761,30,0.1,0.51,0.61
