id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
1,Raya,1,1,60,32.2,-40508.0,-51876.0,down,a,0,stable,0.0,0.0,48h+
2,Arrizabalaga,1,1,40,0.4,-29.0,-42.0,down,a,0,stable,0.0,0.0,48h+
3,Hein,1,1,40,0.2,-17.0,-23.0,down,u,1,stable,0.0,0.0,48h+
4,Setford,1,1,39,0.2,-52.0,-74.0,down,a,0,stable,0.0,0.0,48h+
5,Gabriel,1,2,71,40.1,-66899.0,-79824.0,down,a,0,stable,0.0,0.0,12–24h
6,Saliba,1,2,61,13.4,-16833.0,-21049.0,down,a,0,stable,0.0,0.0,48h+
7,Calafiori,1,2,56,6.0,-6075.0,-8162.0,down,d,1,stable,0.0,0.0,48h+
8,J.Timber,1,2,62,21.4,-118676.0,-155459.0,down,d,1,stable,0.0,0.0,6–12h
9,Kiwior,1,2,54,0.0,-2.0,-2.0,down,u,1,stable,0.0,0.0,48h+
10,Lewis-Skelly,1,2,50,1.4,-50.0,-86.0,down,a,0,stable,0.0,0.0,48h+
11,White,1,2,51,0.5,-558.0,-714.0,down,a,0,stable,0.0,0.0,48h+
13,Clarke,1,2,37,0.4,215.0,308.0,up,a,0,stable,0.0,0.0,48h+
14,Kacurri,1,2,39,0.1,-4.0,-4.0,down,u,1,stable,0.0,0.0,48h+
15,Nichols,1,2,37,0.3,-101.0,-129.0,down,a,0,stable,0.0,0.0,48h+
16,Saka,1,3,98,7.2,-21109.0,-26093.0,down,i,1,stable,0.0,0.0,48h+
17,Ødegaard,1,3,78,1.5,-563.0,-775.0,down,d,1,stable,0.0,0.0,48h+
18,Madueke,1,3,68,0.8,-3265.0,-4138.0,down,d,1,stable,0.0,0.0,48h+
19,Martinelli,1,3,68,0.9,-815.0,-1060.0,down,a,0,stable,0.0,0.0,48h+
20,Trossard,1,3,65,0.8,-1628.0,-2069.0,down,a,0,stable,0.0,0.0,48h+
21,Rice,1,3,72,23.4,-76554.0,-97984.0,down,a,0,stable,0.0,0.0,12–24h
22,Merino,1,3,54,0.8,-198.0,-280.0,down,i,1,stable,0.0,0.0,48h+
23,Fábio Vieira,1,3,54,0.0,-1.0,-1.0,down,u,1,stable,0.0,0.0,48h+
24,Nørgaard,1,3,51,0.1,-12.0,-11.0,down,a,0,stable,0.0,0.0,48h+
25,Nwaneri,1,3,50,0.1,-5.0,-7.0,down,u,1,stable,0.0,0.0,48h+
26,Zubimendi,1,3,50,3.1,-15743.0,-20204.0,down,a,0,-0.1,0.0,1.0,6–12h
28,Kabia,1,3,45,0.1,0.0,-1.0,flat,u,1,stable,0.0,0.0,48h+
29,Sambi,1,3,45,0.0,-3.0,-3.0,down,u,1,stable,0.0,0.0,48h+
30,Havertz,1,4,73,0.5,-1032.0,-1331.0,down,a,0,stable,0.0,0.0,48h+
31,G.Jesus,1,4,64,0.3,-365.0,-474.0,down,a,0,stable,0.0,0.0,48h+
266,Eze,1,3,72,7.7,-2509.0,-3368.0,down,a,0,stable,0.0,0.0,48h+
662,Mosquera,1,2,53,0.2,26.0,40.0,up,a,0,stable,0.0,0.0,48h+
666,Gyökeres,1,4,88,11.5,-15733.0,-18910.0,down,a,0,stable,0.0,0.0,48h+
700,Dowman,1,3,42,0.7,1157.0,1538.0,up,a,0,stable,0.0,0.0,48h+
711,Harriman-Annous,1,3,44,0.0,-6.0,-7.0,down,a,0,stable,0.0,0.0,48h+
725,Hincapie,1,2,51,0.7,-1946.0,-2430.0,down,a,1,stable,0.0,0.0,48h+
759,Salmon,1,2,40,0.0,-4.0,-4.0,down,a,0,stable,0.0,0.0,48h+
32,Martinez,2,1,51,4.4,-6478.0,-12424.0,down,a,0,stable,0.0,0.0,48h+
33,M.Bizot,2,1,42,0.4,16.0,39.0,up,a,0,stable,0.0,0.0,48h+
34,Gauci,2,1,40,0.1,-9.0,-16.0,down,u,1,stable,0.0,0.0,48h+
35,Marschall,2,1,40,0.0,0.0,0.0,flat,u,1,stable,0.0,0.0,48h+
36,Cash,2,2,47,7.9,-11377.0,-14330.0,down,a,0,stable,0.0,0.0,48h+
37,Digne,2,2,45,1.6,-124.0,-64.0,down,a,0,stable,0.0,0.0,48h+
38,Konsa,2,2,44,7.6,-9197.0,-11915.0,down,a,0,stable,0.0,0.0,48h+
39,Maatsen,2,2,42,0.6,-825.0,-1089.0,down,a,0,stable,0.0,0.0,48h+
40,Mings,2,2,43,0.6,-940.0,-1398.0,down,a,0,stable,0.0,0.0,48h+
41,Pau,2,2,43,0.3,120.0,162.0,up,a,0,stable,0.0,0.0,48h+
42,A.García,2,2,39,0.2,-72.0,-83.0,down,a,0,stable,0.0,0.0,48h+
43,Alex Moreno,2,2,40,1.6,-253.0,-314.0,down,u,1,stable,0.0,0.0,48h+
44,Bogarde,2,2,40,0.5,-311.0,-422.0,down,a,0,stable,0.0,0.0,48h+
45,Sousa,2,2,38,0.3,-105.0,-136.0,down,u,1,stable,0.0,0.0,48h+
46,Yasin,2,2,40,0.1,-10.0,-10.0,down,u,1,stable,0.0,0.0,48h+
47,Rogers,2,3,74,21.4,-24147.0,-31232.0,down,a,0,stable,0.0,0.0,48h+
48,Tielemans,2,3,59,0.6,258.0,330.0,up,a,0,stable,0.0,0.0,48h+
49,Bailey,2,3,55,0.1,-45.0,-69.0,down,a,0,stable,0.0,0.0,48h+
