id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,60,0,0,68453,49902,38.1,a,,,90,6,0.0,0.0,0.0
2,Arrizabalaga,1,1,50,0,0,222,926,0.1,a,,,0,0,0.0,0.0,0.0
3,Meslier,1,1,50,0,0,75,338,0.0,a,,,0,0,0.0,0.0,0.0
4,Gabriel,1,2,80,0,0,40374,77742,29.4,a,,,90,5,0.05,0.01,0.06
5,J.Timber,1,2,65,0,0,299,2304,0.1,i,0.0,Groin injury - Unknown return date,0,0,0.0,0.0,0.0
6,Saliba,1,2,60,0,0,641,5194,0.3,i,0.0,Back injury - Unknown return date,0,0,0.0,0.0,0.0
7,Lewis-Skelly,1,3,55,0,0,6799,5937,0.7,a,,,90,3,0.06,0.11,0.17
8,Calafiori,1,2,55,0,0,230659,24988,41.3,a,,,80,9,0.04,0.09,0.13
9,Hincapie,1,2,55,0,0,2847,29064,1.6,a,,,9,1,0.0,0.0,0.0
10,White,1,2,55,0,0,91574,13148,5.9,a,100.0,,90,11,0.18,0.21,0.39
11,Mosquera,1,2,55,0,0,11220,26612,6.0,a,,,90,6,0.0,0.0,0.0
12,Saka,1,3,95,0,0,61293,18872,10.3,a,,,67,9,0.64,0.08,0.72
13,Rice,1,3,75,0,0,25430,100393,17.4,a,,,67,3,0.07,0.08,0.15
14,Eze,1,3,65,0,0,3849,29932,1.9,a,,,14,1,0.04,0.0,0.04
15,Ødegaard,1,3,65,0,0,199304,20726,10.8,a,,,75,11,0.21,0.1,0.31
16,Madueke,1,3,65,0,0,827,5348,0.3,a,,,22,1,0.0,0.04,0.04
17,Merino,1,3,60,0,0,1793,11130,0.6,a,,,14,1,0.14,0.02,0.16
18,Martinelli,1,3,64,-1,-1,864,4939,0.2,a,,,0,0,0.0,0.0,0.0
19,Zubimendi,1,3,55,0,0,1090,13958,1.0,a,,,22,1,0.0,0.02,0.02
20,Dowman,1,3,55,0,0,293,1735,0.1,a,,,0,0,0.0,0.0,0.0
22,Nwaneri,1,3,55,0,0,51,231,0.0,a,,,0,0,0.0,0.0,0.0
23,Fábio Vieira,1,3,55,0,0,49,153,0.0,a,,,0,0,0.0,0.0,0.0
24,Nelson,1,3,55,0,0,44,114,0.0,a,,,0,0,0.0,0.0,0.0
25,Gyökeres,1,4,74,-1,-1,6341,153519,7.5,a,,,0,0,0.0,0.0,0.0
26,Havertz,1,4,75,0,0,130321,21385,7.0,a,,,90,6,0.26,0.03,0.29
27,G.Jesus,1,4,60,0,0,1342,5044,0.3,a,,,0,0,0.0,0.0,0.0
31,Konsa,1,2,45,0,0,30233,162066,11.4,a,,,0,0,0.0,0.0,0.0
452,Bruno G.,1,3,70,0,0,605,84993,3.2,d,75.0,Thigh injury - 75% chance of playing,0,0,0.0,0.0,0.0
557,Tzolis,1,3,65,0,0,155769,30387,25.8,a,,,75,6,0.19,0.14,0.33
28,Martinez,2,1,50,0,0,5729,36837,4.2,a,,,0,0,0.0,0.0,0.0
29,M.Bizot,2,1,45,0,0,508,509,0.1,a,,,90,1,0.0,0.0,0.0
