id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,59,0,4,27202,9243,33.3,a,,,2160,99,0.0,0.05,0.05
2,Arrizabalaga,1,1,41,0,-4,116,197,0.4,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,77,0.2,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,39,0,-1,91,241,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,70,0,10,62911,2979,39.3,a,100.0,,1535,129,1.72,0.83,2.55
6,Saliba,1,2,60,0,0,22449,3985,12.5,a,100.0,,1624,76,0.38,0.57,0.95
7,Calafiori,1,2,56,0,1,3080,3109,6.1,a,100.0,,1271,78,2.74,0.37,3.11
8,J.Timber,1,2,63,0,8,42409,14818,28.1,a,100.0,,1909,115,4.3,1.09,5.39
9,Kiwior,1,2,54,0,-1,0,8,0.0,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,51,0,-4,420,1088,1.5,a,,,311,12,0.05,0.06,0.11
11,White,1,2,51,0,-4,586,1447,0.6,a,100.0,,409,30,0.43,0.49,0.92
13,Clarke,1,2,38,0,-2,178,341,0.4,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,23,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,38,0,-2,50,105,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,100,0,0,995,142931,14.1,d,100.0,Muscle injury - 75% chance of playing,1543,101,5.58,5.11,10.69
17,Ødegaard,1,3,78,0,-2,2113,5466,2.2,a,100.0,,1012,57,0.97,2.83,3.8
18,Madueke,1,3,68,0,-2,5869,457,0.7,a,100.0,,636,36,0.61,1.88,2.49
19,Martinelli,1,3,68,0,-2,1086,605,0.9,a,100.0,,574,33,2.68,0.52,3.2
20,Trossard,1,3,68,0,-2,2737,5925,1.4,a,100.0,,1327,86,4.26,2.21,6.47
21,Rice,1,3,75,1,10,45551,51886,32.1,a,100.0,,1965,129,2.89,5.09,7.98
22,Merino,1,3,55,0,-5,1451,6017,1.4,a,,,996,66,2.99,1.45,4.44
23,Fábio Vieira,1,3,54,0,-1,0,1,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,51,0,-4,81,79,0.1,a,100.0,,31,3,0.05,0.0,0.05
25,Nwaneri,1,3,50,0,-5,0,139,0.1,u,0.0,has joined Marseille on loan for the rest of the season.,165,8,0.23,0.08,0.31
26,Zubimendi,1,3,52,0,-3,11674,1373,2.3,a,100.0,,1995,91,2.53,1.48,4.01
28,Kabia,1,3,45,0,0,0,14,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,10,0.1,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,1926,688,0.4,a,100.0,,90,3,0.0,0.02,0.02
31,G.Jesus,1,4,64,0,-1,7420,1906,0.5,a,100.0,,220,16,1.74,0.15,1.89
266,Eze,1,3,72,-1,-3,1155,11551,8.0,a,,,1055,69,2.54,1.67,4.21
662,Mosquera,1,2,53,0,-2,132,105,0.1,a,100.0,,429,17,0.0,0.43,0.43
666,Gyökeres,1,4,87,0,-3,14597,3484,9.4,a,100.0,,1452,63,6.96,0.91,7.87
700,Dowman,1,3,42,0,-3,2250,908,0.4,i,0.0,Ankle injury - Unknown return date,27,5,0.14,0.02,0.16
711,Harriman-Annous,1,3,44,0,-1,8,16,0.0,a,,,0,0,0.0,0.0,0.0
