element,web_name,team_name,position,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,in_dreamteam,team,element_type
45,Sousa,Aston Villa,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
46,Yasin,Aston Villa,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
47,Rogers,Aston Villa,MID,5,81,2,0,0,0,1,0,0,0,0,0,0,0,5,5.2,23.8,10.0,3.9,1,1,0,2,1,0.00,0.27,0.27,1.05,False,2,3
48,Tielemans,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
49,Bailey,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
50,Buendía,Aston Villa,MID,5,57,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.5,12.0,1.8,2,3,2,7,1,0.06,0.06,0.12,0.37,False,2,3
51,Iling Jr,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
52,J.Ramsey,Newcastle,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,15,3
53,Malen,Aston Villa,MID,5,17,1,0,0,0,1,0,0,0,0,0,0,0,4,2.2,12.8,14.0,2.9,0,0,1,1,0,0.10,0.05,0.15,0.27,False,2,3
54,McGinn,Aston Villa,MID,5,90,2,0,0,0,1,0,0,0,0,0,0,0,15,11.8,19.4,3.0,3.4,1,3,1,5,1,0.06,0.08,0.14,1.05,False,2,3
55,Barkley,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
56,Barrenechea,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
57,Dobbin,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
58,Kamara,Aston Villa,MID,5,81,6,0,1,0,1,0,0,0,0,0,0,1,28,38.2,29.0,0.0,6.7,4,2,2,8,1,0.00,0.08,0.08,1.05,False,2,3
59,Onana,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
60,Broggio,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
61,Dendoncker,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
62,Jimoh-Aloba,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
63,Young,Aston Villa,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
64,Watkins,Aston Villa,FWD,5,90,2,0,0,0,1,0,0,0,0,0,0,0,4,1.2,0.8,6.0,0.8,0,1,1,2,1,0.00,0.00,0.00,1.05,False,2,4
65,Redmond,Aston Villa,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,4
66,Neto,Bournemouth,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
67,Petrović,Bournemouth,GK,5,90,6,0,0,1,0,0,0,0,0,0,1,0,22,9.8,0.0,0.0,1.0,1,5,0,0,1,0.00,0.00,0.00,0.14,False,4,1
68,Dennis,Bournemouth,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
69,McKenna,Bournemouth,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
70,Paulsen,Bournemouth,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
71,Zabarnyi,Bournemouth,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
72,Senesi,Bournemouth,DEF,5,90,9,0,0,1,0,0,0,0,0,0,0,1,27,25.8,11.9,2.0,4.0,11,3,0,11,1,0.00,0.03,0.03,0.14,False,4,2
73,Smith,Bournemouth,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
74,Truffert,Bournemouth,DEF,5,90,9,0,0,1,0,0,0,0,0,0,0,3,29,11.4,4.9,2.0,1.8,5,10,0,5,1,0.00,0.01,0.01,0.14,False,4,2
75,Akinmboni,Bournemouth,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
76,Bevan,Bournemouth,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
77,Hill,Bournemouth,DEF,5,45,1,0,0,0,0,0,0,0,0,0,0,0,4,5.0,0.7,4.0,1.0,4,0,0,4,0,0.00,0.00,0.00,0.00,False,4,2
78,J.Araujo,Bournemouth,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
79,Mepham,Bournemouth,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
80,Soler,Bournemouth,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
81,Kluivert,Bournemouth,MID,5,27,1,0,0,0,0,0,0,0,0,0,0,0,4,5.4,3.8,7.0,1.6,1,1,0,2,0,0.11,0.00,0.11,0.00,False,4,3
82,Semenyo,Bournemouth,MID,5,90,5,0,0,1,0,0,0,0,0,0,0,0,9,8.8,13.9,4.0,2.7,1,10,3,14,1,0.11,0.05,0.16,0.14,False,4,3
83,O.Dango,Brentford,MID,5,25,1,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0.3,11.0,0.9,0,0,0,0,0,0.12,0.00,0.12,0.00,False,5,3
84,Tavernier,Bournemouth,MID,5,74,3,0,0,1,0,0,0,0,0,0,0,0,4,11.4,13.1,6.0,3.1,3,3,1,7,1,0.06,0.03,0.09,0.14,False,4,3
85,Adams,Bournemouth,MID,5,90,3,0,0,1,0,0,0,0,0,0,0,0,19,16.2,4.0,17.0,3.7,4,4,3,11,1,0.04,0.01,0.05,0.14,False,4,3
86,Brooks,Bournemouth,MID,5,62,3,0,0,1,0,0,0,0,0,0,0,0,8,3.8,14.8,4.0,2.3,2,4,0,6,1,0.00,0.04,0.04,0.14,False,4,3
87,Christie,Bournemouth,MID,5,27,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,5.5,4.0,1.3,2,3,0,5,0,0.01,0.02,0.03,0.00,False,4,3
88,Cook,Bournemouth,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
89,Philip,Bournemouth,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
90,Scott,Bournemouth,MID,5,62,3,0,0,1,0,0,0,0,0,0,0,0,12,7.6,8.5,1.0,1.7,3,5,2,10,1,0.06,0.02,0.08,0.14,False,4,3
91,Sinisterra,Bournemouth,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
92,Faivre,Bournemouth,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
93,H.Traorè,Bournemouth,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
94,Sadi,Bournemouth,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
95,Silcott-Duberry,Bournemouth,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
96,Winterburn,Bournemouth,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
97,Evanilson,Bournemouth,FWD,5,90,2,0,0,1,0,0,0,0,0,0,0,0,9,4.6,11.6,9.0,2.5,0,4,1,5,1,0.10,0.02,0.12,0.14,False,4,4
98,Enes Ünal,Bournemouth,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,4
99,Adu-Adjei,Bournemouth,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,4
100,Kroupi.Jr,Bournemouth,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,4
101,Kelleher,Brentford,GK,5,90,1,0,0,0,3,0,0,0,0,0,2,0,1,17.6,0.0,0.0,1.8,1,7,0,0,1,0.00,0.00,0.00,1.01,False,5,1
102,Balcombe,Brentford,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
103,Cox,Brentford,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
104,Eyestone,Brentford,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
105,Valdimarsson,Brentford,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
106,Collins,Brentford,DEF,5,90,0,0,0,0,3,0,0,0,1,0,0,0,1,22.2,0.3,33.0,5.6,7,1,1,8,1,0.09,0.01,0.10,1.01,False,5,2
107,Lewis-Potter,Brentford,DEF,5,65,1,0,0,0,3,0,0,0,0,0,0,0,-4,0.8,4.3,2.0,0.7,0,2,0,0,1,0.00,0.01,0.01,1.01,False,5,2
108,Ajer,Brentford,DEF,5,16,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,4.0,0.8,1,1,1,2,0,0.05,0.00,0.05,0.00,False,5,2
109,Henry,Brentford,DEF,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.0,0.1,1,4,0,1,0,0.00,0.00,0.00,0.00,False,5,2
110,Kayode,Brentford,DEF,5,90,1,0,0,0,3,0,0,0,0,0,0,0,5,13.2,22.9,2.0,3.8,2,5,2,4,1,0.00,0.07,0.07,1.01,False,5,2
111,Pinnock,Brentford,DEF,5,73,-1,0,0,0,3,1,0,0,0,0,0,0,-4,13.8,0.1,2.0,1.6,6,3,1,7,1,0.00,0.00,0.00,1.01,False,5,2
112,Roerslev,Brentford,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
113,Van den Berg,Brentford,DEF,5,90,1,0,0,0,3,0,0,0,0,0,0,0,3,10.6,0.3,0.0,1.1,6,3,0,6,1,0.00,0.00,0.00,1.01,False,5,2
114,Arthur,Brentford,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
115,Fredrick,Brentford,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
116,Hickey,Brentford,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
117,Ji-soo,Brentford,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
118,Meghoma,Brentford,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
119,Mbeumo,Man Utd,MID,5,69,3,0,0,1,0,0,0,0,0,0,0,0,7,2.8,11.1,22.0,3.6,1,1,0,2,1,0.09,0.08,0.17,0.13,False,14,3
120,Schade,Brentford,MID,5,90,2,0,0,0,3,0,0,0,0,0,0,0,7,6.0,11.3,13.0,3.0,0,3,2,5,1,0.06,0.20,0.26,1.01,False,5,3
121,Damsgaard,Brentford,MID,5,86,8,1,0,0,3,0,0,0,0,0,0,1,32,42.6,8.0,24.0,7.5,0,1,3,4,1,0.19,0.04,0.23,1.01,False,5,3
122,Milambo,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
123,Carvalho,Brentford,MID,5,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.0,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.00,False,5,3
124,Henderson,Brentford,MID,5,73,2,0,0,0,3,0,0,0,0,0,0,0,8,2.8,2.1,0.0,0.5,1,2,0,3,1,0.00,0.01,0.01,1.01,False,5,3
125,Janelt,Brentford,MID,5,16,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
126,Jensen,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
127,Nunes,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
128,Onyeka,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
129,Yarmoliuk,Brentford,MID,5,90,2,0,0,0,3,0,0,0,0,0,0,0,13,13.6,12.3,0.0,2.6,2,3,2,7,1,0.00,0.01,0.01,1.01,False,5,3
130,Donovan,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
131,Konak,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
132,Maghoma,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
133,Peart-Harris,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
134,Trevitt,Brentford,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
135,Wissa,Newcastle,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,15,4
136,Thiago,Brentford,FWD,5,64,2,0,0,0,3,0,0,0,0,0,0,0,5,3.4,1.6,17.0,2.2,1,2,1,4,1,0.10,0.01,0.11,1.01,False,5,4
137,Morgan,Brentford,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,4
138,Steele,Brighton,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
139,Verbruggen,Brighton,GK,5,90,1,0,0,0,2,0,0,0,0,0,2,0,6,19.2,0.0,0.0,1.9,1,7,0,0,1,0.00,0.00,0.00,1.22,False,6,1
140,McGill,Brighton,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
141,Rushworth,Brighton,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
142,Scherpen,Brighton,GK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
143,Boscagli,Brighton,DEF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,2
