id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
1,Raya,1,1,59,33.7,940.0,-1792.0,up,a,0,stable,0.0,0.0,48h+
2,Arrizabalaga,1,1,41,0.4,-72.0,-184.0,down,a,0,stable,0.0,0.0,48h+
3,Hein,1,1,40,0.2,-41.0,-93.0,down,u,1,stable,0.0,0.0,48h+
4,Setford,1,1,39,0.3,-78.0,-133.0,down,a,0,stable,0.0,0.0,48h+
5,Gabriel,1,2,67,31.1,68970.0,149541.0,up,a,0,stable,0.0,0.0,12–24h
6,Saliba,1,2,59,11.8,5306.0,9816.0,up,a,0,stable,0.0,0.0,48h+
7,Calafiori,1,2,56,6.8,-9109.0,-20142.0,down,i,1,stable,0.0,0.0,48h+
8,J.Timber,1,2,63,27.3,14538.0,20727.0,up,a,0,stable,0.0,0.0,48h+
9,Kiwior,1,2,54,0.0,-3.0,-8.0,down,u,1,stable,0.0,0.0,48h+
10,Lewis-Skelly,1,2,51,1.5,-333.0,-756.0,down,a,0,stable,0.0,0.0,48h+
11,White,1,2,51,0.5,-426.0,-923.0,down,a,0,stable,0.0,0.0,48h+
13,Clarke,1,2,38,0.5,-166.0,-359.0,down,a,0,stable,0.0,0.0,48h+
14,Kacurri,1,2,39,0.1,-11.0,-33.0,down,u,1,stable,0.0,0.0,48h+
15,Nichols,1,2,38,0.2,-50.0,-104.0,down,a,0,stable,0.0,0.0,48h+
16,Saka,1,3,102,20.2,-11129.0,-21553.0,down,a,0,stable,0.0,0.0,48h+
17,Ødegaard,1,3,78,2.5,41.0,676.0,up,a,0,stable,0.0,0.0,48h+
18,Madueke,1,3,68,0.7,-211.0,-440.0,down,a,0,stable,0.0,0.0,48h+
19,Martinelli,1,3,68,0.8,-146.0,-364.0,down,a,0,stable,0.0,0.0,48h+
20,Trossard,1,3,69,1.8,-2288.0,-4802.0,down,a,0,stable,0.0,0.0,48h+
21,Rice,1,3,73,26.4,56124.0,113085.0,up,a,0,stable,0.0,0.0,48h+
22,Merino,1,3,56,1.8,-5524.0,-11855.0,down,a,0,stable,0.0,0.0,48h+
23,Fábio Vieira,1,3,54,0.0,-3.0,-4.0,down,u,1,stable,0.0,0.0,48h+
24,Nørgaard,1,3,51,0.1,-19.0,-35.0,down,a,0,stable,0.0,0.0,48h+
25,Nwaneri,1,3,50,0.1,-24.0,-39.0,down,a,0,stable,0.0,0.0,48h+
26,Zubimendi,1,3,52,2.2,-467.0,-1231.0,down,a,0,stable,0.0,0.0,48h+
28,Kabia,1,3,45,0.1,-13.0,-28.0,down,u,1,stable,0.0,0.0,48h+
