id,code,team,team_code,element_type,first_name,second_name,web_name,status,news,news_added,now_cost,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,chance_of_playing_next_round,chance_of_playing_this_round,total_points,event_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,points_per_game,ep_next,ep_this,transfers_in,transfers_out,transfers_in_event,transfers_out_event
209,167887,3,90,3,Josh,Laurent,Laurent,a,,,50,0,0,0,0,0.0,,,2,2,62,0,0,0,2,0,0,0,0,0,0,0,11,10.6,11.2,20.0,4.2,2.0,0.4,0.4,2.0,1.5,1.0,195,355,195,355
210,469272,3,90,3,Loum,Tchaouna,Tchaouna,a,,,50,0,0,0,0,0.0,,,1,1,16,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.8,0.0,0.4,1.0,0.2,0.2,1.0,1.5,1.0,46,345,46,345
211,447715,3,90,3,Aaron,Ramsey,A.Ramsey,a,,,45,0,0,0,0,9.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,32109,94571,32109,94571
212,576323,3,90,3,Oluwaseun,Adewumi,Adewumi,u,Has joined Cercle Brugge on loan for the rest of the season.,2025-08-15T12:03:26.649417Z,45,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,982,0,982
213,551206,3,90,3,Jaydon,Banel,Banel,a,,,45,0,0,0,0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,229,498,229,498
214,437748,3,90,3,Mike,Trésor Ndayishimiye,Trésor,a,,,45,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,386,934,386,934
215,431639,3,90,4,Zian,Flemming,Flemming,a,,,55,0,0,0,0,0.2,,,1,1,16,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,0.2,0.2,1.0,1.7,1.2,1655,2847,1655,2847
216,492831,3,90,4,Zeki,Amdouni,Amdouni,i,Knee injury - Unknown return date,2025-08-10T22:00:04.567659Z,50,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,1828,131,1828
217,435973,3,90,4,Lyle,Foster,Foster,a,,,50,0,0,0,0,0.5,,,2,2,73,0,0,0,3,0,0,0,0,0,0,0,6,4.8,22.7,10.0,3.8,2.0,0.4,0.4,2.0,1.4,0.9,19761,8893,19761,8893
218,44699,3,90,4,Ashley,Barnes,Barnes,a,,,45,0,0,0,0,2.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,11155,24518,11155,24518
219,220598,3,90,4,Michael,Obafemi,Obafemi,a,,,45,0,0,0,0,0.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2056,4335,2056,4335
470,67089,3,90,1,Martin,Dúbravka,Dúbravka,a,,2025-08-11T10:30:07.723845Z,40,0,0,0,0,34.6,100.0,100.0,2,2,90,0,0,0,3,0,0,0,0,0,3,0,5,25.6,0.0,0.0,2.6,2.0,0.5,0.5,2.0,1.0,0.5,129419,39201,129419,39201
676,503714,3,90,3,Lesley,Ugochukwu,Ugochukwu,a,,2025-08-11T10:30:07.946294Z,50,0,0,0,0,0.0,100.0,100.0,1,1,27,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,3.0,0.1,1.0,0.2,0.2,1.0,1.5,1.0,251,567,251,567
680,440323,3,90,4,Armando,Broja,Broja,a,,2025-08-11T13:54:18.805493Z,55,0,0,0,0,0.2,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.2,2269,3801,2269,3801
66,69752,4,91,1,Norberto,Murara Neto,Neto,u,Has joined Botafogo permanently.,2025-08-11T01:25:12.553868Z,45,0,0,0,0,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5778,0,5778
67,457569,4,91,1,Đorđe,Petrović,Petrović,a,,,45,0,0,0,0,3.6,,,2,2,90,0,0,0,4,0,0,0,0,0,6,0,10,47.8,0.0,0.0,4.8,2.0,0.4,0.4,2.0,2.3,1.3,51437,22058,51437,22058
68,444172,4,91,1,Will,Dennis,Dennis,a,,,40,0,0,0,0,1.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7171,4577,7171,4577
69,568791,4,91,1,Callan,McKenna,McKenna,a,,,40,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,971,1005,971,1005
70,495145,4,91,1,Alex,Paulsen,Paulsen,a,,,40,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,694,725,694,725
71,477580,4,91,2,Illia,Zabarnyi,Zabarnyi,u,Has joined Paris Saint-Germain permanently.,2025-08-12T13:14:36.028170Z,50,0,0,0,0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4682,0,4682
72,221466,4,91,2,Marcos,Senesi Barón,Senesi,a,,,45,0,0,0,0,1.3,,,2,2,90,0,0,0,4,0,0,0,0,0,0,0,1,26.6,14.6,2.0,4.3,2.0,0.4,0.4,2.0,1.9,0.9,43119,9563,43119,9563
73,54469,4,91,2,Adam,Smith,Smith,a,,,45,0,0,0,0,0.4,,,1,1,89,0,0,0,3,0,0,0,0,0,0,0,2,12.2,10.5,4.0,2.7,1.0,0.2,0.2,1.0,1.9,0.9,9718,2972,9718,2972
74,494521,4,91,2,Adrien,Truffert,Truffert,a,,,45,0,0,0,0,1.0,,,0,0,90,0,0,0,4,0,0,0,0,0,0,0,-1,18.2,19.1,0.0,3.7,0.0,0.0,0.0,0.0,1.9,0.9,33240,8972,33240,8972
75,541462,4,91,2,Matai,Akinmboni,Akinmboni,a,,,40,0,0,0,0,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1944,2704,1944,2704
76,518906,4,91,2,Owen,Bevan,Bevan,a,,,40,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,643,1600,643,1600
77,463981,4,91,2,James,Hill,Hill,a,,,40,0,0,0,0,0.8,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.1,0.0,0.3,1.0,0.2,0.2,1.0,1.0,0.0,9854,6942,9854,6942
78,436893,4,91,2,Julián,Araujo Zúñiga,J.Araujo,a,,,40,0,0,0,0,1.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6431,11057,6431,11057
79,223911,4,91,2,Chris,Mepham,Mepham,a,,,40,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,581,1693,581,1693
80,575901,4,91,2,Julio,Soler Barreto,Soler,a,,,40,0,0,0,0,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1209,2405,1209,2405
81,222683,4,91,3,Justin,Kluivert,Kluivert,i,Calf injury - Unknown return date,2025-08-10T22:00:04.480285Z,70,0,0,0,0,0.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,34141,287,34141
82,437730,4,91,3,Antoine,Semenyo,Semenyo,a,,,71,1,-1,1,-1,15.0,,,15,15,90,2,0,0,4,0,0,0,0,0,0,3,42,66.4,1.3,32.0,10.0,15.0,2.1,2.1,15.0,2.4,1.4,774668,42660,774668,42660
84,201658,4,91,3,Marcus,Tavernier,Tavernier,a,,,55,0,0,0,0,0.6,,,4,4,90,0,0,0,4,0,0,0,0,0,0,0,20,24.6,14.1,33.0,7.2,4.0,0.7,0.7,4.0,2.0,1.0,20557,7471,20557,7471
85,200785,4,91,3,Tyler,Adams,Adams,a,,,50,0,0,0,0,0.3,,,4,4,90,0,0,0,3,0,0,0,0,0,0,0,11,21.6,1.7,4.0,2.7,4.0,0.8,0.8,4.0,1.5,0.5,6589,3915,6589,3915
86,111317,4,91,3,David,Brooks,Brooks,a,,,50,0,0,0,0,0.2,,,4,4,83,0,1,0,2,0,0,0,1,0,0,0,23,27.2,40.3,18.0,8.6,4.0,0.8,0.8,4.0,1.5,0.5,10451,3188,10451,3188
87,158499,4,91,3,Ryan,Christie,Christie,i,Lack of match fitness - Expected back 23 Aug,2025-08-10T22:00:04.490616Z,50,0,0,0,0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,2281,72,2281
88,155408,4,91,3,Lewis,Cook,Cook,s,Suspended until 30 Aug,2025-07-21T10:00:04.780951Z,50,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,298,42,298
89,168991,4,91,3,Philip,Billing,Philip,a,,,50,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,382,1313,382,1313
90,503139,4,91,3,Alex,Scott,Scott,a,,,50,0,0,0,0,0.1,,,2,2,73,0,0,0,2,0,0,0,0,0,0,0,7,2.0,2.1,2.0,0.6,2.0,0.4,0.4,2.0,1.5,0.5,1170,1148,1170,1148
91,224995,4,91,3,Luis,Sinisterra Lucumí,Sinisterra,d,Lack of match fitness - 25% chance of playing,2025-08-21T12:00:05.516797Z,50,0,0,0,0,0.0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,99,1164,99,1164
92,441240,4,91,3,Romain,Faivre,Faivre,a,,,45,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1571,2633,1571,2633
93,424044,4,91,3,Hamed,Traorè,H.Traorè,a,,,45,0,0,0,0,1.2,,,4,4,16,0,1,0,2,0,0,0,0,0,0,0,12,21.2,10.0,0.0,3.1,4.0,0.9,0.9,4.0,1.0,0.0,70698,17322,70698,17322
94,550596,4,91,3,Dominic,Sadi,Sadi,a,,,45,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,440,765,440,765
95,530121,4,91,3,Zain,Silcott-Duberry,Silcott-Duberry,a,,,45,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,324,1044,324,1044
96,606775,4,91,3,Ben,Winterburn,Winterburn,a,,,45,0,0,0,0,0.1,,,1,1,6,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,0.2,0.2,1.0,1.0,0.0,1824,1128,1824,1128
97,444102,4,91,4,Francisco Evanilson,de Lima Barbosa,Evanilson,a,,,70,0,0,0,0,2.5,,,1,1,90,0,0,0,4,0,0,0,1,0,0,0,-1,0.0,0.6,17.0,1.6,1.0,0.1,0.1,1.0,2.3,1.3,71606,32099,71606,32099
98,168636,4,91,4,Enes,Ünal,Enes Ünal,i,Knee injury - Unknown return date,2025-07-21T10:00:04.802496Z,55,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,295,128,295
99,590760,4,91,4,Daniel,Adu-Adjei,Adu-Adjei,a,,,45,0,0,0,0,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3037,4101,3037,4101
100,560262,4,91,4,Eli Junior,Kroupi,Kroupi.Jr,a,,,45,0,0,0,0,1.3,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.2,0.2,1.0,1.0,0.0,42522,17651,42522,17651
391,496208,4,91,3,Ben,Gannon-Doak,Gannon-Doak,a,,,50,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1861,944,1861,944
685,242882,4,91,2,Bafodé,Diakité,Diakité,a,,,45,0,0,0,0,0.2,,,0,0,90,0,0,0,4,0,0,0,0,0,0,0,2,14.8,0.2,0.0,1.5,0.0,0.0,0.0,0.0,1.9,0.9,6150,1787,6150,1787
687,606774,4,91,3,Remy,Rees-Dottin,Rees-Dottin,a,,,45,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4357,1468,4357,1468
697,489888,4,91,3,Amine,Adli,Adli,a,,,55,0,0,0,0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,335,53,335,53
83,533463,5,94,3,Dango,Ouattara,O.Dango,a,,2025-08-14T16:00:05.815568Z,60,0,0,0,0,0.1,100.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.1,816,2612,816,2612
101,200720,5,94,1,Caoimhín,Kelleher,Kelleher,a,,2025-08-09T14:00:04.798673Z,45,0,0,0,0,10.3,100.0,75.0,1,1,90,0,0,0,3,0,0,0,0,0,2,0,4,11.8,0.0,0.0,1.2,1.0,0.2,0.2,1.0,2.3,1.7,24261,71669,24261,71669
102,235448,5,94,1,Ellery,Balcombe,Balcombe,a,,,40,0,0,0,0,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1816,1606,1816,1606
103,503300,5,94,1,Matthew,Cox,Cox,a,,,40,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,642,815,642,815
104,535017,5,94,1,Julian,Eyestone,Eyestone,a,,,40,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,250,481,250,481
105,507433,5,94,1,Hákon Rafn,Valdimarsson,Valdimarsson,a,,,40,0,0,0,0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1596,4662,1596,4662
106,432830,5,94,2,Nathan,Collins,Collins,a,,,50,0,0,0,0,1.6,,,0,0,90,0,0,0,3,0,0,0,1,0,0,0,0,9.8,0.2,5.0,1.5,0.0,0.0,0.0,0.0,2.6,2.6,4371,18201,4371,18201
107,249231,5,94,2,Keane,Lewis-Potter,Lewis-Potter,a,,,50,0,0,0,0,0.4,,,1,1,68,0,0,0,3,0,0,0,0,0,0,0,-8,5.4,4.5,7.0,1.7,1.0,0.2,0.2,1.0,2.6,2.6,2560,3917,2560,3917
108,191866,5,94,2,Kristoffer,Ajer,Ajer,a,,,45,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,887,2212,887,2212
109,194010,5,94,2,Rico,Henry,Henry,a,,,45,0,0,0,0,0.2,,,1,1,87,0,0,0,3,0,0,0,0,0,0,0,1,8.6,11.5,6.0,2.6,1.0,0.2,0.2,1.0,1.9,1.9,1121,1375,1121,1375
110,607464,5,94,2,Michael,Kayode,Kayode,a,,,45,0,0,0,0,0.2,,,1,1,90,0,0,0,3,0,0,0,0,0,0,0,3,17.8,20.5,0.0,3.8,1.0,0.2,0.2,1.0,1.9,1.9,1058,1591,1058,1591
111,231065,5,94,2,Ethan,Pinnock,Pinnock,d,Knock - 75% chance of playing,2025-08-18T08:00:05.393517Z,45,0,0,0,0,0.2,75.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.9,593,4113,593,4113
112,226956,5,94,2,Mads,Roerslev Rasmussen,Roerslev,a,,,45,0,0,0,0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,204,633,204,633
113,444765,5,94,2,Sepp,van den Berg,Van den Berg,a,,,45,0,0,0,0,0.4,,,3,3,90,0,0,0,3,0,0,0,0,0,0,0,6,34.4,0.6,24.0,5.9,3.0,0.7,0.7,3.0,1.9,1.9,4489,3145,4489,3145
114,622536,5,94,2,Benjamin,Arthur,Arthur,a,,,40,0,0,0,0,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1514,2575,1514,2575
115,612534,5,94,2,Benjamin,Fredrick,Fredrick,a,,,40,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,545,1423,545,1423
116,472713,5,94,2,Aaron,Hickey,Hickey,a,,,40,0,0,0,0,0.5,,,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1557,3458,1557,3458
117,570241,5,94,2,Kim,Ji-soo,Ji-soo,a,,,40,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,394,1421,394,1421
118,499717,5,94,2,Jayden,Meghoma,Meghoma,u,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,40,0,0,0,0,0.1,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,279,2319,279,2319
120,513418,5,94,3,Kevin,Schade,Schade,a,,2025-08-09T14:00:04.851048Z,70,0,0,0,0,0.3,100.0,75.0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,1,4.6,0.9,6.0,1.2,1.0,0.1,0.1,1.0,2.3,1.8,1578,4745,1578,4745
121,440089,5,94,3,Mikkel,Damsgaard,Damsgaard,a,,,59,-1,1,-1,1,0.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,1809,22655,1809,22655
122,543295,5,94,3,Antoni,Milambo,Milambo,a,,,55,0,0,0,0,0.1,,,1,1,45,0,0,0,3,0,0,0,0,0,0,0,5,4.0,1.8,0.0,0.6,1.0,0.2,0.2,1.0,2.0,2.0,384,995,384,995
123,244858,5,94,3,Fábio,Freitas Gouveia Carvalho,Carvalho,a,,,50,0,0,0,0,0.3,,,2,2,90,0,0,0,3,0,0,0,0,0,0,0,7,5.4,5.0,3.0,1.3,2.0,0.4,0.4,2.0,1.5,1.5,2642,4019,2642,4019
124,56979,5,94,3,Jordan,Henderson,Henderson,a,,,50,0,0,0,0,0.3,,,1,1,21,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.1,0.0,0.1,1.0,0.2,0.2,1.0,1.5,1.5,1464,4142,1464,4142
125,204580,5,94,3,Vitaly,Janelt,Janelt,i,Heel Injury - Unknown return date,2025-08-09T14:00:04.867824Z,50,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,547,29,547
126,207283,5,94,3,Mathias,Jensen,Jensen,a,,,50,0,0,0,0,0.1,,,2,2,68,0,0,0,3,0,0,0,0,0,0,0,10,9.0,25.4,8.0,4.2,2.0,0.4,0.4,2.0,1.5,1.5,500,1036,500,1036
127,626464,5,94,3,Gustavo,Nunes Fernandes Gomes,Nunes,i,Hamstring injury - Unknown return date,2025-08-09T14:00:04.884092Z,50,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,322,27,322
128,428580,5,94,3,Frank,Onyeka,Onyeka,a,,,50,0,0,0,0,0.1,,,4,4,21,0,1,0,0,0,0,0,0,0,0,0,9,0.0,0.1,2.0,0.1,4.0,0.8,0.8,4.0,1.5,1.5,1413,677,1413,677
129,508395,5,94,3,Yehor,Yarmoliuk,Yarmoliuk,a,,,50,0,0,0,0,0.0,,,2,2,90,0,0,0,3,0,0,0,0,0,0,0,10,3.6,10.8,7.0,2.1,2.0,0.4,0.4,2.0,1.5,1.5,203,514,203,514
130,606689,5,94,3,Romelle,Donovan,Donovan,a,,,45,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,976,1422,976,1422
131,628204,5,94,3,Yunus Emre,Konak,Konak,a,,,45,0,0,0,0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,473,1935,473,1935
132,220695,5,94,3,Paris,Maghoma,Maghoma,i,Unknown - Unknown return date,2025-08-14T16:00:05.924672Z,45,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,731,61,731
133,450539,5,94,3,Myles,Peart-Harris,Peart-Harris,a,,,45,0,0,0,0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,327,519,327,519
134,591357,5,94,3,Ryan,Trevitt,Trevitt,u,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,296,0,296
135,216646,5,94,4,Yoane,Wissa,Wissa,n,Won’t be considered for selection against Nottingham Forest on 17/8. - Unknown return date,2025-08-14T16:00:05.941925Z,75,0,0,0,0,1.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4386,92438,4386,92438
136,502500,5,94,4,Igor Thiago,Nascimento Rodrigues,Thiago,a,,,60,0,0,0,0,1.1,,,6,6,90,1,0,0,3,0,0,0,0,0,0,0,17,36.4,10.7,22.0,6.9,6.0,1.0,1.0,6.0,2.0,2.0,25337,11408,25337,11408
137,533710,5,94,4,Iwan,Morgan,Morgan,a,,,45,0,0,0,0,0.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3865,5729,3865,5729
138,49262,6,36,1,Jason,Steele,Steele,a,,,45,0,0,0,0,0.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,1238,5531,1238,5531
139,489639,6,36,1,Bart,Verbruggen,Verbruggen,a,,,45,0,0,0,0,7.4,,,2,2,90,0,0,0,1,0,0,0,0,0,1,0,9,14.4,0.0,0.0,1.4,2.0,0.4,0.4,2.0,2.3,2.3,30346,46697,30346,46697
140,209288,6,36,1,Tom,McGill,McGill,a,,,40,0,0,0,0,0.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1951,2095,1951,2095
141,472739,6,36,1,Carl,Rushworth,Rushworth,u,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67,0,67
142,240514,6,36,1,Kjell,Scherpen,Scherpen,u,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59,0,59
143,204120,6,36,2,Olivier,Boscagli,Boscagli,a,,,45,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,665,1947,665,1947
144,550090,6,36,2,Diego,Coppola,Coppola,a,,,45,0,0,0,0,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,215,1096,215,1096
145,465730,6,36,2,Maxim,De Cuyper,De Cuyper,a,,,45,0,0,0,0,6.0,,,2,2,90,0,0,0,1,0,0,0,0,0,0,0,8,15.0,26.7,4.0,4.6,2.0,0.4,0.4,2.0,1.9,1.9,27669,38192,27669,38192
146,83299,6,36,2,Lewis,Dunk,Dunk,a,,,45,0,0,0,0,1.3,,,2,2,90,0,0,0,1,0,0,0,0,0,0,0,16,16.6,1.8,7.0,2.5,2.0,0.4,0.4,2.0,1.9,1.9,12007,8635,12007,8635
147,204214,6,36,2,Pervis,Estupiñán Tenorio,Estupiñan,u,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,963,0,963
148,231416,6,36,2,Ferdi,Kadıoğlu,F.Kadıoğlu,a,,,45,0,0,0,0,0.2,,,0,0,21,0,0,0,1,0,0,0,1,0,0,0,-5,0.0,1.3,0.0,0.1,0.0,0.0,0.0,0.0,1.9,1.9,903,3202,903,3202
