element,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price_m,selected_by_percent,status,chance_of_playing_next_round,apps,assists_per90,goals_scored_per90,last_updated_utc,points_per90,saves_per90,xa,xg,xgc,xgi
354,Ampadu,Ethan Ampadu,Ethan,Ampadu,MID,,Leeds,,77,3,0,0,1,0,0,0,0,0,0,0,0,12,10.8,4.9,2.0,1.8,0.0,0.02,0.02,0.28,5.0,0.1,i,0.0,1,0.0,0.0,2025-08-22T01:26:46Z,3.51,0.0,0.02,0.0,0.28,0.02
355,Greenwood,Sam Greenwood,Sam,Greenwood,MID,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
356,Gruev,Ilia Gruev,Ilia,Gruev,MID,,Leeds,,12,1,0,0,0,0,0,0,0,0,0,0,0,3,1.6,0.3,0.0,0.2,0.0,0.0,0.0,0.28,5.0,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,7.5,0.0,0.0,0.0,0.28,0.0
357,Ramazani,Largie Ramazani,Largie,Ramazani,MID,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
358,Tanaka,Tanaka Ao,Tanaka,Ao,MID,,Leeds,,90,3,0,0,1,0,0,0,0,0,0,0,0,13,2.2,24.3,9.0,3.6,0.09,0.03,0.12,0.55,5.0,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.03,0.09,0.55,0.12
359,Crew,Charlie Crew,Charlie,Crew,MID,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
360,Gelhardt,Joe Gelhardt,Joe,Gelhardt,MID,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
361,Gyabi,Darko Gyabi,Darko,Gyabi,MID,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
362,Piroe,Joël Piroe,Joël,Piroe,FWD,,Leeds,,77,2,0,0,1,0,0,0,0,0,0,0,0,4,2.0,5.6,44.0,5.2,0.28,0.04,0.32,0.28,5.5,1.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.34,0.0,0.04,0.28,0.28,0.32
363,Bamford,Patrick Bamford,Patrick,Bamford,FWD,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
364,Mateo Joseph,Mateo Joseph Fernández-Regatillo,Mateo,Joseph Fernández-Regatillo,FWD,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
365,Nmecha,Lukas Nmecha,Lukas,Nmecha,FWD,,Leeds,,12,5,1,0,0,0,0,0,0,0,0,0,0,20,34.0,1.6,22.0,5.8,0.85,0.01,0.86,0.28,5.0,0.6,a,,1,0.0,7.5,2025-08-22T01:26:46Z,37.5,0.0,0.01,0.85,0.28,0.86
366,A.Becker,Alisson Becker,Alisson,Becker,GK,,Liverpool,,90,1,0,0,0,2,0,0,0,0,0,1,0,8,13.6,0.0,0.0,1.4,0.0,0.01,0.01,1.7,5.5,10.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,1.0,0.01,0.0,1.7,0.01
367,Mamardashvili,Giorgi Mamardashvili,Giorgi,Mamardashvili,GK,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
368,Pécsi,Ármin Pécsi,Ármin,Pécsi,GK,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
369,Woodman,Freddie Woodman,Freddie,Woodman,GK,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
370,Frimpong,Jeremie Frimpong,Jeremie,Frimpong,DEF,,Liverpool,,59,1,0,0,0,0,0,0,0,0,0,0,0,8,5.4,1.3,2.0,0.9,0.01,0.01,0.02,0.81,6.0,24.3,i,0.0,1,0.0,0.0,2025-08-22T01:26:46Z,1.53,0.0,0.01,0.01,0.81,0.02
371,Kerkez,Milos Kerkez,Milos,Kerkez,DEF,,Liverpool,,59,0,0,0,0,0,0,0,0,1,0,0,0,5,8.4,1.3,0.0,1.0,0.0,0.01,0.01,0.81,6.0,6.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.01,0.0,0.81,0.01
372,Robertson,Andrew Robertson,Andrew,Robertson,DEF,,Liverpool,,30,0,0,0,0,2,0,0,0,0,0,0,0,-3,5.4,4.1,2.0,1.2,0.0,0.04,0.04,0.89,6.0,1.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.04,0.0,0.89,0.04
373,Virgil,Virgil van Dijk,Virgil,van Dijk,DEF,,Liverpool,,90,3,0,0,0,2,0,0,0,0,0,0,0,11,49.4,0.9,25.0,7.5,0.18,0.01,0.19,1.7,6.0,23.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.01,0.18,1.7,0.19
374,Konaté,Ibrahima Konaté,Ibrahima,Konaté,DEF,,Liverpool,,90,1,0,0,0,2,0,0,0,0,0,0,0,6,21.4,0.6,0.0,2.2,0.0,0.0,0.0,1.7,5.5,2.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.0,0.0,1.7,0.0
375,Bradley,Conor Bradley,Conor,Bradley,DEF,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,d,50.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
376,Gomez,Joe Gomez,Joe,Gomez,DEF,,Liverpool,,18,1,0,0,0,1,0,0,0,0,0,0,0,-1,2.4,0.4,0.0,0.3,0.0,0.0,0.0,0.21,5.0,0.1,a,100.0,1,0.0,0.0,2025-08-22T01:26:46Z,5.0,0.0,0.0,0.0,0.21,0.0
377,Tsimikas,Konstantinos Tsimikas,Konstantinos,Tsimikas,DEF,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
378,Nallo,Amara Nallo,Amara,Nallo,DEF,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
379,R.Williams,Rhys Williams,Rhys,Williams,DEF,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
380,Ramsay,Calvin Ramsay,Calvin,Ramsay,DEF,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
381,M.Salah,Mohamed Salah,Mohamed,Salah,MID,,Liverpool,,90,8,1,0,0,2,0,0,0,0,0,0,1,36,49.0,33.8,51.0,13.4,0.26,0.11,0.37,1.7,14.5,53.7,a,,1,0.0,1.0,2025-08-22T01:26:46Z,8.0,0.0,0.11,0.26,1.7,0.37
382,Wirtz,Florian Wirtz,Florian,Wirtz,MID,,Liverpool,,81,2,0,0,0,2,0,0,0,0,0,0,0,14,12.0,45.0,12.0,6.9,0.14,0.28,0.42,1.7,8.5,28.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.22,0.0,0.28,0.14,1.7,0.42
383,Luis Díaz,Luis Díaz Marulanda,Luis,Díaz Marulanda,MID,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.1,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
384,Gakpo,Cody Gakpo,Cody,Gakpo,MID,,Liverpool,,90,7,1,0,0,2,0,0,0,0,0,0,0,34,48.2,39.6,46.0,13.4,0.2,0.44,0.64,1.7,7.5,8.3,a,,1,0.0,1.0,2025-08-22T01:26:46Z,7.0,0.0,0.44,0.2,1.7,0.64
385,Chiesa,Federico Chiesa,Federico,Chiesa,MID,,Liverpool,,8,6,1,0,0,0,0,0,0,0,0,0,0,29,35.2,0.3,17.0,5.3,0.16,0.0,0.16,0.0,6.5,0.3,a,,1,0.0,11.25,2025-08-22T01:26:46Z,67.5,0.0,0.0,0.16,0.0,0.16
386,Mac Allister,Alexis Mac Allister,Alexis,Mac Allister,MID,,Liverpool,,71,5,0,1,0,1,0,0,0,0,0,0,0,27,27.4,15.2,11.0,5.4,0.03,0.02,0.05,1.49,6.5,1.9,a,,1,1.268,0.0,2025-08-22T01:26:46Z,6.34,0.0,0.02,0.03,1.49,0.05
387,Szoboszlai,Dominik Szoboszlai,Dominik,Szoboszlai,MID,,Liverpool,,90,2,0,0,0,2,0,0,0,0,0,0,0,17,14.0,29.8,24.0,6.8,0.1,0.09,0.19,1.7,6.5,1.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.09,0.1,1.7,0.19
388,C.Jones,Curtis Jones,Curtis,Jones,MID,,Liverpool,,18,1,0,0,0,1,0,0,0,0,0,0,0,4,3.2,10.9,0.0,1.4,0.0,0.04,0.04,0.21,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.0,0.0,0.04,0.0,0.21,0.04
389,Elliott,Harvey Elliott,Harvey,Elliott,MID,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
390,Gravenberch,Ryan Gravenberch,Ryan,Gravenberch,MID,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.2,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
391,Gannon-Doak,Ben Gannon-Doak,Ben,Gannon-Doak,MID,,Bournemouth,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
392,Endo,Endo Wataru,Endo,Wataru,MID,,Liverpool,,30,4,0,1,0,2,0,0,0,0,0,0,0,15,24.6,10.7,0.0,3.5,0.0,0.0,0.0,0.89,5.0,0.1,a,,1,3.0,0.0,2025-08-22T01:26:46Z,12.0,0.0,0.0,0.0,0.89,0.0
393,Bajcetic,Stefan Bajčetić Maquieira,Stefan,Bajčetić Maquieira,MID,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
394,McConnell,James McConnell,James,McConnell,MID,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
395,Morton,Tyler Morton,Tyler,Morton,MID,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
396,Nyoni,Trey Nyoni,Trey,Nyoni,MID,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
397,Darwin,Darwin Núñez Ribeiro,Darwin,Núñez Ribeiro,FWD,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.1,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
398,Danns,Jayden Danns,Jayden,Danns,FWD,,Liverpool,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
399,Ederson M.,Ederson Santana de Moraes,Ederson,Santana de Moraes,GK,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.6,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
400,Ortega Moreno,Stefan Ortega Moreno,Stefan,Ortega Moreno,GK,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
401,Bettinelli,Marcus Bettinelli,Marcus,Bettinelli,GK,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
402,Aït-Nouri,Rayan Aït-Nouri,Rayan,Aït-Nouri,DEF,,Man City,,90,9,0,0,1,0,0,0,0,0,0,0,1,33,30.4,13.5,3.0,4.7,0.04,0.02,0.06,0.56,6.0,22.8,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.02,0.04,0.56,0.06
403,Gvardiol,Joško Gvardiol,Joško,Gvardiol,DEF,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.4,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
404,Akanji,Manuel Akanji,Manuel,Akanji,DEF,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.8,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
405,Aké,Nathan Aké,Nathan,Aké,DEF,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.7,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
406,Khusanov,Abdukodir Khusanov,Abdukodir,Khusanov,DEF,,Man City,,8,1,0,0,0,0,0,0,0,0,0,0,0,7,3.6,0.0,0.0,0.4,0.0,0.0,0.0,0.08,5.5,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,11.25,0.0,0.0,0.0,0.08,0.0
407,Matheus N.,Matheus Nunes,Matheus,Nunes,DEF,,Man City,,24,1,0,0,0,0,0,0,0,0,0,0,0,5,3.8,1.2,0.0,0.5,0.0,0.0,0.0,0.21,5.5,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.75,0.0,0.0,0.0,0.21,0.0
408,Rúben,Rúben dos Santos Gato Alves Dias,Rúben,dos Santos Gato Alves Dias,DEF,,Man City,,90,6,0,0,1,0,0,0,0,0,0,0,0,26,21.6,1.7,2.0,2.5,0.0,0.08,0.08,0.56,5.5,3.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.08,0.0,0.56,0.08
409,Stones,John Stones,John,Stones,DEF,,Man City,,81,6,0,0,1,0,0,0,0,0,0,0,0,28,14.4,2.2,0.0,1.7,0.0,0.01,0.01,0.47,5.5,0.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.67,0.0,0.01,0.0,0.47,0.01
410,Lewis,Rico Lewis,Rico,Lewis,DEF,,Man City,,65,11,0,1,1,0,0,0,0,0,0,0,2,41,29.2,13.1,8.0,5.0,0.0,0.59,0.59,0.35,5.0,3.1,a,,1,1.385,0.0,2025-08-22T01:26:46Z,15.23,0.0,0.59,0.0,0.35,0.59
411,O’Reilly,Nico O'Reilly,Nico,O'Reilly,DEF,,Man City,,24,0,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,5.0,0.0,0.5,0.0,0.01,0.01,0.21,5.0,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.01,0.0,0.21,0.01
412,Vitor Reis,Vitor de Oliveira Nunes dos Reis,Vitor,de Oliveira Nunes dos Reis,DEF,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
413,Marmoush,Omar Marmoush,Omar,Marmoush,MID,,Man City,,24,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.8,6.0,0.7,0.12,0.0,0.12,0.21,8.4,9.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.75,0.0,0.0,0.12,0.21,0.12
414,Foden,Phil Foden,Phil,Foden,MID,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.3,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
415,Savinho,Sávio Moreira de Oliveira,Sávio,Moreira de Oliveira,MID,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.7,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
416,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,Bernardo,Mota Veiga de Carvalho e Silva,MID,,Man City,,65,3,0,0,1,0,0,0,0,0,0,0,0,25,22.0,62.0,4.0,8.8,0.0,0.44,0.44,0.35,6.5,0.8,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.15,0.0,0.44,0.0,0.35,0.44
417,Cherki,Rayan Cherki,Rayan,Cherki,MID,,Man City,,17,6,1,0,0,0,0,0,0,0,0,0,0,22,35.8,2.8,7.0,4.6,0.06,0.03,0.09,0.21,6.5,8.5,a,,1,0.0,5.294,2025-08-22T01:26:46Z,31.76,0.0,0.03,0.06,0.21,0.09
418,Doku,Jérémy Doku,Jérémy,Doku,MID,,Man City,,65,3,0,0,1,0,0,0,0,0,0,0,0,4,0.0,3.2,4.0,0.6,0.0,0.02,0.02,0.35,6.5,1.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.15,0.0,0.02,0.0,0.35,0.02
419,Grealish,Jack Grealish,Jack,Grealish,MID,,Everton,,19,1,0,0,0,1,0,0,0,0,0,0,0,4,5.8,0.8,5.0,1.2,0.02,0.0,0.02,1.14,6.5,3.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.74,0.0,0.0,0.02,1.14,0.02
420,Gündoğan,İlkay Gündoğan,İlkay,Gündoğan,MID,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
421,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,Rodrigo 'Rodri',Hernandez Cascante,MID,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.6,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
422,Kovačić,Mateo Kovačić,Mateo,Kovačić,MID,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
423,N.Gonzalez,Nico González Iglesias,Nico,González Iglesias,MID,,Man City,,90,3,0,0,1,0,0,0,0,0,0,0,0,27,24.8,5.6,6.0,3.6,0.05,0.05,0.1,0.56,6.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.05,0.05,0.56,0.1
424,Bobb,Oscar Bobb,Oscar,Bobb,MID,,Man City,,90,6,0,1,1,0,0,0,0,0,0,0,0,25,24.6,25.4,8.0,5.8,0.0,0.07,0.07,0.56,5.5,0.4,a,,1,1.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.07,0.0,0.56,0.07
425,Echeverri,Claudio Echeverri,Claudio,Echeverri,MID,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
426,McAtee,James McAtee,James,McAtee,MID,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
427,Reijnders,Tijjani Reijnders,Tijjani,Reijnders,MID,,Man City,,90,10,1,1,1,0,0,0,0,1,0,0,0,31,49.8,23.7,28.0,10.2,0.2,0.14,0.34,0.56,5.6,30.4,a,,1,1.0,1.0,2025-08-22T01:26:46Z,10.0,0.0,0.14,0.2,0.56,0.34
428,Nypan,Sverre Nypan,Sverre,Nypan,MID,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
429,Phillips,Kalvin Phillips,Kalvin,Phillips,MID,,Man City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
430,Haaland,Erling Haaland,Erling,Haaland,FWD,,Man City,,72,13,2,0,1,0,0,0,0,0,0,0,3,49,58.0,0.3,71.0,12.9,1.99,0.0,1.99,0.35,14.0,29.5,a,,1,0.0,2.5,2025-08-22T01:26:46Z,16.25,0.0,0.0,1.99,0.35,1.99
431,Bayindir,Altay Bayındır,Altay,Bayındır,GK,,Man Utd,,90,2,0,0,0,1,0,0,0,0,0,2,0,11,13.4,0.0,0.0,1.3,0.0,0.0,0.0,1.31,5.0,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,2.0,0.0,0.0,1.31,0.0
432,Onana,André Onana,André,Onana,GK,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
433,Harrison,Elyh Harrison,Elyh,Harrison,GK,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
434,Heaton,Tom Heaton,Tom,Heaton,GK,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
435,Mee,Dermot Mee,Dermot,Mee,GK,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
436,De Ligt,Matthijs de Ligt,Matthijs,de Ligt,DEF,,Man Utd,,90,4,0,0,0,1,0,0,0,0,0,0,0,16,33.4,16.0,26.0,7.5,0.21,0.06,0.27,1.31,5.0,2.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.0,0.0,0.06,0.21,1.31,0.27
437,Martinez,Lisandro Martínez,Lisandro,Martínez,DEF,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
438,Mazraoui,Noussair Mazraoui,Noussair,Mazraoui,DEF,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
439,D.Leon,Diego León Blanco,Diego,León Blanco,DEF,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
440,Dalot,Diogo Dalot Teixeira,Diogo,Dalot Teixeira,DEF,,Man Utd,,54,1,0,0,0,1,0,0,0,0,0,0,0,2,6.8,14.1,2.0,2.3,0.0,0.15,0.15,1.03,4.5,2.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.67,0.0,0.15,0.0,1.03,0.15
441,Dorgu,Patrick Dorgu,Patrick,Dorgu,DEF,,Man Utd,,90,1,0,0,0,1,0,0,0,1,0,0,0,4,9.0,2.8,8.0,2.0,0.04,0.02,0.06,1.31,4.5,7.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.02,0.04,1.31,0.06
442,Maguire,Harry Maguire,Harry,Maguire,DEF,,Man Utd,,10,1,0,0,0,0,0,0,0,0,0,0,0,2,5.2,0.5,0.0,0.6,0.0,0.0,0.0,0.21,4.5,0.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.0,0.0,0.21,0.0
