id,web_name,first_name,second_name,position,team_name,team_short,price_m,delta_price_this_gw,delta_price_since_start,transfers_in_between_gws_current,transfers_out_between_gws_current,transfers_in,transfers_out,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,current_gw,current_gw_deadline_utc,last_updated_utc,team,element_type,now_cost,cost_change_event,cost_change_start
88,Cook,Lewis,Cook,MID,Bournemouth,BOU,5.0,0.0,0.0,39,276,39,276,0.0,s,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,50,0,0
89,Philip,Philip,Billing,MID,Bournemouth,BOU,5.0,0.0,0.0,353,1216,353,1216,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,50,0,0
90,Scott,Alex,Scott,MID,Bournemouth,BOU,5.0,0.0,0.0,1094,1074,1094,1074,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,50,0,0
91,Sinisterra,Luis,Sinisterra Lucumí,MID,Bournemouth,BOU,5.0,0.0,0.0,94,1102,94,1102,0.0,d,25.0,25.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,50,0,0
92,Faivre,Romain,Faivre,MID,Bournemouth,BOU,4.5,0.0,0.0,1473,2450,1473,2450,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,45,0,0
93,H.Traorè,Hamed,Traorè,MID,Bournemouth,BOU,4.5,0.0,0.0,63842,15397,63842,15397,1.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,45,0,0
94,Sadi,Dominic,Sadi,MID,Bournemouth,BOU,4.5,0.0,0.0,418,716,418,716,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,45,0,0
95,Silcott-Duberry,Zain,Silcott-Duberry,MID,Bournemouth,BOU,4.5,0.0,0.0,304,964,304,964,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,45,0,0
96,Winterburn,Ben,Winterburn,MID,Bournemouth,BOU,4.5,0.0,0.0,1681,1045,1681,1045,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,45,0,0
97,Evanilson,Francisco Evanilson,de Lima Barbosa,FWD,Bournemouth,BOU,7.0,0.0,0.0,59404,29030,59404,29030,2.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,4,70,0,0
98,Enes Ünal,Enes,Ünal,FWD,Bournemouth,BOU,5.5,0.0,0.0,119,274,119,274,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,4,55,0,0
99,Adu-Adjei,Daniel,Adu-Adjei,FWD,Bournemouth,BOU,4.5,0.0,0.0,2855,3817,2855,3817,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,4,45,0,0
100,Kroupi.Jr,Eli Junior,Kroupi,FWD,Bournemouth,BOU,4.5,0.0,0.0,38639,15871,38639,15871,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,4,45,0,0
391,Gannon-Doak,Ben,Gannon-Doak,MID,Bournemouth,BOU,5.0,0.0,0.0,1749,864,1749,864,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,50,0,0
685,Diakité,Bafodé,Diakité,DEF,Bournemouth,BOU,4.5,0.0,0.0,5348,1583,5348,1583,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,2,45,0,0
687,Rees-Dottin,Remy,Rees-Dottin,MID,Bournemouth,BOU,4.5,0.0,0.0,4240,1402,4240,1402,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,45,0,0
697,Adli,Amine,Adli,MID,Bournemouth,BOU,5.5,0.0,0.0,195,20,195,20,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,4,3,55,0,0
83,O.Dango,Dango,Ouattara,MID,Brentford,BRE,6.0,0.0,0.0,660,2471,660,2471,0.1,a,100.0,50.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,60,0,0
101,Kelleher,Caoimhín,Kelleher,GK,Brentford,BRE,4.5,0.0,0.0,22075,67330,22075,67330,10.4,a,100.0,75.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,1,45,0,0
102,Balcombe,Ellery,Balcombe,GK,Brentford,BRE,4.0,0.0,0.0,1728,1492,1728,1492,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,1,40,0,0
103,Cox,Matthew,Cox,GK,Brentford,BRE,4.0,0.0,0.0,612,732,612,732,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,1,40,0,0
104,Eyestone,Julian,Eyestone,GK,Brentford,BRE,4.0,0.0,0.0,235,428,235,428,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,1,40,0,0
105,Valdimarsson,Hákon Rafn,Valdimarsson,GK,Brentford,BRE,4.0,0.0,0.0,1499,4209,1499,4209,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,1,40,0,0
106,Collins,Nathan,Collins,DEF,Brentford,BRE,5.0,0.0,0.0,4060,16632,4060,16632,1.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,50,0,0
107,Lewis-Potter,Keane,Lewis-Potter,DEF,Brentford,BRE,5.0,0.0,0.0,2288,3570,2288,3570,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,50,0,0
108,Ajer,Kristoffer,Ajer,DEF,Brentford,BRE,4.5,0.0,0.0,838,2009,838,2009,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,45,0,0
109,Henry,Rico,Henry,DEF,Brentford,BRE,4.5,0.0,0.0,981,1262,981,1262,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,45,0,0
110,Kayode,Michael,Kayode,DEF,Brentford,BRE,4.5,0.0,0.0,943,1466,943,1466,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,45,0,0
111,Pinnock,Ethan,Pinnock,DEF,Brentford,BRE,4.5,0.0,0.0,579,3656,579,3656,0.2,d,75.0,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,45,0,0
112,Roerslev,Mads,Roerslev Rasmussen,DEF,Brentford,BRE,4.5,0.0,0.0,185,565,185,565,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,45,0,0
113,Van den Berg,Sepp,van den Berg,DEF,Brentford,BRE,4.5,0.0,0.0,3872,2877,3872,2877,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,45,0,0
114,Arthur,Benjamin,Arthur,DEF,Brentford,BRE,4.0,0.0,0.0,1416,2331,1416,2331,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,40,0,0
115,Fredrick,Benjamin,Fredrick,DEF,Brentford,BRE,4.0,0.0,0.0,503,1292,503,1292,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,40,0,0
116,Hickey,Aaron,Hickey,DEF,Brentford,BRE,4.0,0.0,0.0,1460,3146,1460,3146,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,40,0,0
117,Ji-soo,Kim,Ji-soo,DEF,Brentford,BRE,4.0,0.0,0.0,357,1290,357,1290,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,40,0,0
118,Meghoma,Jayden,Meghoma,DEF,Brentford,BRE,4.0,0.0,0.0,279,1986,279,1986,0.1,u,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,2,40,0,0
120,Schade,Kevin,Schade,MID,Brentford,BRE,7.0,0.0,0.0,1220,4318,1220,4318,0.3,a,100.0,75.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,70,0,0
121,Damsgaard,Mikkel,Damsgaard,MID,Brentford,BRE,6.0,0.0,0.0,1659,21175,1659,21175,0.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,60,0,0
122,Milambo,Antoni,Milambo,MID,Brentford,BRE,5.5,0.0,0.0,353,922,353,922,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,55,0,0
123,Carvalho,Fábio,Freitas Gouveia Carvalho,MID,Brentford,BRE,5.0,0.0,0.0,2368,3664,2368,3664,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,50,0,0
124,Henderson,Jordan,Henderson,MID,Brentford,BRE,5.0,0.0,0.0,1398,3850,1398,3850,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,50,0,0
125,Janelt,Vitaly,Janelt,MID,Brentford,BRE,5.0,0.0,0.0,26,522,26,522,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,50,0,0
126,Jensen,Mathias,Jensen,MID,Brentford,BRE,5.0,0.0,0.0,441,955,441,955,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,50,0,0
127,Nunes,Gustavo,Nunes Fernandes Gomes,MID,Brentford,BRE,5.0,0.0,0.0,24,300,24,300,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,50,0,0
128,Onyeka,Frank,Onyeka,MID,Brentford,BRE,5.0,0.0,0.0,1190,596,1190,596,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,50,0,0
129,Yarmoliuk,Yehor,Yarmoliuk,MID,Brentford,BRE,5.0,0.0,0.0,173,464,173,464,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,50,0,0
130,Donovan,Romelle,Donovan,MID,Brentford,BRE,4.5,0.0,0.0,920,1308,920,1308,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,45,0,0
131,Konak,Yunus Emre,Konak,MID,Brentford,BRE,4.5,0.0,0.0,450,1761,450,1761,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,45,0,0
132,Maghoma,Paris,Maghoma,MID,Brentford,BRE,4.5,0.0,0.0,60,685,60,685,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,45,0,0
133,Peart-Harris,Myles,Peart-Harris,MID,Brentford,BRE,4.5,0.0,0.0,307,486,307,486,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,45,0,0
134,Trevitt,Ryan,Trevitt,MID,Brentford,BRE,4.5,0.0,0.0,0,278,0,278,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,3,45,0,0
135,Wissa,Yoane,Wissa,FWD,Brentford,BRE,7.5,0.0,0.0,4163,85636,4163,85636,1.8,n,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,4,75,0,0
136,Thiago,Igor Thiago,Nascimento Rodrigues,FWD,Brentford,BRE,6.0,0.0,0.0,21198,10239,21198,10239,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,4,60,0,0
137,Morgan,Iwan,Morgan,FWD,Brentford,BRE,4.5,0.0,0.0,3586,5304,3586,5304,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,5,4,45,0,0
138,Steele,Jason,Steele,GK,Brighton,BHA,4.5,0.0,0.0,1171,5055,1171,5055,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,1,45,0,0
139,Verbruggen,Bart,Verbruggen,GK,Brighton,BHA,4.5,0.0,0.0,28441,42411,28441,42411,7.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,1,45,0,0
140,McGill,Tom,McGill,GK,Brighton,BHA,4.0,0.0,0.0,1829,1945,1829,1945,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,1,40,0,0
141,Rushworth,Carl,Rushworth,GK,Brighton,BHA,4.0,0.0,0.0,0,63,0,63,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,1,40,0,0
142,Scherpen,Kjell,Scherpen,GK,Brighton,BHA,4.0,0.0,0.0,0,58,0,58,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,1,40,0,0
143,Boscagli,Olivier,Boscagli,DEF,Brighton,BHA,4.5,0.0,0.0,628,1810,628,1810,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
144,Coppola,Diego,Coppola,DEF,Brighton,BHA,4.5,0.0,0.0,194,978,194,978,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
145,De Cuyper,Maxim,De Cuyper,DEF,Brighton,BHA,4.5,0.0,0.0,25469,34653,25469,34653,6.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
146,Dunk,Lewis,Dunk,DEF,Brighton,BHA,4.5,0.0,0.0,11137,7788,11137,7788,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
147,Estupiñan,Pervis,Estupiñán Tenorio,DEF,Brighton,BHA,4.5,0.0,0.0,0,930,0,930,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
148,F.Kadıoğlu,Ferdi,Kadıoğlu,DEF,Brighton,BHA,4.5,0.0,0.0,851,3008,851,3008,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
149,Igor,Igor Julio,dos Santos de Paulo,DEF,Brighton,BHA,4.5,0.0,0.0,293,487,293,487,0.1,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
150,Lamptey,Tariq,Lamptey,DEF,Brighton,BHA,4.5,0.0,0.0,1358,5161,1358,5161,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
151,Van Hecke,Jan Paul,van Hecke,DEF,Brighton,BHA,4.5,0.0,0.0,5338,7553,5338,7553,1.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
152,Veltman,Joël,Veltman,DEF,Brighton,BHA,4.5,0.0,0.0,422,3378,422,3378,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
153,Webster,Adam,Webster,DEF,Brighton,BHA,4.5,0.0,0.0,72,382,72,382,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,45,0,0
154,Cashin,Eiran,Cashin,DEF,Brighton,BHA,4.0,0.0,0.0,0,247,0,247,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,40,0,0
155,Slater,Jacob,Slater,DEF,Brighton,BHA,4.0,0.0,0.0,752,1630,752,1630,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,40,0,0
156,Tasker,Charlie,Tasker,DEF,Brighton,BHA,4.0,0.0,0.0,530,1354,530,1354,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,2,40,0,0
157,Mitoma,Mitoma,Kaoru,MID,Brighton,BHA,6.5,0.0,0.0,17525,90974,17525,90974,6.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,65,0,0
158,Georginio,Georginio,Rutter,MID,Brighton,BHA,6.0,0.0,0.0,16117,18313,16117,18313,1.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,60,0,0
159,March,Solly,March,MID,Brighton,BHA,6.0,0.0,0.0,43,915,43,915,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,60,0,0
160,Minteh,Yankuba,Minteh,MID,Brighton,BHA,6.0,0.0,0.0,3981,18860,3981,18860,1.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,60,0,0
161,Enciso,Julio,Enciso Espínola,MID,Brighton,BHA,5.5,0.0,0.0,44,1276,44,1276,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,55,0,0
162,Gruda,Brajan,Gruda,MID,Brighton,BHA,5.5,0.0,0.0,204,766,204,766,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,55,0,0
163,Hinshelwood,Jack,Hinshelwood,MID,Brighton,BHA,5.5,0.0,0.0,138,2268,138,2268,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,55,0,0
164,O'Riley,Matt,O'Riley,MID,Brighton,BHA,5.5,0.0,0.0,89984,17050,89984,17050,1.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,55,0,0
165,Sima,Abdallah,Sima,MID,Brighton,BHA,5.5,0.0,0.0,109,412,109,412,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,55,0,0
166,Ayari,Yasin,Ayari,MID,Brighton,BHA,5.0,0.0,0.0,1246,2233,1246,2233,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
167,Baleba,Carlos,Baleba,MID,Brighton,BHA,5.0,0.0,0.0,25928,45654,25928,45654,4.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
168,Buonanotte,Facundo,Buonanotte,MID,Brighton,BHA,5.0,0.0,0.0,199,3304,199,3304,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
169,Gomez,Diego,Gómez Amarilla,MID,Brighton,BHA,5.0,0.0,0.0,219,820,219,820,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
170,Milner,James,Milner,MID,Brighton,BHA,5.0,0.0,0.0,625,1425,625,1425,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
171,Sarmiento,Jeremy,Sarmiento Morante,MID,Brighton,BHA,5.0,0.0,0.0,50,526,50,526,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
172,Watson,Tom,Watson,MID,Brighton,BHA,5.0,0.0,0.0,118,326,118,326,0.0,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
173,Wieffer,Mats,Wieffer,MID,Brighton,BHA,5.0,0.0,0.0,1160,828,1160,828,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
174,Yalcouye,Malick,Yalcouyé,MID,Brighton,BHA,5.0,0.0,0.0,0,565,0,565,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,50,0,0
175,Knight,Joe,Knight,MID,Brighton,BHA,4.5,0.0,0.0,638,1029,638,1029,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,45,0,0
176,Mazilu,Adrian,Mazilu,MID,Brighton,BHA,4.5,0.0,0.0,246,499,246,499,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,45,0,0
177,Moran,Andrew,Moran,MID,Brighton,BHA,4.5,0.0,0.0,447,712,447,712,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,3,45,0,0
178,Welbeck,Danny,Welbeck,FWD,Brighton,BHA,6.5,0.0,0.0,12762,82295,12762,82295,3.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,4,65,0,0
179,Ferguson,Evan,Ferguson,FWD,Brighton,BHA,5.5,0.0,0.0,0,741,0,741,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,4,55,0,0
180,Tzimas,Stefanos,Tzimas,FWD,Brighton,BHA,5.5,0.0,0.0,1180,2756,1180,2756,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,4,55,0,0
181,Kostoulas,Charalampos,Kostoulas,FWD,Brighton,BHA,5.0,0.0,0.0,3134,6866,3134,6866,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,6,4,50,0,0
220,Sánchez,Robert,Lynch Sánchez,GK,Chelsea,CHE,5.0,0.0,0.0,122932,70975,122932,70975,25.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,1,50,0,0
221,Jörgensen,Filip,Jörgensen,GK,Chelsea,CHE,4.5,0.0,0.0,689,2410,689,2410,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,1,45,0,0
222,Penders,Mike,Penders,GK,Chelsea,CHE,4.0,0.0,0.0,0,105,0,105,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,1,40,0,0
223,Slonina,Gabriel,Słonina,GK,Chelsea,CHE,4.0,0.0,0.0,585,797,585,797,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,1,40,0,0
224,Cucurella,Marc,Cucurella Saseta,DEF,Chelsea,CHE,6.0,0.0,0.0,237519,69811,237519,69811,21.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,60,0,0
225,James,Reece,James,DEF,Chelsea,CHE,5.5,0.0,0.0,55461,30701,55461,30701,5.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,55,0,0
226,Chalobah,Trevoh,Chalobah,DEF,Chelsea,CHE,5.0,0.0,0.0,29157,11859,29157,11859,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,50,0,0
227,Colwill,Levi,Samuels Colwill,DEF,Chelsea,CHE,5.0,0.0,0.0,148,14167,148,14167,0.3,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,50,0,0
228,Gusto,Malo,Gusto,DEF,Chelsea,CHE,5.0,0.0,0.0,9225,25338,9225,25338,1.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,50,0,0
229,B.Badiashile,Benoît,Badiashile Mukinayi,DEF,Chelsea,CHE,4.5,0.0,0.0,44,629,44,629,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,45,0,0
230,Fofana,Wesley,Fofana,DEF,Chelsea,CHE,4.5,0.0,0.0,1021,4179,1021,4179,0.2,a,100.0,75.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,45,0,0
231,M.Sarr,Mamadou,Sarr,DEF,Chelsea,CHE,4.5,0.0,0.0,0,865,0,865,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,45,0,0
232,Tosin,Tosin,Adarabioyo,DEF,Chelsea,CHE,4.5,0.0,0.0,5875,21465,5875,21465,1.1,a,100.0,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,45,0,0
233,Acheampong,Josh,Acheampong,DEF,Chelsea,CHE,4.0,0.0,0.0,156284,19872,156284,19872,2.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,40,0,0
234,Anselmino,Aarón,Anselmino,DEF,Chelsea,CHE,4.0,0.0,0.0,463,1347,463,1347,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,40,0,0
235,Palmer,Cole,Palmer,MID,Chelsea,CHE,10.5,0.0,0.0,88054,292263,88054,292263,59.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,105,0,0
236,Neto,Pedro,Lomba Neto,MID,Chelsea,CHE,7.0,0.0,0.0,18454,42335,18454,42335,3.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,70,0,0
237,Enzo,Enzo,Fernández,MID,Chelsea,CHE,6.5,0.0,0.0,14047,46433,14047,46433,3.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,65,0,0
238,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,MID,Chelsea,CHE,6.5,0.0,0.0,12330,34015,12330,34015,1.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,65,0,0
239,Gittens,Jamie,Bynoe-Gittens,MID,Chelsea,CHE,6.5,0.0,0.0,2092,5978,2092,5978,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,65,0,0
240,Nkunku,Christopher,Nkunku,MID,Chelsea,CHE,6.0,0.0,0.0,1559,5166,1559,5166,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,60,0,0
241,Caicedo,Moisés,Caicedo Corozo,MID,Chelsea,CHE,5.5,0.0,0.0,39755,54492,39755,54492,5.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,55,0,0
243,George,Tyrique,George,MID,Chelsea,CHE,5.0,0.0,0.0,377,835,377,835,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,50,0,0
244,Lavia,Roméo,Lavia,MID,Chelsea,CHE,5.0,0.0,0.0,31,873,31,873,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,50,0,0
245,Mudryk,Mykhailo,Mudryk,MID,Chelsea,CHE,5.0,0.0,0.0,96,186,96,186,0.0,s,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,50,0,0
246,Andrey Santos,Andrey,Nascimento dos Santos,MID,Chelsea,CHE,4.5,0.0,0.0,5903,4738,5903,4738,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,45,0,0
247,D.Essugo,Dário,Luís Essugo,MID,Chelsea,CHE,4.5,0.0,0.0,460,738,460,738,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,45,0,0
248,Paez,Kendry,Páez Andrade,MID,Chelsea,CHE,4.5,0.0,0.0,0,382,0,382,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,3,45,0,0
249,João Pedro,João Pedro,Junqueira de Jesus,FWD,Chelsea,CHE,7.5,0.0,0.0,131443,355350,131443,355350,52.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,4,75,0,0
250,Delap,Liam,Delap,FWD,Chelsea,CHE,6.5,0.0,0.0,14737,60902,14737,60902,3.7,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,4,65,0,0
251,N.Jackson,Nicolas,Jackson,FWD,Chelsea,CHE,6.5,0.0,0.0,2527,1356,2527,1356,0.2,a,100.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,4,65,0,0
672,Hato,Jorrel,Hato,DEF,Chelsea,CHE,5.0,0.0,0.0,1872,5739,1872,5739,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T22:18:20Z,7,2,50,0,0
