id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,momentum,status,price_freeze,forecast,risk_up,risk_down,eta_window
1,Raya,1,1,60,39.1,5382.0,4966.0,up,a,0,stable,0.0,0.0,48h+
2,Arrizabalaga,1,1,49,0.1,-112.0,-161.0,down,a,0,stable,0.0,0.0,48h+
3,Meslier,1,1,49,0.0,-31.0,-55.0,down,a,0,stable,0.0,0.0,48h+
4,Gabriel,1,2,80,24.0,-44281.0,-64006.0,down,a,0,stable,0.0,0.0,48h+
5,J.Timber,1,2,65,0.1,-132.0,-189.0,down,d,1,stable,0.0,0.0,48h+
6,Saliba,1,2,59,0.2,-245.0,-400.0,down,i,1,stable,0.0,0.0,48h+
7,Lewis-Skelly,1,3,55,0.7,-1194.0,-1789.0,down,a,0,stable,0.0,0.0,48h+
8,Calafiori,1,2,58,49.1,77863.0,115057.0,up,a,0,stable,0.0,0.0,12–24h
9,Hincapie,1,2,53,1.0,-2860.0,-4002.0,down,a,0,stable,0.0,0.0,48h+
10,White,1,2,55,7.6,1340.0,-1045.0,up,a,0,stable,0.0,0.0,48h+
11,Mosquera,1,2,54,2.6,-52305.0,-71262.0,down,d,1,-0.1,0.0,1.0,6–12h
12,Saka,1,3,95,11.6,11411.0,11614.0,up,a,0,stable,0.0,0.0,48h+
13,Rice,1,3,74,13.0,-28875.0,-41527.0,down,a,0,stable,0.0,0.0,48h+
14,Eze,1,3,63,1.2,-4928.0,-6954.0,down,a,0,stable,0.0,0.0,48h+
15,Ødegaard,1,3,67,18.1,200432.0,314522.0,up,a,0,stable,0.0,0.0,0–6h
16,Madueke,1,3,63,0.2,-689.0,-980.0,down,a,0,stable,0.0,0.0,48h+
17,Merino,1,3,58,0.4,-1143.0,-1691.0,down,a,0,stable,0.0,0.0,48h+
18,Martinelli,1,3,63,0.1,-612.0,-926.0,down,u,1,stable,0.0,0.0,48h+
19,Zubimendi,1,3,54,0.7,-2430.0,-3442.0,down,a,0,stable,0.0,0.0,48h+
20,Dowman,1,3,53,0.1,-123.0,-178.0,down,a,0,stable,0.0,0.0,48h+
22,Nwaneri,1,3,54,0.0,-38.0,-55.0,down,u,1,stable,0.0,0.0,48h+
23,Fábio Vieira,1,3,55,0.0,-27.0,-39.0,down,u,1,stable,0.0,0.0,48h+
24,Nelson,1,3,55,0.0,-18.0,-27.0,down,u,1,stable,0.0,0.0,48h+
25,Gyökeres,1,4,72,3.7,-19324.0,-27058.0,down,a,0,-0.1,0.0,1.0,6–12h
26,Havertz,1,4,75,8.0,26135.0,35948.0,up,a,0,stable,0.0,0.0,48h+
27,G.Jesus,1,4,59,0.2,-726.0,-1120.0,down,u,1,stable,0.0,0.0,48h+
31,Konsa,1,2,45,16.6,177877.0,254072.0,up,a,0,stable,0.0,0.0,0–6h
