id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,55,0,0,261251,109467,23.4,a,,,270,18,0.0,0.02,0.02
2,Arrizabalaga,1,1,44,0,-1,1215,7701,0.7,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,6894,0.4,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,40,0,0,3636,1976,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,61,0,1,211179,130490,21.5,a,,,270,14,0.06,0.02,0.08
6,Saliba,1,2,61,0,1,25969,435959,14.3,d,,Ankle injury - 75% chance of playing,184,16,0.0,0.01,0.01
7,Calafiori,1,2,57,1,2,491424,69179,13.1,a,,,224,28,1.43,0.03,1.46
8,J.Timber,1,2,57,1,2,352695,65023,10.3,a,,,172,26,0.9,0.1,1.0
9,Kiwior,1,2,54,0,-1,193,2689,0.1,u,,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,54,0,-1,5180,53350,2.5,a,,,44,1,0.0,0.0,0.0
11,White,1,2,54,-1,-1,602,15750,0.5,a,50.0,,70,6,0.01,0.01,0.02
13,Clarke,1,2,40,0,0,3911,6184,0.5,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,40,0,0,802,1684,0.2,a,,,0,0,0.0,0.0,0.0
15,Nichols,1,2,40,0,0,785,1643,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,98,-1,-2,5133,340966,4.6,i,0.0,Hamstring injury - Unknown return date,142,9,0.26,0.12,0.38
17,Ødegaard,1,3,79,0,-1,37914,37026,2.7,a,50.0,,147,7,0.14,0.35,0.49
18,Madueke,1,3,70,0,0,64472,17022,1.5,a,,,181,6,0.14,0.14,0.28
19,Martinelli,1,3,69,0,-1,4926,13639,1.1,a,,,128,4,0.02,0.01,0.03
20,Trossard,1,3,69,0,-1,781,4645,0.3,a,75.0,,37,1,0.07,0.03,0.1
21,Rice,1,3,65,0,0,114311,71303,9.2,a,,,262,16,0.15,0.65,0.8
22,Merino,1,3,59,0,-1,11860,7493,0.5,a,,,76,4,0.0,0.02,0.02
23,Fábio Vieira,1,3,54,0,-1,112,991,0.0,u,,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,54,0,-1,153,6047,0.2,a,50.0,,0,0,0.0,0.0,0.0
25,Nwaneri,1,3,54,0,-1,1188,4064,0.2,a,,,52,1,0.02,0.01,0.03
26,Zubimendi,1,3,54,-1,-1,15622,34054,1.8,a,,,270,9,0.05,0.05,0.1
28,Kabia,1,3,45,0,0,774,5768,0.2,u,,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,377,2931,0.1,u,,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,74,0,-1,134,11941,0.4,i,0.0,Knee injury - Unknown return date,30,1,0.0,0.01,0.01
31,G.Jesus,1,4,65,0,0,159,537,0.0,i,0.0,Knee injury - Expected back 30 Dec,0,0,0.0,0.0,0.0
266,Eze,1,3,75,0,0,258432,149847,11.7,a,,,103,4,0.24,0.03,0.27
662,Mosquera,1,2,54,0,-1,5722,2358,0.1,a,,,111,3,0.0,0.0,0.0
666,Gyökeres,1,4,90,0,0,292008,318324,25.1,a,,,239,14,1.28,0.25,1.53
700,Dowman,1,3,45,0,0,24043,8765,0.4,a,,,27,5,0.14,0.02,0.16
711,Harriman-Annous,1,3,45,0,0,403,108,0.0,a,,,0,0,0.0,0.0,0.0
725,Hincapie,1,2,55,0,0,2092,347,0.0,a,,,0,0,0.0,0.0,0.0
32,Martinez,2,1,50,0,0,19640,24400,1.7,a,100.0,,90,2,0.0,0.01,0.01
33,M.Bizot,2,1,45,0,0,9030,14016,0.8,a,,,180,7,0.0,0.0,0.0
34,Gauci,2,1,40,0,0,0,1805,0.2,u,0.0,Has joined Port Vale on loan for the rest of the season.,0,0,0.0,0.0,0.0
35,Marschall,2,1,40,0,0,0,128,0.0,u,0.0,Has joined Stevenage permanently.,0,0,0.0,0.0,0.0
36,Cash,2,2,45,0,0,40784,76569,4.8,a,,,253,10,0.01,0.34,0.35
37,Digne,2,2,45,0,0,6891,26649,2.0,a,,,160,9,0.0,0.17,0.17
38,Konsa,2,2,45,0,0,32984,177755,12.9,a,100.0,,155,4,0.0,0.04,0.04
39,Maatsen,2,2,44,0,-1,4003,9110,0.6,a,,,109,2,0.11,0.18,0.29
40,Mings,2,2,45,0,0,6240,13599,1.3,a,,,270,9,0.11,0.05,0.16
41,Pau,2,2,44,-1,-1,1097,5312,0.4,a,,,106,3,0.07,0.13,0.2
42,A.García,2,2,39,-1,-1,2937,3122,0.2,i,25.0,Knock - Unknown return date,0,0,0.0,0.0,0.0
43,Alex Moreno,2,2,40,0,0,0,183850,5.0,u,0.0,Has joined Girona permanently.,0,0,0.0,0.0,0.0
44,Bogarde,2,2,40,0,0,4626,3368,0.3,a,,,22,1,0.0,0.03,0.03
45,Sousa,2,2,40,0,0,2282,2938,0.3,a,,,0,0,0.0,0.0,0.0
46,Yasin,2,2,40,0,0,1130,1951,0.2,a,,,0,0,0.0,0.0,0.0
47,Rogers,2,3,70,0,0,81010,172768,8.0,a,100.0,,270,7,0.14,0.21,0.35
48,Tielemans,2,3,59,-1,-1,11034,32260,1.7,a,,,270,7,0.13,0.35,0.48
49,Bailey,2,3,55,0,0,0,4846,0.1,u,0.0,Has joined AS Roma on loan for the rest of the season.,0,0,0.0,0.0,0.0
50,Buendía,2,3,53,-1,-2,850,2485,0.1,a,,,103,2,0.21,0.32,0.53
51,Iling Jr,2,3,55,0,0,429,529,0.0,a,,,0,0,0.0,0.0,0.0
53,Malen,2,3,53,0,-2,4894,30338,0.8,a,,,114,4,0.21,0.04,0.25
54,McGinn,2,3,55,0,0,4364,9510,0.6,a,,,229,7,0.05,0.33,0.38
55,Barkley,2,3,49,0,-1,40,988,0.0,i,25.0,Personal Reasons - Unknown return date,0,0,0.0,0.0,0.0
56,Barrenechea,2,3,50,0,0,0,5,0.0,u,0.0,Season-long loan to Benfica,0,0,0.0,0.0,0.0
57,Dobbin,2,3,50,0,0,0,1101,0.0,u,0.0,Has joined Preston North End on loan for the rest of the season.,0,0,0.0,0.0,0.0
58,Kamara,2,3,49,0,-1,123,3547,0.1,i,50.0,Hamstring injury - Unknown return date,105,3,0.05,0.03,0.08
59,Onana,2,3,50,0,0,614,55231,1.1,i,50.0,Hamstring injury - Unknown return date,153,6,0.23,0.05,0.28
60,Broggio,2,3,45,0,0,4147,3990,0.3,a,,,0,0,0.0,0.0,0.0
61,Dendoncker,2,3,45,0,0,0,4801,0.2,u,0.0,Has joined Real Oviedo permanently.,0,0,0.0,0.0,0.0
62,Jimoh-Aloba,2,3,45,0,0,633,693,0.1,a,,,0,0,0.0,0.0,0.0
63,Young,2,3,45,0,0,4873,8470,0.6,a,,,0,0,0.0,0.0,0.0
64,Watkins,2,4,89,0,-1,51585,477172,15.9,a,,,270,6,1.13,0.13,1.26
65,Redmond,2,4,45,0,0,1673,17367,0.6,u,,has joined Huddersfield Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
389,Elliott,2,3,54,0,-1,45228,14115,0.4,a,,,1,1,0.0,0.0,0.0
456,Sancho,2,3,59,0,-1,12510,5013,0.2,a,,,0,0,0.0,0.0,0.0
677,Guessand,2,3,64,0,-1,497,1126,0.0,a,,,60,2,0.07,0.01,0.08
688,Wright,2,1,40,0,0,2361,3036,0.5,a,,,0,0,0.0,0.0,0.0
701,Rowe,2,2,40,0,0,1920,1348,0.1,a,,,0,0,0.0,0.0,0.0
702,Burrowes,2,3,45,0,0,1435,1094,0.1,a,,,16,1,0.0,0.0,0.0
703,Proctor,2,1,40,0,0,4875,1917,0.3,a,,,0,0,0.0,0.0,0.0
710,Patterson,2,2,40,0,0,5601,902,0.1,a,,,0,0,0.0,0.0,0.0
719,Lindelöf,2,2,45,0,0,1237,205,0.0,a,,,0,0,0.0,0.0,0.0
183,Weiss,3,1,45,0,0,397,1730,0.1,a,,,0,0,0.0,0.0,0.0
184,Green,3,1,40,0,0,537,5880,0.4,u,,has joined FC Fredericia permanently.,0,0,0.0,0.0,0.0
185,Hladký,3,1,40,0,0,1014,1711,0.2,a,,,0,0,0.0,0.0,0.0
186,Roberts,3,2,44,-1,-1,36,1160,0.1,i,0.0,Knock - Expected back 05 Oct,0,0,0.0,0.0,0.0
187,Walker,3,2,45,0,0,7756,28405,1.7,a,,,270,7,0.01,0.14,0.15
188,Delcroix,3,2,40,0,0,889,3074,0.3,a,,,0,0,0.0,0.0,0.0
189,Dodgson,3,2,40,0,0,0,266,0.0,u,0.0,Has joined Stockport County on loan for the rest of the season.,0,0,0.0,0.0,0.0
190,Ekdal,3,2,40,0,0,44020,17366,1.2,a,,,262,13,0.0,0.01,0.01
191,Estève,3,2,40,0,0,62771,208237,16.9,a,,,262,8,0.05,0.01,0.06
192,Hartman,3,2,40,0,0,4132,8361,0.5,a,,,270,8,0.09,0.08,0.17
193,Humphreys,3,2,40,0,0,423,408,0.1,a,100.0,,0,0,0.0,0.0,0.0
194,Jordan,3,2,40,0,0,70,1970,0.1,i,0.0,Hamstring injury - Unknown return date,0,0,0.0,0.0,0.0
195,Lucas Pires,3,2,40,0,0,259,1435,0.1,a,,,0,0,0.0,0.0,0.0
