id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,60,0,5,77461,13543,34.3,a,,,3060,141,0.0,0.06,0.06
2,Arrizabalaga,1,1,40,0,-5,121,153,0.4,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,27,0.2,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,39,0,-1,51,118,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,72,1,12,79829,10500,43.6,a,100.0,,2435,185,2.0,1.68,3.68
6,Saliba,1,2,61,0,1,69244,10724,14.7,a,100.0,,2344,118,0.88,0.73,1.61
7,Calafiori,1,2,56,0,1,482,3887,5.8,a,75.0,,1446,93,2.92,0.49,3.41
8,J.Timber,1,2,61,0,6,186,176280,18.5,i,0.0,Ankle injury - Unknown return date,2452,149,4.71,1.53,6.24
9,Kiwior,1,2,54,0,-1,0,5,0.0,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,50,0,-5,208,315,1.4,a,,,410,14,0.1,0.09,0.19
11,White,1,2,51,0,-4,2528,389,0.5,a,100.0,,590,38,0.45,0.54,0.99
13,Clarke,1,2,37,0,-3,586,343,0.4,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,16,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,37,0,-3,131,277,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,98,0,-2,30944,7657,7.1,a,75.0,,2004,134,7.03,5.76,12.79
17,Ødegaard,1,3,78,0,-2,4085,987,1.6,a,100.0,,1250,67,1.04,3.46,4.5
18,Madueke,1,3,68,0,-2,1322,1102,0.8,a,100.0,,1067,59,1.06,2.31,3.37
19,Martinelli,1,3,68,0,-2,575,834,0.9,a,100.0,,974,49,3.99,1.03,5.02
20,Trossard,1,3,65,0,-5,1082,1620,0.8,a,100.0,,1727,101,4.96,2.8,7.76
21,Rice,1,3,72,0,7,52569,57453,24.4,a,100.0,,2850,171,3.15,6.85,10.0
22,Merino,1,3,54,0,-6,13,386,0.8,i,0.0,Foot injury - Unknown return date,996,66,2.99,1.45,4.44
23,Fábio Vieira,1,3,54,0,-1,0,5,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,51,0,-4,19,42,0.1,a,100.0,,56,6,0.05,0.0,0.05
25,Nwaneri,1,3,50,0,-5,0,17,0.1,u,0.0,has joined Marseille on loan for the rest of the season.,165,8,0.23,0.08,0.31
26,Zubimendi,1,3,50,0,-5,7349,6491,3.1,a,100.0,,2835,128,2.84,2.22,5.06
28,Kabia,1,3,45,0,0,0,9,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,4,0.0,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,2602,9856,0.8,d,100.0,Muscle injury - 75% chance of playing,437,23,2.52,0.13,2.65
31,G.Jesus,1,4,64,0,-1,278,666,0.3,a,100.0,,318,18,1.83,0.23,2.06
266,Eze,1,3,72,0,-3,22070,10162,8.1,a,100.0,,1655,103,4.13,2.51,6.64
662,Mosquera,1,2,53,0,-2,616,443,0.2,a,100.0,,754,29,0.1,0.51,0.61
666,Gyökeres,1,4,88,0,-2,19199,35875,12.1,a,100.0,,2040,108,10.28,1.78,12.05
700,Dowman,1,3,42,0,-3,4981,3023,0.8,a,100.0,,79,12,1.11,0.14,1.25
711,Harriman-Annous,1,3,44,0,-1,12,11,0.0,a,,,0,0,0.0,0.0,0.0
725,Hincapie,1,2,51,0,-4,16577,2148,0.9,a,100.0,,1679,84,0.33,1.65,1.98
759,Salmon,1,2,40,0,0,17,24,0.0,a,,,0,0,0.0,0.0,0.0
32,Martinez,2,1,51,0,1,8079,9405,4.8,a,100.0,,2565,110,0.0,0.07,0.07
33,M.Bizot,2,1,42,0,-3,94,180,0.4,a,100.0,,495,14,0.0,0.0,0.0
34,Gauci,2,1,40,0,0,0,20,0.1,u,0.0,Has joined Port Vale on loan for the rest of the season.,0,0,0.0,0.0,0.0
35,Marschall,2,1,40,0,0,0,1,0.0,u,0.0,Has joined Stevenage permanently.,0,0,0.0,0.0,0.0
36,Cash,2,2,47,0,2,7738,17116,8.3,a,100.0,,2712,110,1.13,2.75,3.88
37,Digne,2,2,45,0,0,1495,1973,1.6,a,100.0,,1736,92,0.63,3.1,3.73
38,Konsa,2,2,44,0,-1,3078,10355,7.8,a,100.0,,2855,98,1.27,0.57,1.84
39,Maatsen,2,2,42,0,-3,252,1017,0.6,a,,,1332,46,1.2,2.24,3.44
40,Mings,2,2,43,0,-2,197,794,0.7,a,100.0,,1052,45,1.08,0.39,1.47
41,Pau,2,2,43,0,-2,181,285,0.3,a,100.0,,1566,59,0.63,0.39,1.02
42,A.García,2,2,39,0,-1,78,134,0.2,a,100.0,,38,4,0.0,0.01,0.01
43,Alex Moreno,2,2,40,0,0,0,259,1.6,u,0.0,Has joined Girona permanently.,0,0,0.0,0.0,0.0
44,Bogarde,2,2,40,0,0,346,409,0.5,a,100.0,,870,36,0.0,0.2,0.2
45,Sousa,2,2,38,0,-2,0,108,0.2,u,0.0,has joined Rotherham on loan for the rest of the season.,0,0,0.0,0.0,0.0
46,Yasin,2,2,40,0,0,0,13,0.1,u,0.0,has joined Anderlecht on loan for the rest of the season.,0,0,0.0,0.0,0.0
47,Rogers,2,3,75,1,5,71559,57561,25.0,a,100.0,,3010,154,6.62,4.02,10.64
48,Tielemans,2,3,59,0,-1,1031,552,0.7,a,100.0,,1571,59,1.03,2.86,3.89
49,Bailey,2,3,55,0,0,134,148,0.1,a,100.0,,350,14,0.31,1.21,1.52
50,Buendía,2,3,53,0,-2,340,947,0.4,a,100.0,,1558,87,3.15,1.95,5.1
51,Iling Jr,2,3,55,0,0,0,1,0.0,u,0.0,has joined Pisa on loan for the rest of the season.,0,0,0.0,0.0,0.0
53,Malen,2,3,51,0,-4,0,88,0.4,u,0.0,has joined Roma on loan for the rest of the season.,640,55,4.03,0.35,4.38
