timestamp,id,web_name,NTI,NTI_1h,NTI_24h
2025-08-23 00:42:00+00:00,24,Nørgaard,-16657,0.0,0.0
2025-08-23 14:23:00+00:00,24,Nørgaard,-16657,0.0,0.0
2025-08-24 11:00:00+00:00,24,Nørgaard,-16657,0.0,0.0
2025-08-24 13:18:00+00:00,24,Nørgaard,-16657,0.0,0.0
2025-08-24 20:18:00+00:00,24,Nørgaard,-16657,0.0,0.0
2025-08-24 20:23:00+00:00,24,Nørgaard,-6499,10158.0,10158.0
2025-08-24 22:12:00+00:00,24,Nørgaard,-6392,10265.0,20423.0
2025-08-25 00:04:00+00:00,24,Nørgaard,-6791,-399.0,20024.0
2025-08-25 00:25:00+00:00,24,Nørgaard,-6815,-24.0,20000.0
2025-08-25 21:35:00+00:00,24,Nørgaard,-8282,-1248.0,8594.0
2025-08-22 20:36:00+00:00,25,Nwaneri,-4930,0.0,0.0
2025-08-22 22:18:00+00:00,25,Nwaneri,-4930,0.0,0.0
2025-08-23 00:42:00+00:00,25,Nwaneri,-4930,0.0,0.0
2025-08-23 14:23:00+00:00,25,Nwaneri,-4930,0.0,0.0
2025-08-24 11:00:00+00:00,25,Nwaneri,-4930,0.0,0.0
2025-08-24 13:18:00+00:00,25,Nwaneri,-4930,0.0,0.0
2025-08-24 20:18:00+00:00,25,Nwaneri,-4930,0.0,0.0
2025-08-24 20:23:00+00:00,25,Nwaneri,-1221,3709.0,3709.0
2025-08-24 22:12:00+00:00,25,Nwaneri,-1199,3731.0,7440.0
2025-08-25 00:04:00+00:00,25,Nwaneri,-1268,-69.0,7371.0
2025-08-25 00:25:00+00:00,25,Nwaneri,-1275,-7.0,7364.0
2025-08-25 21:35:00+00:00,25,Nwaneri,-1610,-301.0,3354.0
2025-08-22 20:36:00+00:00,26,Zubimendi,2470,0.0,0.0
2025-08-22 22:18:00+00:00,26,Zubimendi,2470,0.0,0.0
2025-08-23 00:42:00+00:00,26,Zubimendi,2470,0.0,0.0
2025-08-23 14:23:00+00:00,26,Zubimendi,2470,0.0,0.0
2025-08-24 11:00:00+00:00,26,Zubimendi,2470,0.0,0.0
2025-08-24 13:18:00+00:00,26,Zubimendi,2470,0.0,0.0
2025-08-24 20:18:00+00:00,26,Zubimendi,2470,0.0,0.0
2025-08-24 20:23:00+00:00,26,Zubimendi,-7704,-10174.0,-10174.0
2025-08-24 22:12:00+00:00,26,Zubimendi,-7455,-9925.0,-20099.0
2025-08-25 00:04:00+00:00,26,Zubimendi,-8322,-867.0,-20966.0
2025-08-25 00:25:00+00:00,26,Zubimendi,-8378,-56.0,-21022.0
2025-08-25 21:35:00+00:00,26,Zubimendi,-11413,-2582.0,-13430.0
2025-08-22 20:36:00+00:00,27,Nelson,-1286,0.0,0.0
2025-08-22 22:18:00+00:00,27,Nelson,-1286,0.0,0.0
2025-08-23 00:42:00+00:00,27,Nelson,-1286,0.0,0.0
2025-08-23 14:23:00+00:00,27,Nelson,-1286,0.0,0.0
2025-08-24 11:00:00+00:00,27,Nelson,-1286,0.0,0.0
2025-08-24 13:18:00+00:00,27,Nelson,-1286,0.0,0.0
2025-08-24 20:18:00+00:00,27,Nelson,-1286,0.0,0.0
2025-08-24 20:23:00+00:00,27,Nelson,-641,645.0,645.0
2025-08-24 22:12:00+00:00,27,Nelson,-628,658.0,1303.0
2025-08-25 00:04:00+00:00,27,Nelson,-676,-48.0,1255.0
2025-08-25 00:25:00+00:00,27,Nelson,-682,-6.0,1249.0
2025-08-25 21:35:00+00:00,27,Nelson,-850,-156.0,448.0
2025-08-22 20:36:00+00:00,28,Kabia,-1431,0.0,0.0
2025-08-22 22:18:00+00:00,28,Kabia,-1431,0.0,0.0
2025-08-23 00:42:00+00:00,28,Kabia,-1431,0.0,0.0
2025-08-23 14:23:00+00:00,28,Kabia,-1431,0.0,0.0
2025-08-24 11:00:00+00:00,28,Kabia,-1431,0.0,0.0
2025-08-24 13:18:00+00:00,28,Kabia,-1431,0.0,0.0
2025-08-24 20:18:00+00:00,28,Kabia,-1431,0.0,0.0
2025-08-24 20:23:00+00:00,28,Kabia,-897,534.0,534.0
2025-08-24 22:12:00+00:00,28,Kabia,-867,564.0,1098.0
2025-08-25 00:04:00+00:00,28,Kabia,-969,-102.0,996.0
2025-08-25 00:25:00+00:00,28,Kabia,-978,-9.0,987.0
2025-08-25 21:35:00+00:00,28,Kabia,-1286,-252.0,201.0
2025-08-22 20:36:00+00:00,29,Sambi,-727,0.0,0.0
2025-08-22 22:18:00+00:00,29,Sambi,-727,0.0,0.0
2025-08-23 00:42:00+00:00,29,Sambi,-727,0.0,0.0
2025-08-23 14:23:00+00:00,29,Sambi,-727,0.0,0.0
2025-08-24 11:00:00+00:00,29,Sambi,-727,0.0,0.0
2025-08-24 13:18:00+00:00,29,Sambi,-727,0.0,0.0
2025-08-24 20:18:00+00:00,29,Sambi,-727,0.0,0.0
2025-08-24 20:23:00+00:00,29,Sambi,-504,223.0,223.0
2025-08-24 22:12:00+00:00,29,Sambi,-495,232.0,455.0
2025-08-25 00:04:00+00:00,29,Sambi,-537,-42.0,413.0
2025-08-25 00:25:00+00:00,29,Sambi,-540,-3.0,410.0
2025-08-25 21:35:00+00:00,29,Sambi,-694,-136.0,51.0
2025-08-22 20:36:00+00:00,30,Havertz,-28404,0.0,0.0
2025-08-22 22:18:00+00:00,30,Havertz,-28404,0.0,0.0
2025-08-23 00:42:00+00:00,30,Havertz,-28404,0.0,0.0
2025-08-23 14:23:00+00:00,30,Havertz,-28404,0.0,0.0
2025-08-24 11:00:00+00:00,30,Havertz,-28404,0.0,0.0
2025-08-24 13:18:00+00:00,30,Havertz,-28404,0.0,0.0
2025-08-24 20:18:00+00:00,30,Havertz,-28404,0.0,0.0
2025-08-24 20:23:00+00:00,30,Havertz,-17587,10817.0,10817.0
2025-08-24 22:12:00+00:00,30,Havertz,-17314,11090.0,21907.0
2025-08-25 00:04:00+00:00,30,Havertz,-18304,-990.0,20917.0
2025-08-25 00:25:00+00:00,30,Havertz,-18371,-67.0,20850.0
2025-08-25 21:35:00+00:00,30,Havertz,-22094,-3168.0,6865.0
2025-08-22 20:36:00+00:00,31,G.Jesus,-752,0.0,0.0
2025-08-22 22:18:00+00:00,31,G.Jesus,-752,0.0,0.0
2025-08-23 00:42:00+00:00,31,G.Jesus,-752,0.0,0.0
2025-08-23 14:23:00+00:00,31,G.Jesus,-752,0.0,0.0
2025-08-24 11:00:00+00:00,31,G.Jesus,-752,0.0,0.0
2025-08-24 13:18:00+00:00,31,G.Jesus,-752,0.0,0.0
2025-08-24 20:18:00+00:00,31,G.Jesus,-752,0.0,0.0
2025-08-24 20:23:00+00:00,31,G.Jesus,-233,519.0,519.0
2025-08-24 22:12:00+00:00,31,G.Jesus,-230,522.0,1041.0
2025-08-25 00:04:00+00:00,31,G.Jesus,-238,-8.0,1033.0
2025-08-25 00:25:00+00:00,31,G.Jesus,-238,0.0,1033.0
2025-08-25 21:35:00+00:00,31,G.Jesus,-314,-68.0,446.0
