player_id,web_name,first_name,second_name,team_name,team_short,position,current_gw,current_gw_deadline_utc,last_updated_utc,price_m,transfers_in_between_gws_current,transfers_out_between_gws_current,selected_by_percent,price_m_prev,transfers_in_between_gws_current_prev,transfers_out_between_gws_current_prev,selected_by_percent_prev,delta_price_m,delta_transfers_in_between_gws_current,delta_transfers_out_between_gws_current,delta_selected_by_percent
1,Raya,David,Raya Martín,Arsenal,ARS,GK,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,221854,47286,20.4,5.5,221854,47286,20.4,0.0,0,0,0.0
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,Arsenal,ARS,GK,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,1945,10103,0.9,4.5,1945,10103,0.9,0.0,0,0,0.0
3,Hein,Karl,Hein,Arsenal,ARS,GK,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,3343,4200,0.6,4.0,3343,4200,0.6,0.0,0,0,0.0
4,Setford,Tommy,Setford,Arsenal,ARS,GK,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,835,1251,0.2,4.0,835,1251,0.2,0.0,0,0,0.0
5,Gabriel,Gabriel,dos Santos Magalhães,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,6.0,226579,65848,20.2,6.0,226579,65848,20.2,0.0,0,0,0.0
6,Saliba,William,Saliba,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,6.0,217666,51474,16.9,6.0,217666,51474,16.9,0.0,0,0,0.0
7,Calafiori,Riccardo,Calafiori,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,181087,19357,3.5,5.5,181087,19357,3.5,0.0,0,0,0.0
8,J.Timber,Jurriën,Timber,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,11407,30884,2.1,5.5,11407,30884,2.1,0.0,0,0,0.0
9,Kiwior,Jakub,Kiwior,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,320,1758,0.1,5.5,320,1758,0.1,0.0,0,0,0.0
10,Lewis-Skelly,Myles,Lewis-Skelly,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,17315,61219,3.9,5.5,17315,61219,3.9,0.0,0,0,0.0
11,White,Benjamin,White,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,16857,6421,1.0,5.5,16857,6421,1.0,0.0,0,0,0.0
12,Zinchenko,Oleksandr,Zinchenko,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.0,2760,5743,0.4,5.0,2760,5743,0.4,0.0,0,0,0.0
13,Clarke,Brayden,Clarke,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,5455,6645,0.6,4.0,5455,6645,0.6,0.0,0,0,0.0
14,Kacurri,Maldini,Kacurri,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,1277,2246,0.2,4.0,1277,2246,0.2,0.0,0,0,0.0
15,Nichols,Josh,Nichols,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,977,1922,0.2,4.0,977,1922,0.2,0.0,0,0,0.0
16,Saka,Bukayo,Saka,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,10.0,105133,88509,17.0,10.0,105133,88509,17.0,0.0,0,0,0.0
17,Ødegaard,Martin,Ødegaard,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,8.0,37744,28419,3.8,8.0,37744,28419,3.8,0.0,0,0,0.0
18,Madueke,Noni,Madueke,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,7.0,2996,16013,1.0,7.0,2996,16013,1.0,0.0,0,0,0.0
19,Martinelli,Gabriel,Martinelli Silva,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,7.0,7708,15350,1.4,7.0,7708,15350,1.4,0.0,0,0,0.0
20,Trossard,Leandro,Trossard,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,7.0,675,6126,0.3,7.0,675,6126,0.3,0.0,0,0,0.0
21,Rice,Declan,Rice,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,6.5,71089,56327,8.3,6.5,71089,56327,8.3,0.0,0,0,0.0
22,Merino,Mikel,Merino Zazón,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,6.0,3989,14277,0.6,6.0,3989,14277,0.6,0.0,0,0,0.0
23,Fábio Vieira,Fábio,Ferreira Vieira,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,419,845,0.0,5.5,419,845,0.0,0.0,0,0,0.0
24,Nørgaard,Christian,Nørgaard,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,1108,15852,0.5,5.5,1108,15852,0.5,0.0,0,0,0.0
25,Nwaneri,Ethan,Nwaneri,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,1517,6058,0.3,5.5,1517,6058,0.3,0.0,0,0,0.0
26,Zubimendi,Martín,Zubimendi Ibáñez,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,29295,27434,2.3,5.5,29295,27434,2.3,0.0,0,0,0.0
27,Nelson,Reiss,Nelson,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.0,1345,2489,0.1,5.0,1345,2489,0.1,0.0,0,0,0.0
28,Kabia,Ismeal,Kabia,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,3290,4531,0.3,4.5,3290,4531,0.3,0.0,0,0,0.0
29,Sambi,Albert,Sambi Lokonga,Arsenal,ARS,MID,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,1429,2078,0.1,4.5,1429,2078,0.1,0.0,0,0,0.0
30,Havertz,Kai,Havertz,Arsenal,ARS,FWD,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,7.5,7852,30563,1.1,7.5,7852,30563,1.1,0.0,0,0,0.0
31,G.Jesus,Gabriel,Fernando de Jesus,Arsenal,ARS,FWD,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,6.5,210,923,0.0,6.5,210,923,0.0,0.0,0,0,0.0
662,Mosquera,Cristhian,Mosquera,Arsenal,ARS,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.5,361,1869,0.1,5.5,361,1869,0.1,0.0,0,0,0.0
666,Gyökeres,Viktor,Gyökeres,Arsenal,ARS,FWD,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,9.0,153139,227254,24.8,9.0,153139,227254,24.8,0.0,0,0,0.0
32,Martinez,Emiliano,Martínez Romero,Aston Villa,AVL,GK,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,5.0,18004,6201,1.1,5.0,18004,6201,1.1,0.0,0,0,0.0
33,M.Bizot,Marco,Bizot,Aston Villa,AVL,GK,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,42154,11451,0.9,4.5,42154,11451,0.9,0.0,0,0,0.0
34,Gauci,Joe,Gauci,Aston Villa,AVL,GK,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,0,3560,0.2,4.0,0,3560,0.2,0.0,0,0,0.0
35,Marschall,Filip,Marschall,Aston Villa,AVL,GK,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,0,301,0.0,4.0,0,301,0.0,0.0,0,0,0.0
36,Cash,Matty,Cash,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,210042,31500,4.4,4.5,210042,31500,4.4,0.0,0,0,0.0
37,Digne,Lucas,Digne,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,41745,11073,2.3,4.5,41745,11073,2.3,0.0,0,0,0.0
38,Konsa,Ezri,Konsa Ngoyo,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,18263,434275,17.1,4.5,18263,434275,17.1,0.0,0,0,0.0
39,Maatsen,Ian,Maatsen,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,3158,12601,0.8,4.5,3158,12601,0.8,0.0,0,0,0.0
40,Mings,Tyrone,Mings,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,36143,7697,1.3,4.5,36143,7697,1.3,0.0,0,0,0.0
41,Pau,Pau,Torres,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.5,3039,6381,0.5,4.5,3039,6381,0.5,0.0,0,0,0.0
42,A.García,Andrés,García,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,404,4657,0.3,4.0,404,4657,0.3,0.0,0,0,0.0
43,Alex Moreno,Álex,Moreno Lopera,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,27942,72599,9.3,4.0,27942,72599,9.3,0.0,0,0,0.0
44,Bogarde,Lamare,Bogarde,Aston Villa,AVL,DEF,1,2025-08-15T17:30:00Z,2025-08-21T21:40:16Z,4.0,1556,2696,0.3,4.0,1556,2696,0.3,0.0,0,0,0.0
