gw,fixture,kickoff_time,player_id,web_name,first_name,second_name,position,team,team_name,team_short,is_home,opponent_team,opponent_name,opponent_short,team_h,team_h_score,team_a,team_a_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,saves,penalties_saved,penalties_missed,yellow_cards,red_cards,bonus
2,16,2025-08-24T13:00:00Z,141,Rushworth,Carl,Rushworth,GK,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,142,Scherpen,Kjell,Scherpen,GK,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,143,Boscagli,Olivier,Boscagli,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,144,Coppola,Diego,Coppola,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,145,De Cuyper,Maxim,De Cuyper,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,66,,,,2.0,,,,,1.0,,
2,16,2025-08-24T13:00:00Z,146,Dunk,Lewis,Dunk,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,90,,,,2.0,,,,,,,
2,16,2025-08-24T13:00:00Z,147,Estupiñan,Pervis,Estupiñán Tenorio,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,148,F.Kadıoğlu,Ferdi,Kadıoğlu,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,23,,,,,,,,,1.0,,
2,16,2025-08-24T13:00:00Z,149,Igor,Igor Julio,dos Santos de Paulo,DEF,19,West Ham,WHU,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,150,Lamptey,Tariq,Lamptey,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,151,Van Hecke,Jan Paul,van Hecke,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,90,,,,2.0,,,,,,,
2,16,2025-08-24T13:00:00Z,152,Veltman,Joël,Veltman,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,153,Webster,Adam,Webster,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,154,Cashin,Eiran,Cashin,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,155,Slater,Jacob,Slater,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,156,Tasker,Charlie,Tasker,DEF,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,157,Mitoma,Mitoma,Kaoru,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,90,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,158,Georginio,Georginio,Rutter,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,159,March,Solly,March,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,160,Minteh,Yankuba,Minteh,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,90,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,161,Enciso,Julio,Enciso Espínola,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,162,Gruda,Brajan,Gruda,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,5,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,163,Hinshelwood,Jack,Hinshelwood,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,45,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,164,O'Riley,Matt,O'Riley,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,90,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,165,Sima,Abdallah,Sima,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,166,Ayari,Yasin,Ayari,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,66,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,167,Baleba,Carlos,Baleba,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,45,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,168,Buonanotte,Facundo,Buonanotte,MID,7,Chelsea,CHE,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,169,Gomez,Diego,Gómez Amarilla,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,23,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,170,Milner,James,Milner,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,171,Sarmiento,Jeremy,Sarmiento Morante,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,172,Watson,Tom,Watson,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,173,Wieffer,Mats,Wieffer,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,84,,,,,,,,,1.0,,
2,16,2025-08-24T13:00:00Z,174,Yalcouye,Malick,Yalcouyé,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,175,Knight,Joe,Knight,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,176,Mazilu,Adrian,Mazilu,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,177,Moran,Andrew,Moran,MID,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,178,Welbeck,Danny,Welbeck,FWD,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,90,,,,,,,,1.0,,,
2,16,2025-08-24T13:00:00Z,179,Ferguson,Evan,Ferguson,FWD,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,180,Tzimas,Stefanos,Tzimas,FWD,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,181,Kostoulas,Charalampos,Kostoulas,FWD,6,Brighton,BHA,False,9,Everton,EVE,9,2,6,0,0,,,,,,,,,,,
2,18,2025-08-23T11:30:00Z,182,Trafford,James,Trafford,GK,13,Man City,MCI,True,18,Spurs,TOT,13,0,18,2,90,,,,2.0,,3.0,,,,,
2,14,2025-08-23T14:00:00Z,183,Weiss,Max,Weiß,GK,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,184,Green,Etienne,Green,GK,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,185,Hladký,Václav,Hladký,GK,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,186,Roberts,Connor,Roberts,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,187,Walker,Kyle,Walker,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,90,,,1.0,,,,,,,,
2,14,2025-08-23T14:00:00Z,188,Delcroix,Hannes,Delcroix,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,189,Dodgson,Owen,Dodgson,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,190,Ekdal,Hjalmar,Ekdal,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,90,,,1.0,,,,,,,,1.0
2,14,2025-08-23T14:00:00Z,191,Estève,Maxime,Estève,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,82,,,1.0,,,,,,,,
2,14,2025-08-23T14:00:00Z,192,Hartman,Quilindschy,Hartman,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,90,,,1.0,,,,,,,,
2,14,2025-08-23T14:00:00Z,193,Humphreys,Bashir,Humphreys,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,194,Jordan,Jordan,Beyer,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,195,Lucas Pires,Lucas,Pires Silva,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,196,Sambo,Shurandy,Sambo,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,197,Sonne,Oliver,Sonne,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,21,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,198,Tuanzebe,Axel,Tuanzebe,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,199,Worrall,Joe,Worrall,DEF,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,7,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,200,Anthony,Jaidon,Anthony,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,90,1.0,1.0,1.0,,,,,,,,2.0
2,14,2025-08-23T14:00:00Z,201,Benson,Manuel,Benson Hedilazio,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,202,Bruun Larsen,Jacob,Bruun Larsen,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,68,,,1.0,,,,,,,,
2,14,2025-08-23T14:00:00Z,203,Boateng,Enock,Agyei,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,204,Churlinov,Darko,Churlinov,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,205,Cullen,Josh,Cullen,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,90,1.0,1.0,1.0,,,,,,,,3.0
2,14,2025-08-23T14:00:00Z,206,Edwards,Marcus,Edwards,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,207,Hannibal,Hannibal,Mejbri,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,82,,,1.0,,,,,,,,
2,14,2025-08-23T14:00:00Z,208,Koleosho,Luca,Koleosho,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,209,Laurent,Josh,Laurent,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,21,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,210,Tchaouna,Loum,Tchaouna,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,7,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,211,A.Ramsey,Aaron,Ramsey,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,212,Adewumi,Oluwaseun,Adewumi,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,213,Banel,Jaydon,Banel,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,214,Trésor,Mike,Trésor Ndayishimiye,MID,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,215,Flemming,Zian,Flemming,FWD,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,4,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,216,Amdouni,Zeki,Amdouni,FWD,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,217,Foster,Lyle,Foster,FWD,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,85,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,218,Barnes,Ashley,Barnes,FWD,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,219,Obafemi,Michael,Obafemi,FWD,3,Burnley,BUR,True,17,Sunderland,SUN,3,2,17,0,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,220,Sánchez,Robert,Lynch Sánchez,GK,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,90,,,,,,3.0,,,,,
2,20,2025-08-22T19:00:00Z,221,Jörgensen,Filip,Jörgensen,GK,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,222,Penders,Mike,Penders,GK,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,223,Slonina,Gabriel,Słonina,GK,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,224,Cucurella,Marc,Cucurella Saseta,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,68,,1.0,,,,,,,,,
2,20,2025-08-22T19:00:00Z,225,James,Reece,James,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,21,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,226,Chalobah,Trevoh,Chalobah,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,68,1.0,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,227,Colwill,Levi,Samuels Colwill,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,228,Gusto,Malo,Gusto,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,68,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,229,B.Badiashile,Benoît,Badiashile Mukinayi,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,230,Fofana,Wesley,Fofana,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,21,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,231,M.Sarr,Mamadou,Sarr,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,232,Tosin,Tosin,Adarabioyo,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,90,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,233,Acheampong,Josh,Acheampong,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,234,Anselmino,Aarón,Anselmino,DEF,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,235,Palmer,Cole,Palmer,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,236,Neto,Pedro,Lomba Neto,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,90,1.0,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,237,Enzo,Enzo,Fernández,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,90,1.0,1.0,,,,,,,,,
2,20,2025-08-22T19:00:00Z,238,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,76,,1.0,,,,,,,,,
2,20,2025-08-22T19:00:00Z,239,Gittens,Jamie,Bynoe-Gittens,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,13,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,240,Nkunku,Christopher,Nkunku,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,241,Caicedo,Moisés,Caicedo Corozo,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,90,1.0,,,,,,,,,,1.0
2,16,2025-08-24T13:00:00Z,242,Dewsbury-Hall,Kiernan,Dewsbury-Hall,MID,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,90,,,1.0,,,,,,1.0,,
2,20,2025-08-22T19:00:00Z,243,George,Tyrique,George,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,244,Lavia,Roméo,Lavia,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,245,Mudryk,Mykhailo,Mudryk,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,246,Andrey Santos,Andrey,Nascimento dos Santos,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,28,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,247,D.Essugo,Dário,Luís Essugo,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,248,Paez,Kendry,Páez Andrade,MID,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,249,João Pedro,João Pedro,Junqueira de Jesus,FWD,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,90,1.0,2.0,,,,,,,,,3.0
2,20,2025-08-22T19:00:00Z,250,Delap,Liam,Delap,FWD,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,61,,,,,,,,,,,
2,20,2025-08-22T19:00:00Z,251,N.Jackson,Nicolas,Jackson,FWD,7,Chelsea,CHE,False,19,West Ham,WHU,19,1,7,5,0,,,,,,,,,,,
2,14,2025-08-23T14:00:00Z,252,Marc Guiu,Marc,Guiu Paz,FWD,7,Chelsea,CHE,False,3,Burnley,BUR,3,2,17,0,10,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,253,Henderson,Dean,Henderson,GK,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,90,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,254,Benitez,Walter,Benítez,GK,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,255,Matthews,Remi,Matthews,GK,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,256,Muñoz,Daniel,Muñoz Mejía,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,90,,1.0,,,,,,,,,
2,15,2025-08-24T13:00:00Z,257,Lacroix,Maxence,Lacroix,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,90,,,,,,,,,1.0,,
2,15,2025-08-24T13:00:00Z,258,Mitchell,Tyrick,Mitchell,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,90,,,,,,,,,1.0,,
2,15,2025-08-24T13:00:00Z,259,Sosa,Borna,Sosa,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,260,Guéhi,Marc,Guéhi,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,90,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,261,Richards,Chris,Richards,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,90,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,262,Chadi Riad,Chadi,Riad Dnanou,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,263,Clyne,Nathaniel,Clyne,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,264,Holding,Rob,Holding,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,265,Kporha,Caleb,Kporha,DEF,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,266,Eze,Eberechi,Eze,MID,1,Arsenal,ARS,False,8,Crystal Palace,CRY,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,267,Sarr,Ismaïla,Sarr,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,90,1.0,,,,,,,,,,1.0
2,15,2025-08-24T13:00:00Z,268,Doucouré,Cheick,Doucouré,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,269,Esse,Romain,Esse,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,24,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,270,Hughes,Will,Hughes,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,90,,,,,,,,,1.0,,
2,15,2025-08-24T13:00:00Z,271,Kamada,Daichi,Kamada,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,272,Lerma,Jefferson,Lerma Solís,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,8,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,273,Wharton,Adam,Wharton,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,81,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,274,Agbinone,Asher,Agbinone,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,275,Ahamada,Naouirou,Ahamada,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,276,Devenny,Justin,Devenny,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,65,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,277,Ebiowei,Malcolm,Ebiowei,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,278,J.Rak-Sakyi,Jesurun,Rak-Sakyi,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,279,M.França,Matheus,França de Oliveira,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,280,Ozoh,David,Ozoh,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,281,Rodney,Kaden,Rodney,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,282,Umeh,Franco,Umeh-Chibueze,MID,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,283,Mateta,Jean-Philippe,Mateta,FWD,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,87,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,284,Nketiah,Eddie,Nketiah,FWD,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,285,Édouard,Odsonne,Édouard,FWD,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,2,,,,,,,,,,,
2,15,2025-08-24T13:00:00Z,286,Marsh,Zach,Marsh,FWD,8,Crystal Palace,CRY,True,16,Nott'm Forest,NFO,8,1,16,1,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,287,Pickford,Jordan,Pickford,GK,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,90,,,1.0,,,4.0,1.0,,,,3.0
2,16,2025-08-24T13:00:00Z,288,Travers,Mark,Travers,GK,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,289,Tyrer,Harry,Tyrer,GK,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,290,Branthwaite,Jarrad,Branthwaite,DEF,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,291,Tarkowski,James,Tarkowski,DEF,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,90,,,1.0,,,,,,,,
2,16,2025-08-24T13:00:00Z,292,Mykolenko,Vitalii,Mykolenko,DEF,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,293,O'Brien,Jake,O'Brien,DEF,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,90,,,1.0,,,,,,,,
2,16,2025-08-24T13:00:00Z,294,Coleman,Séamus,Coleman,DEF,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,0,,,,,,,,,,,
2,16,2025-08-24T13:00:00Z,295,Keane,Michael,Keane,DEF,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,90,,,1.0,,,,,,,,
2,16,2025-08-24T13:00:00Z,296,Patterson,Nathan,Patterson,DEF,9,Everton,EVE,True,6,Brighton,BHA,9,2,6,0,0,,,,,,,,,,,
