element,web_name,team_name,position,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,in_dreamteam,team,element_type
31,G.Jesus,Arsenal,FWD,21,26,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.3,21.0,2.3,0,0,0,0,0,0.13,0.00,0.13,0.15,False,1,4
32,Martinez,Aston Villa,GK,21,45,1,0,0,0,0,0,0,0,0,0,1,0,13,12.0,0.0,0.0,1.2,0,3,0,0,1,0.00,0.00,0.00,0.31,False,2,1
33,M.Bizot,Aston Villa,GK,21,45,2,0,0,0,0,0,0,0,0,0,4,0,17,35.2,0.0,0.0,3.5,1,6,0,0,0,0.00,0.00,0.00,1.19,False,2,1
34,Gauci,Aston Villa,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,1
35,Marschall,Aston Villa,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,1
36,Cash,Aston Villa,DEF,21,90,6,0,0,1,0,0,0,0,0,0,0,0,29,25.0,30.5,4.0,6.0,5,6,3,8,1,0.04,0.19,0.23,1.50,False,2,2
37,Digne,Aston Villa,DEF,21,72,9,0,0,1,0,0,0,0,0,0,0,3,33,21.2,17.8,4.0,4.3,3,3,3,6,1,0.03,0.15,0.18,1.50,True,2,2
38,Konsa,Aston Villa,DEF,21,90,7,0,0,1,0,0,0,0,0,0,0,1,30,18.2,0.6,10.0,2.9,7,5,1,8,1,0.05,0.01,0.06,1.50,False,2,2
39,Maatsen,Aston Villa,DEF,21,17,1,0,0,0,0,0,0,0,0,0,0,0,5,4.4,0.2,4.0,0.9,3,2,1,4,0,0.04,0.00,0.04,0.00,False,2,2
40,Mings,Aston Villa,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
41,Pau,Aston Villa,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
42,A.García,Aston Villa,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
43,Alex Moreno,Aston Villa,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
44,Bogarde,Aston Villa,DEF,21,8,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.3,0.0,0.3,1,0,0,1,0,0.00,0.01,0.01,0.00,False,2,2
45,Sousa,Aston Villa,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
46,Yasin,Aston Villa,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,2
47,Rogers,Aston Villa,MID,21,90,3,0,0,1,0,0,0,0,0,0,0,0,13,16.0,24.8,40.0,8.1,0,2,2,4,1,0.20,0.09,0.29,1.50,False,2,3
48,Tielemans,Aston Villa,MID,21,90,3,0,0,1,0,0,0,0,0,0,0,0,13,8.2,17.6,9.0,3.5,0,3,2,5,1,0.24,0.25,0.49,1.50,False,2,3
49,Bailey,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
50,Buendía,Aston Villa,MID,21,25,1,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0.8,3.0,0.8,2,1,0,3,0,0.10,0.01,0.11,0.59,False,2,3
51,Iling Jr,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
52,J.Ramsey,Newcastle,MID,21,14,1,0,0,0,1,0,0,0,0,0,0,0,5,4.6,11.3,0.0,1.6,1,1,0,2,0,0.00,0.01,0.01,0.19,False,15,3
53,Malen,Aston Villa,MID,21,17,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
54,McGinn,Aston Villa,MID,21,72,3,0,0,1,0,0,0,0,0,0,0,0,5,6.0,18.3,14.0,3.8,1,1,0,2,1,0.00,0.13,0.13,1.50,False,2,3
55,Barkley,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
56,Barrenechea,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
57,Dobbin,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
58,Kamara,Aston Villa,MID,21,81,3,0,0,1,0,0,0,0,0,0,0,0,14,12.2,36.1,7.0,5.5,3,4,0,7,1,0.07,0.07,0.14,1.50,False,2,3
59,Onana,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
60,Broggio,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
61,Dendoncker,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
62,Jimoh-Aloba,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
63,Young,Aston Villa,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,3
64,Watkins,Aston Villa,FWD,21,90,2,0,0,1,0,0,0,0,0,0,0,0,4,6.4,2.3,40.0,4.9,2,2,1,5,1,0.95,0.01,0.96,1.50,False,2,4
65,Redmond,Aston Villa,FWD,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,2,4
66,Neto,Bournemouth,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
67,Petrović,Bournemouth,GK,21,90,1,0,0,0,2,0,0,0,0,0,2,0,5,14.0,0.0,0.0,1.4,2,5,0,0,1,0.00,0.00,0.00,1.25,False,4,1
68,Dennis,Bournemouth,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
69,McKenna,Bournemouth,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
70,Paulsen,Bournemouth,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,1
71,Zabarnyi,Bournemouth,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
72,Senesi,Bournemouth,DEF,21,90,6,0,1,0,2,0,0,0,0,0,0,0,22,51.2,13.8,2.0,6.7,13,4,3,16,1,0.00,0.53,0.53,1.25,False,4,2
73,Smith,Bournemouth,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
74,Truffert,Bournemouth,DEF,21,90,1,0,0,0,2,0,0,0,0,0,0,0,1,19.6,2.5,0.0,2.2,4,7,5,9,1,0.00,0.02,0.02,1.25,False,4,2
75,Akinmboni,Bournemouth,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
76,Bevan,Bournemouth,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
77,Hill,Bournemouth,DEF,21,90,3,0,0,0,2,0,0,0,0,0,0,0,5,24.8,0.8,2.0,2.8,9,3,2,11,1,0.00,0.01,0.01,1.25,False,4,2
78,J.Araujo,Bournemouth,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
79,Mepham,Bournemouth,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
80,Soler,Bournemouth,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,2
81,Kluivert,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
82,Semenyo,Man City,MID,21,90,6,1,0,0,2,0,0,0,1,0,0,0,23,35.8,4.3,14.0,5.4,3,4,0,7,1,0.16,0.01,0.17,1.21,False,13,3
83,O.Dango,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
84,Tavernier,Bournemouth,MID,21,86,5,0,1,0,2,0,0,0,0,0,0,0,19,22.4,22.9,1.0,4.6,2,7,1,10,1,0.04,0.12,0.16,1.21,False,4,3
85,Adams,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
86,Brooks,Bournemouth,MID,21,26,4,0,1,0,1,0,0,0,0,0,0,0,10,15.6,10.6,5.0,3.1,0,2,0,2,0,0.09,0.01,0.10,0.98,False,4,3
87,Christie,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
88,Cook,Bournemouth,MID,21,90,3,0,0,0,2,0,0,0,1,0,0,0,9,9.0,1.5,0.0,1.1,6,6,3,15,1,0.00,0.03,0.03,1.25,False,4,3
89,Philip,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
90,Scott,Bournemouth,MID,21,90,4,0,0,0,2,0,0,0,0,0,0,0,17,13.8,5.4,4.0,2.3,6,8,0,14,1,0.05,0.22,0.27,1.25,False,4,3
91,Sinisterra,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
92,Faivre,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
93,H.Traorè,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
94,Sadi,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
95,Silcott-Duberry,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
96,Winterburn,Bournemouth,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,3
97,Evanilson,Bournemouth,FWD,21,63,6,1,0,0,1,0,0,0,0,0,0,0,26,35.0,13.0,28.0,7.6,1,1,0,2,1,0.11,0.03,0.14,0.27,False,4,4
98,Enes Ünal,Bournemouth,FWD,21,26,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,8.0,0.7,1,0,0,1,0,0.18,0.00,0.18,0.98,False,4,4
99,Adu-Adjei,Bournemouth,FWD,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,4,4
100,Kroupi.Jr,Bournemouth,FWD,21,63,7,1,0,0,1,0,0,0,0,0,0,1,29,34.8,13.8,35.0,8.4,1,1,0,2,1,0.65,0.01,0.66,0.27,False,4,4
101,Kelleher,Brentford,GK,21,90,13,0,0,1,0,0,1,0,0,0,3,1,38,45.4,10.0,0.0,5.5,0,6,0,0,1,0.00,0.00,0.00,1.72,True,5,1
102,Balcombe,Brentford,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
103,Cox,Brentford,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
104,Eyestone,Brentford,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
105,Valdimarsson,Brentford,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,1
106,Collins,Brentford,DEF,21,90,13,0,1,1,0,0,0,0,0,0,0,2,40,46.0,21.3,4.0,7.1,10,5,0,10,1,0.00,0.02,0.02,1.72,True,5,2
107,Lewis-Potter,Brentford,DEF,21,60,6,0,0,1,0,0,0,0,0,0,0,0,19,1.4,16.1,5.0,2.3,0,2,0,0,1,0.07,0.13,0.20,1.43,False,5,2
108,Ajer,Brentford,DEF,21,90,6,0,0,1,0,0,0,0,0,0,0,0,19,9.4,0.3,2.0,1.2,6,0,2,8,1,0.00,0.00,0.00,1.72,False,5,2
109,Henry,Brentford,DEF,21,90,6,0,0,1,0,0,0,0,0,0,0,0,25,9.0,1.8,0.0,1.1,3,6,0,3,1,0.00,0.02,0.02,1.72,False,5,2
110,Kayode,Brentford,DEF,21,81,6,0,0,1,0,0,0,0,0,0,0,0,26,13.8,16.0,0.0,3.0,6,4,0,6,1,0.00,0.05,0.05,1.62,False,5,2
111,Pinnock,Brentford,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
112,Roerslev,Brentford,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
113,Van den Berg,Brentford,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
114,Arthur,Brentford,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
115,Fredrick,Brentford,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
116,Hickey,Brentford,DEF,21,8,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,0.0,0.0,0,2,0,0,0,0.00,0.00,0.00,0.10,False,5,2
117,Ji-soo,Brentford,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
118,Meghoma,Brentford,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,2
119,Mbeumo,Man Utd,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,14,3
120,Schade,Brentford,MID,21,90,6,0,1,1,0,0,0,0,0,0,0,0,17,27.8,45.3,35.0,10.8,1,3,1,5,1,0.66,0.39,1.05,1.72,False,5,3
121,Damsgaard,Brentford,MID,21,29,1,0,0,0,0,0,0,0,0,0,0,0,7,2.4,14.9,17.0,3.4,0,2,1,3,0,0.12,0.36,0.48,0.30,False,5,3
122,Milambo,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
123,Carvalho,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
124,Henderson,Brentford,MID,21,14,1,0,0,0,0,0,0,0,0,0,0,0,3,1.4,2.3,0.0,0.4,0,1,0,1,0,0.00,0.01,0.01,0.10,False,5,3
125,Janelt,Brentford,MID,21,90,7,0,1,1,0,0,0,0,1,0,0,0,24,30.6,15.8,4.0,5.0,4,6,2,12,1,0.00,0.17,0.17,1.72,False,5,3
126,Jensen,Brentford,MID,21,75,3,0,0,1,0,0,0,0,0,0,0,0,9,5.0,23.6,15.0,4.4,0,2,1,3,1,0.09,0.17,0.26,1.62,False,5,3
127,Nunes,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
128,Onyeka,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
129,Yarmoliuk,Brentford,MID,21,90,8,1,0,1,0,0,0,0,0,0,0,0,30,36.6,5.3,39.0,8.1,2,3,1,6,1,0.38,0.02,0.40,1.72,False,5,3
130,Donovan,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
131,Konak,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
132,Maghoma,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
133,Peart-Harris,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
134,Trevitt,Brentford,MID,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,3
135,Wissa,Newcastle,FWD,21,15,1,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,1.2,9.0,0.6,0,2,0,2,0,0.14,0.00,0.14,0.19,False,15,4
136,Thiago,Brentford,FWD,21,81,12,2,0,1,0,0,0,0,1,0,0,3,70,76.0,23.1,109.0,20.8,2,6,0,8,1,1.48,0.15,1.63,1.62,True,5,4
137,Morgan,Brentford,FWD,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,5,4
138,Steele,Brighton,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
139,Verbruggen,Brighton,GK,21,90,3,0,0,0,1,0,0,0,0,0,3,0,14,27.8,0.0,0.0,2.8,2,4,0,0,1,0.00,0.00,0.00,2.55,False,6,1
140,McGill,Brighton,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
141,Rushworth,Brighton,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
142,Scherpen,Brighton,GK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,1
143,Boscagli,Brighton,DEF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,False,6,2
